,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X601877.SH,X300124.SZ,X000625.SZ,X002456.SZ,X600809.SH,X600487.SH,X600271.SH,X600066.SH,X000100.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600566.SH,X000981.SZ,X600522.SH,X300136.SZ,X002179.SZ,X002508.SZ,X000157.SZ,X600089.SH,X300142.SZ,X000050.SZ,X000596.SZ,X000977.SZ,X600498.SH,X600177.SH,X000661.SZ,X002129.SZ,X600707.SH,X600118.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.487230786747387,0.102599471639477,0,0.0206061740656896,-0.0231515160668228,0,0,0,0,0.0294926145766691,0,0,0,0,0,0.101846069862418,0,0,-0.0551316479771258,0,0,0,0,0,0,0,0,0,0,0.0697395188038886,-0.0195740050235433,0,0,0,0,0.0169003864799981,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.157090705261561,0.0371953691468626,0,0,0.179284833995767,0,0,0,0,0,0,0,0,-0.131291436281567,0,0,0,0,0,0,-0.0799073868609318,0,0,0,0.0229901296508165,0,-0.0650172540977833,0,0,0,0.0734437023912449,0,-0.163431344582439,0,0,0,0,-0.00552680548149851,0.139195431262078,0,0,0,-0.0189809043476645,0,0,0.320081520619586,0,0,0,0
X002415.SZ,0.076019952696666,0,0,0,0,0.0307424463257988,0,0,0,0.238391741490334,0,0,0,0.00897261743149536,0.215714275632197,0,0,0,0.0127486413576471,0,0,0,0,0,0.241227001691266,0,0,0,0,0,0,0,0,0,0.111354631891539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734022326380818,0,0,-0.00706035083852469,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.40228244754176,0,0,0.0191528967001771,0,0.127863490583362,0,0,0,0,0,0,0.0323128555243461,0,0,-0.000866587608738268,0.109976909533596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944100806372079,0,0,0.108190722717545,0,0,0,0,0,0,0,-0.102746559656698,0,0,0,-0.0472573863686595,0,0,0,0,0,0,0
X000858.SZ,0.0358725631607783,0,0,0.128593811014089,0,0,0,0,0,0,0,0.719904039254881,0,0,0.0414085694906117,0,0.0173563310873685,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303353870455494,0,0,0,-0.0117159869336088,0,0,0,0,0.00614088523044252,0,0,0,0,0,0,0,0,0,0,0,-0.00314207426189543,0,0,0,0,0,0,0
X600276.SH,0,0,0.0568233568627192,0,0,0,0.00420250151359177,0.073691809943451,0,0.10174867290493,0.0116284562632148,0,0,0,0.00312282221871211,0,0,0.124929764072578,0,0,0,0,0,0.0907431470562425,0.223944604387075,0,0,0,0,0,0.007815162381872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614450627164258,0,0,0,0,0,-0.0146739074370538,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.204367570629826,0,0,0,0,0,0,0.0496253769796344,0,0,0,0,0,0,0,0,0,0,0,0.290194020583367,0.0837025057941393,0,0,0,0,0,0,0,0,0,0.506895638315203,0,0,0.0966346052211709,0,0,0,0.0811239962944469,0,0,0,0,0,-0.0115491313129567,0.0215380108273375,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0435283108853837,0.120733871450579,-0.018061300481911,0,0,0,0.12602801788871,0.327944490492156,0.0670168924797177,0.17642513120383,0,0,0,0,0,0,0,0,0,0,-0.122119121164505,-0.0576437218565122,0,0,0,0,0,0,0,0,0,0,0.277732380517515,0,0,0,0,0.0256486779495126,0,-0.0589171532194846,0,0,0,0,0,0,0,-0.000181904157289217,-0.0319480896721207,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.286759575540134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318820500864599,0.15376557030993,0,0.169241672089849,0,0,0,0.0269031976787542,0,0,-0.0631654154586687,0,0,0,0,0,0,0.275783840675885,0,0.00744388018829261,0,0,0.171159030660213,0,0.0364678607173895,0,0,0.00639621747471882,0.00931878124954105,0,0,0,0,0,0
X600690.SH,0,0,0,0.232241606568783,0.374465584875449,0,0,0.152758015294478,0,0,0,0.0293375158476403,0,0,0,0,-0.0694012817992518,0,0,0,0,0,0,0,0,0,0,-0.0349204550393101,0,0,0,0,0,0,0,-0.0668642614450295,0.0362445101422676,0,0,0,0,0,0.0204016046372984,0,0,0,0,0,0,0,0,0.00691568342919799,0,0,0,0,0,0,0
