,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X600372.SH,X000559.SZ,X000568.SZ,X002506.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X002426.SZ,X002085.SZ,X002007.SZ,X002074.SZ,X300124.SZ,X002456.SZ,X600867.SH,X000981.SZ,X000050.SZ,X002294.SZ,X002180.SZ,X600089.SH,X000869.SZ,X002465.SZ,X600498.SH,X600699.SH,X601877.SH,X002508.SZ,X002249.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0922535653993614,0,0,0,0,0,0,0,0,0,0,0,0,-0.00153758609418442,0,0,0,0,0,-0.00932428834670231,0.144269166351312,0,0,0,0,0,-0.0558073561032845,8.67361737988404e-19,0.247027307920592,0.0714605574050127,0,0,-0.0687803987188684,0,0,0,0.034139383035119,0,0,-0.245220846428847,0,0.0256671936728674,0,0,0,0,0,-0.0583301592841016,0.0218720772990048,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.124518564503653,0.13793674426267,0,0,0,0.179338733365074,0,0,0,-0.0192749680215108,0,0,0,0,0,0.00982832534976237,0.017698583787494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293191548032792,0,0,0,0,0,0,-0.0541622146034578,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.100487982746649,0,0,0,0,0,0.0576460641970579,0,0.0433599261475647,0,0,0,0,0,0,0,0,0.0175579552508931,0,0,0,0,0,0,0.0819799867940708,0,0,0,0,0.0546539463854869,0,0,0,0,0,0.00486279642735033,0,0,0.0264289904927671,0,0.0612318239579225,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.17320563791049,0,0,0,0,0.0207248326233995,0,0.00406614581131316,0,0,0,0,0.00881196078579118,0,0,0,0,0.00826606020301752,0,0,0,0.097892269025648,0,0,0,0,0,0,0,0,0,0,0,0.0775118485306084,0,0,0,0.187055865006306,0,0,0,0.0237263820630592,0,0,0,0,0,0.010587504736858,0,0,0,0,0,0
X002304.SZ,0.107081004478747,0,0,0.634586425063866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111249317029226,0,5.42101086242752e-20,-0.0476249102039793,0,0,0,0,-0.0193410234866768,0.0294725178594854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154567896372449,0,0.0455348695755433,0,0,-0.000973948403680262,0,0,0,0,0,0
X600276.SH,0,0.0980608694357872,0,0,0,0,0,0,0.0216401074248901,0,0,0,0,0.0177410501868106,0,0,0.00293967434221299,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433628283572975,0,0.0481938657833046,0,0,0,-0.0702221200330887,0,0,0,0,0,0,0.231597183151321,0.0284766062239007,0,0,0,0,0,-0.0453692948589635,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442132337913014,0,0,0,0,0,0,0,0.0100283025634547,0.184921277781,0,0.108508072450132,0,0.119166210230262,0,0,0,0.0450262752981597,0,0,0.097567238117276,0,0,0.0727839351327478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.0502364944204083,0,0,0.252020732287787,0,0,0,0,0,0.0673109487311142,0,0,0.0950494027948829,0,0,0,-0.0439040178107136,0,0,0,0,0.0538668493308566,-0.0775914794314994,0,0,0.0397472522048572,0,0,0,0,0,0,0,0,0,0,0,0.273651211026467,0,0,0,0,0,-0.0788574504051287,0,0,0,0,0,0,0.117715546492048,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0411423634476009,0,0,0,0,0.0399986884799181,0,0,0,0,0,0,-0.107138107703778,0,0,0,0,0,0,0.0768245113074211,0,0,0,0,0,0.0436077217388917,0,0,0.367458779633452,0.128200972745681,0,0,0,0,0,0,0.0719261679183147,0,0,-0.00202176010317483,0,0,0,0,0,0
X000063.SZ,0,0,0,0.102135189969938,0,0,0,0.192390845980854,0.0386526748951791,0,0,0,0,0,0,0,0,0,0,0.2260796521729,0.155108798714446,0.00447960090677199,0,0,0,0,0,0,0,0,0,0.123692432632228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00397292536416632,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0777763003084946,0,0,0,0,0,0,0,0,0,0,0,0.0531261265070344,0.0658699982897503,0.0157918714771237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419079523486353,0.0387970942746847,0,0,0.0817660865274563,0,0,0,0,0,0,0,0.0496077548782928,0,0,0.047915718411822,0,-0.00694701203096723,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.353221735094287,0,0.109776243710263,0,0.0713213786433991,0,0,0,0,0,0,0,0,0,0,0.150070524360723,0,0,0,0,0.0948388248415693,0,0.171720428651298,0.0631512818890958,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527689433977208,0.218343935073345,0.0934547374771778,0,0,0,0,0
X600741.SH,0,0.107616423213695,0,0,0,0,0,0,0.00213852798577051,0,0,0,0,0,0,0,0,0,0.173457207924828,0.0615881583190083,0,0,0,0,0,0,0,0,0,0,0,0.130707964214732,0,0,0.01157866046902,0,0.069677346189885,0.13386770109083,0,0,0,0,0,0,0.0113489852778961,0,0,0,0,0,0.00715633562930868,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0647774117051574,0,0,0,0,-0.0631231243903805,0,0,0.167180393151263,0,0,0,0.102719439931682,0,0,0,0,0,-0.105002035255032,-0.0857468774921794,0,0,0,0.133992388147279,0,-0.18982900740544,0.0212859795798407,0,0,0,0,0.0718268289080613,0,0.0375186088184844,0,-0.0696189764184499,0,0,0,0,-0.000242658990220739,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277325999505216,0,0,0,0,0,0,0,0,0.0505797857371065,0,0,0.0774775286261949,0,0,0.192505906711369,0.19450778093652,0,0,0,0,0.101815263977038,0,0,0,0,0.0612907774453872,0,0,0.18880449977035,0,0,0,0,0.0120158274516619,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715587548643397,0.0244401232971915,0,0.111436156938899,0,0,0,0,0,0.025139328391333,0,0.0490417902604354,0.0822661563367932,0,0,0,0,0,0,0.0236577771902822,0.103102244866477,0.0441318915409045,0,0.0394722542112414,0.0388891428604127,0,0.026030798429996,0,0,-0.0179525378433011,0,0,0,0,0,0
X002292.SZ,0,0,-0.0346612378820982,0,0,0,0,0,0,0,0,0,0,0,0.262591938511106,0,0,0,0,0,0,0,0,0,0,0.0990163743257687,0,0,0,0.0899941033749867,0,0,0.0119868662153692,0,0,0,0,0.156175321082271,0,0,0,0,0,0,0.0830986279125268,0.0722851991038011,0,0.476505729247805,0,0,0.0631258696451572,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25505317065405,0,0,0,0,0,0,0,0,0.063626324892608,0,0.0550157162753562,0,0,0,0.180103716112818,0,0,0,0,0.122114734620517,0,0,0,0,0,0,0.153625674633233,0.0233833454371921,0,0,3.46944695195361e-18,0,0.171315351223927,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0852353637227157,0,0.21646668735476,0,0,0,0,0,0,0,0,0,0,0.0620740109777966,0.0418085703705795,0,0,0.424951888622874,0.313190522097553,0,0,0,0,0.00983326576474995,0,0,0,0.0447603923883755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00663926532317263,0,0,0,0,0,0,0
X600177.SH,0,0,0,-0.00161098538951236,0,0,0,0,0,0.0902889514371288,0,-0.130104995328447,3.46944695195361e-18,0.10253516721983,0,0,0,0,0,0,0.388172876497963,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0156078391102244,0,0,0,0,0,0,0,0.266446348199083,0,0,0,0,0,0,0,0,0,0,-0.058299986112002,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622120019321264,0,0,0,0.132184827838233,0,0,0.00637567654079716,0.0339608739211915,0.126392539110213,0,0,0,0,0,0,0,0,0,0,0.0430698937696537,0,0,0,0,0,0,0,0.324611495877384,0,0,0,0,0,0.186244549322137,0,0.0163027298306574,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0361583008494651,0,0,0,0,0.0520617769864877,0,0,0,0,0,0,0.00934444256081758,0,0,0,0.181714285539572,0,0.069776493824515,0.0313148022054917,0,0.125467592161723,0,0,0,0,0,0.14380692430911,0,0,0,0,0.0714285619270321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805912212816748,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0.152208613811813,0,0,0,0,0,0,0,0,0,0.0541775375420712,0,0.296380905496766,0,0,0.0538249673183472,0.141038376892165,0,0,0,0,0,0,0,0,0,0.330872691547803,0,0,0,0,0,0,0,0,0,0,0,-0.246700793276868,0.0616388107207505,0,0,0,0.0762815757146468,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355396979558059,0,0,0.186074502152483,0,0,0,0.0972922427573603,0,0,0,0.0813218214312105,0,0,0,0,0,0,0.0704416209570901,0.297214967843381,0.118804282427716,0,0,0,0,0,0,0,0,0,0,0.0655004391058175,0,0,0,0,-0.00421306309184389,-0.0178973006422966,0,0,0,0,0,0
X000568.SZ,0.0446043624865637,0,0,0,0.0703552123446688,0,0,0,0,0,-0.0735115327339634,0,0,0,0,0,0,0,0,0,0.239833527563272,0,0,0,0,0,0,0,0,0,0,0,0.0044198221500407,3.46944695195361e-18,0.108770133702991,0,0,0,0,0,0,0.0689202437340712,0,0,-0.185400972745456,0,0,0.167691690034703,0.110201551118334,0,0.0167919215494994,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0.0648327134371119,0,0.027899491626188,0,0,0,0,0.0539675139540166,0,0,0,0,0,0,0,-0.0698917400979286,0.0144676200898706,0,0,0,0,0,0,0,0,0.0946309092439508,0.269686797210852,-0.212054687996023,0,0,0,0.0604129234353013,0,0,0.11302805672735,0.327066729435055,0,0,0.324211278404367,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00559066733778189,0,0,0,0,0,0.0399293469490136,0.0132645768433201,0,0.0922304644161436,0,0.205843599570762,0,0,0,0.0042306508303989,0,0.111924079079084,0,0,0,0.145115359238563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153215119117639,0,0,0,0.0145051746541534,0.0135338261589518,0,0.183008962689882,0,0,0,0,0,0,0,0,0.199732014424815,0,0,0,0,0,0,0,0,0.0850482163428159,0,0,0,0,0.0870852134173104,0,0,0,0,0,0,0,0,0
X300003.SZ,-0.0928330359399226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193839671703232,0.260009114551563,0.048643912123782,0,0,0,0,0,0,0.205273058368797,0,0.0699505344271107,0,0,0,0,0,0,0,0,-0.0526319143334242,0,0,0,0,0.0526181860393331,0,0,0,0,0,0,0.251409194526749,0.0646735641254805,0,0,0,-0.0380677911070807,0,0,0,0,0,0
X002426.SZ,0,0,0,0,0,0,0,0,0,0,0,0.150172996711921,0,0,0,0,0.0301731716334898,0,0,0,0.318893546956519,0,0.0349321957839621,0,0,0,0,0,0,0,0,0.0126007343075127,0,0,0,0,0,0.0689438098610219,0,0,0,0.18279307286081,0.12166177690053,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0.00728170973556281,-0.0147100041284679,0,0.207988125667909,0,0.0397567479245354,0,0,-0.081171666857065,0,-0.0467108569553123,0,0,0,0,0,0,1.73472347597681e-18,0,0.300830313522071,0,0,0,-0.133665754490467,0,0,0.0567901668455682,0,0,0,-0.150962495603805,0,0,-0.102069608170467,0,0,0,0,0,0,0,0,-0.296580504741444,0,0,0,0,-0.136965639288212,0,0,0,0
X002007.SZ,0,0,0,0,0.0877284680455132,0,0,0,0,0,0,0,0,0,0.126899621993527,0,0,0,0,0,0,0.212466303252489,0,0.213979306737783,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213749649399741,0,0.00676176649852295,0,0,0,0,0,0,0
