,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X002241.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X000338.SZ,X600703.SH,X000063.SZ,X003816.SZ,X000596.SZ,X002129.SZ,X000625.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X600089.SH,X000100.SZ,X600741.SH,X600460.SH,X600702.SH,X002236.SZ,X000799.SZ,X000157.SZ,X600779.SH,X600522.SH,X601799.SH,X002180.SZ,X000733.SZ,X002414.SZ,X600884.SH,X600584.SH,X002008.SZ,X600183.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.505626765700363,0,0.0663530064356876,0.0151629298619227,0,0,0,0,0,0,0,0,0,-0.091891741816981,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0019260213386276,0,0,0,0,0,0,0,0,0,0,-0.0115879927650743,0,0,0,0,0,0,0,0,0,0,0,-0.00412949123030746,8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0.329268135532202,0,0,0,0,0,0.0858022998298457,0,0,0,0,0,0,0,0,0.0338969555714477,0,-0.0169523917960906,0,0,0,0,0.235943633156911,0,0,0.00674860081380387,0,0,0,0,0,0.072849773871341,0,0,0,0.089567709448021,-0.0656882843622388,0.0623552640678131,0,0,0,0,0,0,0,0,0,0,-0.0163128161279394,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0638820397028609,0.272774323684279,0,0,0,0,0,0,0,-0.0139745508847846,0.0252397168294903,0,0,0,0,0,0,0,-0.073159370495207,0,0,0,0,-0.018195558400974,0,0,0,-0.0696115504551856,0.241512633512928,0,0,0,0,0,0,0,0.0638608355283189,0.0265177438959434,0,0,0,0,0,0,0.0241780965431257,0,0,0,0,0,0,0
X600809.SH,0,0.114450630798454,0,0,0,0,0,0,0.0204079084232559,-0.106949158002592,0,0,0,-0.0527508346706908,0,0,0,-0.178163930390931,0,0,-0.148861815848779,0,0,0,0,0,0,-0.320830434968422,0,0,0.0185233771176559,-0.0834389639708076,0,0.27638260695555,0,0,0.624812357083507,0,0.0530622777532058,0,0,0,0,0,0,0,0,0,0,0,0,0.0107295998320651,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.132153858333083,0,0,-0.0408227388559837,0,0,0,0,0,0,0,0,0,0.0765696973211941,0,0,0,0,0.49118195890194,0,0,-0.0738557416673604,0.0663176074685572,0,0,-0.000478726134009631,0,0,0,0,0,0,0,0,0,0.11049942714884,-0.124447302861463,0,0,0,-0.190172855404753,0,0,0,0,0.0505204950803366,0,0,0,0.0238627277477687,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.228190629307203,0,0,0,0,0,0,0,0,0.0185431200080619,0.168130575585165,0,0,0,0,0,0,0,0,0,0,0,0,-0.130596746691443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445473990921986,0,0,0,0,0,0,0
X600276.SH,0,0,0.0987859706470683,0,0,0.0422320730898119,0,0,0,-0.0637021012003396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123156515429042,0.0290126893788367,0.126093889645711,-0.212118725259222,0,0,0,0.0696014400579913,0,0,0,0,0,0,0,0.0132085820935459,0,0,0,0,-0.0822287408244764,0,-0.0879166085581779,0,0.232067049489168,0,0,-0.0135912547422407,0.0165937890951502,0,0,0,0,0,0
X600690.SH,0,0.000126046792346745,0,0,0,0,0,0,0,0,0,0,0.0159192462175242,0,0,0,0,0,0,0,-0.0780462411299646,0.0229301323071547,0,0,0,0,0,0,0,0,0.0280524655683132,0.30384077832522,0,-0.131213611542019,0,0,0,0,0,0,0,0,0,0,-0.0340740373839883,0,0,0.057031362228759,0,0,0,0.00765148069090766,0,0,0,0,0,0,0
X002304.SZ,0,0.583057197213301,0.0714048711454637,0,0,0,0,0,0,0,0,0,-0.0743541129338622,0,0,0,0,0,0.00488401334615005,0,-0.0151625504433272,0,0,0,0,0,0,0,0.0934682689515538,0,0,0,0,0,0,0.0894398617637454,0,0,0,-0.00815157976487674,0,0,0,0,0,0,0,0,0,0,0,0.00757188773183319,0,0,0,0,0,0,0
X300014.SZ,0,0,-0.469700797404825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104870174229593,0.0124607580135308,0,0,0,0,0,0.036184332672208,0.0852627106028405,0.0130099530507417,0,0,0.0719111071979114,0.0551999527621508,0.00580012693867563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342634239001845,0.124160093374242,0,0,0,0,0,0
