,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X600104.SH,X600031.SH,X000596.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X002074.SZ,X600741.SH,X000733.SZ,X000100.SZ,X600702.SH,X600522.SH,X000157.SZ,X600460.SH,X300003.SZ,X000799.SZ,X600884.SH,X600584.SH,X000800.SZ,X002414.SZ,X002236.SZ,X002007.SZ,X601799.SH,X600487.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.37133185434812,0,0,0.256255149444562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123764762692284,0.157288657879067,0,0,0,0,0,0,0,0,0.0547318757429227,0,-0.0907918437309126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779897201306359,0,-0.00658284484300325,0.0172085146687176,0,0,0,0,0,0
X000858.SZ,0.124386645862381,0,0,0,0.48076751416024,0,0,0,0,0,-0.0501643589137028,0,0,0.148635252809812,0,0,0,0,0,0,0.0431113341773858,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162943959495937,0,0,0,0,0,0.0170835126298051,0,0,0,0,0,0,0,0,0,0,0,-0.0111600015421736,0,0,0,0,0,0,0
X600809.SH,0.276892677159558,0,0,0,0.559873031066203,0,0,0,0,0,0,0,0,0.0229627804291895,0,0,0,0,0,0,0,-0.113831404973965,0,0,0,0,0,0,0,0,0,0,0,-0.0642990057904861,0,0,0,0,-0.0228370318524334,0,0.110691192517697,0,0,-0.0520030792308795,0,0,0,0,0,0,0,5.85650514814782e-05,0,-0.0368766014493602,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0744607122581495,0,0,0,0,0,0,0,0,0,0,0,0.0617929124766545,0,0,0,0,0,0,0,0.0839627314740163,0,0,0,0,0,0.162473801027196,0,0,0,0,0,0,0,0,0,0.0567044873132848,0,0,0,0.0356899735578252,0.0154602776847597,0.17522827322231,0,0,8.17114282284509e-05,0,-0.00640256545420658,0,0,0,0,0,0,0
X000568.SZ,0.51938064836052,0.276719045674314,0.410978117421393,0,0,0,0,0.0994596715285059,0,0,0,0,0,0,0.0153770676059798,0,0,0,0,0,0,0,0,0,0,0,0.14399592074362,0,0,0.0397944266642389,-0.00481817432382008,0,0,0,0,0,0.0547718577173422,0,0,0,0,0,-0.0967225258742181,0,0,0,0,0,0,0,0,-0.0184927377768515,0.0106894624987685,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0222466680638766,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.166458302477939,0,0,0,0,0,0.165893541668917,0,-0.163794073129756,0,0,0.148884452639493,0.0206924397656342,0,0,-0.198527475205791,0,0.0224506889573945,0,0.0846221190723452,0,0,0,0,0.0270593194485364,0,0,0,0,0,0.0157296239285812,-0.0111281171673486,0,0,0,0,0,0
X002304.SZ,0.0996221467665736,0,0.0242332405196075,0.126511616755189,0.319630423797826,0,0,0,0.0737659800930829,0,0,0,0,0,0.0504596337619146,0,0.0289186597155302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328881785355332,0,0,0,-0.0107101084823739,0,0,0,0,0,0,0
X600690.SH,0.0689835430597667,0,0,0.00177008576825968,0.261351103083449,0,0,0,0,0.224662961274225,-0.0543534063214284,0,0,0,0,0,0,0,0.121762349628795,0,0,0,0,0,0,0,-0.0379004508298233,0,0.00536380278086293,0,0.0303068558809222,0,0,0,0,0,0.0206178320422784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385227723415821,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.189575621221072,0.233678784288079,0,0,0,0,0,0,0,0,0.0550963248469105,-0.106258235022155,0,0,0,0,-0.0056436727458391,0.11271606823222,0.0918989886028404,0.00476612676552493,0,0.178032660171723,0,0,0,0,0,0,0,0,0.119172460778059,0,0,0,0,0.0724805537227619,0,0,0,0,0,0,-0.0154547817405402,-0.033946613341564,-0.0275678830861481,0,0,0,0,0
X000651.SZ,0,0.137018795806895,-0.0939829099610615,0,0,0,0,0.437136706271216,0,0,-0.0347122321455759,0,0,0.230328058165693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121386957723363,0,-0.039787410961677,0,2.77555756156289e-17,0,0,0,0.0418610766620413,0,0,0,0,-0.0810685013328417,0,0.110925890672366,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0.157401606408458,0,0,0,0,0,0,0.0722419046848264,0,0,-0.145953947899542,0,0,0,0,0,0,0,0,0,0.515111963214307,0,0,0,0.00206435979719334,0.15956948652013,0,0,0,0,0,0,0,0.193326029561745,0,0.013558811955025,0,0,-0.217425565394725,0,-0.0345269508368634,0.0629307653291396,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0924492909380382,0,0,0,0,0.296402393943122,0,-1.73472347597681e-18,0,0,0,-0.0432489908540426,0,0,0,0,-0.126474315314702,0,0,0,0.0425274197054688,0,0,0,0,0,0.130779041000068,0,0.0702611373711124,0,0,0,0,0.0269857848777885,0,0,0,0,0,0,0,0,0,0,0.0182636949910527,0.0408751336475888,0,0,0.0100550514610774,0,0,0,0,0,0,0
X600104.SH,0.0271604371803181,0,0,0,0,0,0,0.0815180796777675,0,0,0,0,0,0.083981767421525,0,0,0,0,0,0,0,0,0.0301880291024271,0,0,0,0,0,0,0,0,0,0.00327921385341861,0,0.136111889824542,0,0,0,0,0,0.015947966030772,0,0,0,0,0,0,0,0,0,0,-0.000810398122876241,-0.00259518628686641,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.160663965602754,0,0,0,0,0,0,0,0.465717662536222,0,0,0.149810454205561,0.0534198569789609,0,0,0,0,0,0,0,0,-0.0621873789807405,-0.0435786530537498,0,0,0.185972734951938,0,0,0,0,0,0,0,0,0,0,0,0.118544576154824,0,-0.0224087911208358,0,0,0.0108744224300946,0.0019735898972008,0,0,0,0,0,0
X000596.SZ,0,0,0.64716620508577,0,0,0,0,0,0,0,0,-0.335607463496978,0,0,0,0,0.083229069555657,0,0,-0.129778517464853,0,0,0,0,0,0,-0.0760258572830989,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.00142243492229713,-0.2208415061325,0,0,0,0,0,0,0,0.065879968058808,0,0,0,-0.0191004957417713,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334451645141149,0,0,0.0631778291991675,0,-0.130495063077147,0,0,0,0,0.0155063684397323,0.0445324428309579,-0.0354109880534838,0,0,0,-0.0175491521831681,0,0,0,0.179525238745008,0.0735246520930563,0,0,0,0,0,0.0303238126555721,0,0.0532584958854978,0,0,0,-0.121179898090663,-0.00478147602894324,0,0,-0.000765240597909894,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.152742175606213,0,0,0,0,0,0.00954579786029526,0,0,0,0.0116743659921589,0,0,0,0,0,0,0.0264055276739062,0,0.00911823110005892,0,0.0123074978151169,0,0.212323315501548,0,0,0,0,0,0,0,0,0.0330524433447467,0.223723976992301,0,0,0.107832595812195,0,0,0,0.0383069878550594,0,0,-0.0164517507346568,0.0215660192680467,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219979102586229,0,0,0,0,0,0,0,0,0,0,0,0,-0.110400496509731,0,-0.0117313516511033,0,0,0,0,0,0.318540604808096,0.0997437982223036,0,0,0,-0.00525099401223075,-0.0198550892055167,-1.73472347597681e-18,0,0,0,0,0.0177988245259819,0,0,0,0,0.00101607470817473,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.184960703629938,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.268089585107356,0,0,-0.00906896250838628,0.255814350528738,0,0,0,0,0.130672819600637,0,0,0.12760331531264,0,0,0,0,0.0459937499046219,0,0,0.0491299877159531,0,0,0,-0.0170816620354914,-0.151074100537083,0,0,0,0,0,0
X002371.SZ,0,0,0,0,-0.169605198637447,0,0,0,0.14526123619657,0.127379160877716,0,0,0,0.0569580963089947,0,-0.139653059762113,0.176542084900958,0,0,0,0,0,0,-0.32561816136058,0,0,0,0.0666406033725788,0,0,0,0,0,0.33058495595268,0,0,0,0,0,0,0,0,0,0,-0.0602953417950128,0.513024920763422,-0.380539061770741,0,-0.139117725372121,0,0,-0.0825457804677807,-0.00645257045702418,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.0104837511369039,0,0,0.0896479834091583,0,0,0,0.186213779374918,0,-0.0561244710792356,0,0,0,0,0,0,0.157837757603175,0,0,0.14139073759954,0.0536251368017423,-0.13697395391166,0,0,1.0842021724855e-19,0,-0.0390625890115899,0,0,-0.0146933328128278,0,0,0,0,0.113589272101855,0.0992822949805559,0,-0.148133843371528,0,0.297556929632145,0,-0.0209964707979871,0.0410066751256063,0,0,0,0,0,0
X002049.SZ,-0.0531253217487902,0,-0.191835158872401,0,0,0,0,0,0.0651721738432437,0,0,-0.260215143146473,0,0,0,0,0,0,0,0.209333644302478,0.387928607890542,0,0.127988406480394,0,0,0,0,0,-0.0100000037305723,0,0,0,0,0.125295988049328,0,0,0,0,0,0,0,0.0948402854341123,0,0,0,0,0,0,0.298104819464515,0,0,0.022620538226447,0.074550937216981,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.0187564988160668,0,0,0.241443423909559,0,0,0.161915888238385,0,0,0,0,0,0,0,0,0.0852021414802544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496055169945159,0.0947997059412546,0,0.0871201591891903,0,0,0.0254954207347468,0,0,0,0,-0.0180674261895419,0.0226042320315728,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102119261945663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292311075338421,0,0,-8.67361737988404e-19,0,0.0187291234581631,0,0,0,0,0,0,0,0.122983340130084,0.0378470675400068,0,0,0,-0.0120353165085958,0.00974750566475094,0,0,0,0,0,0
