,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X000651.SZ,X002371.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002241.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X000338.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600741.SH,X600089.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600702.SH,X600779.SH,X601799.SH,X000157.SZ,X600884.SH,X000733.SZ,X600584.SH,X600183.SH,X600522.SH,X002007.SZ,X002414.SZ,X600563.SH,X000800.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.395634289263419,0,0.0996927145593739,0,0.110826716868986,0,0,0,0,0,0,0,0,0,0,0,0,0.00900909378062603,0,0,0,0,0,0.00015628136954041,0,0.0505387822328563,0,0,0,0,0,0,0,0,0.0149873594988413,0,0,0,0,0,0,0,0,-0.0494648909477126,0.0164570464641893,0,-4.33680868994202e-19,0,0,0,0,-0.00194753331490893,0,0,0,0,0,0
X000858.SZ,0,0,0,0.286394128817779,0,0,0,0,0,0,0.0809324026799715,0,0,0,0,0,-0.107516708561759,0,0,0,-0.0535885507758453,-0.0381559434366708,0,0,0,0.132766322359782,0,0,0,0,0,0,0.0278193557239748,0,0,0.202945085727192,1.73472347597681e-18,0.0847882344686434,0,0,0,0,0,0,0,0,0,-0.0240420612197923,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0678119105986987,0.161263556343281,0,0,0,0,0,0,0,0,0,0,0,0,0.0353898643146289,0,0,0,-0.0152795507476796,-0.0328086624310527,0,0.142212356842152,0,0,0,-4.33680868994202e-19,0,0,0,-0.0128720136431617,0,0,0,0.0526538871714007,0,0,0,0,0,0.00248762721397404,0.0607019941122929,0.0338241653625679,0,0,0,0,0,0,0,0.0300384987473893,0,0
X600809.SH,0,0.10820844889651,0,0,0,0,0,0.132263208427697,0,0,0,0,0,0,0,0,-0.0920957802151174,0.0351949976718234,0,0,0,0,0,0,-0.0874739486718741,0.0635062631289347,-0.0212193896058545,0,0,-0.0648687447471853,0.112316696853225,0,0,0,0,0.519799485579817,0.0201574360810989,0,0.0656674676610037,0,0.0181614249569337,0,0,0,-0.030253482849279,0,0,0,0,0,0,-0.0395322941072821,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.340680957568041,0,0,0,0.119508208656111,0.0394385130719436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00279175981534775,0.0117830140353534,0,-0.06299476813466,-0.053166585328603,0,0,0,0,0,0,0.227754493161347,0,0,0,0,-0.272625080884723,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0274339313861572,0,0
X000568.SZ,0,0.365527752250869,0,0.239318354717858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648743792021348,0,-0.00100135376915689,0.0604949328814404,0,0,0,0,0,0,0,0,0,0.0903709414624774,0,0.0182644533491743,0,0,-0.0384544190890976,-0.0264386245932472,0,0,0,0,-0.101519158943015,0,0,0,0,0.0539460902333162,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0676935428911486,0,0,0,0.155243490426991,0.227149710039177,0.107917670315523,0,0,0,0,0,0,0,-0.0189639802564347,0,0,0.0944567445191611,0.00539254567684039,0,-0.239573115661308,0,0,0,0,0.0814702235403879,0.195836093191676,0.0518132756274939,0,-0.0935813533082701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589387778541131,0,0
X002304.SZ,0,0.033082521255708,0,0.143690214421673,0,0,0,0,0.13674059764214,0,-0.0218673714068533,0,0,0,0,0,0,0,0,0,-0.15923596126971,0,0.149970201409791,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.25516582793779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143784771841898,0,0,0,0,-0.0307013843879043,0,0
X600690.SH,0,0,0.165366913497956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584180475469742,0,0,0,0,0,-0.00360589121559304,0,0,0.283644737734607,-0.0386617756900785,0.000572597003215371,0.0472339009078403,0,0,0,0,0.0780317267374497,0,0,0,0,0,0,0,0,0,0.0581611211160096,0,0,0.0516231411480783,0.00318264884800895,0.00358552793804018,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188715075090293,0,0,0,0,0.0339619909465288,0,0,-0.0153283781016397,0,-0.0100982966629102,0,0,0,0.0621256153052124,0,0,0,-0.0407536463584484,0,0,0.0837105559971343,0,0,0,0,0,0,0.0281531896770429,0,0,-0.0854308469087783,0.0813641109744859,0,0,0.0287431446949611,0.0255327805635249,0,0,0,0,0,0
