,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X600372.SH,X600741.SH,X000977.SZ,X002129.SZ,X002049.SZ,X000661.SZ,X002463.SZ,X600584.SH,X601877.SH,X002028.SZ,X600522.SH,X601799.SH,X000800.SZ,X600183.SH,X600066.SH,X000921.SZ,X002223.SZ,X002007.SZ,X002074.SZ,X600460.SH,X600566.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.116299572943919,0,0.358053630755845,0.0615526938758988,0.0166831530114113,0,0,0.114714774651137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513034676216536,0,0,0,0,0,0,0,-0.0414911679602894,0.0196318737573667,0,0,0,0,0,0,0,0.134569062417316,0,0,0,0,0,0,0,0,0,0,0,0.0152530198890976,-0.0141013930148901,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0951552156095011,0,0.381991233024786,0,0,0,0,0,0,0.118745971724388,0,-0.0142595099218049,0,0,0.0444555126714397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109546246148717,0,0,0,0,0,0,0,0,0,0,-0.0330555469275979,0,0,0,0,0,0,0,0,-0.0260167022863279,0.0266599552179449,0,0,0,0,0,0
X002415.SZ,0,3.46944695195361e-18,0,0,0,0.127820406056475,0,0,0,0,0,0.1280120952046,0,0,0,0,0,0,0,0.061837990649458,0,0,0,0.140632354035852,0,0,0,0.0816228940366596,0,0,0.105044170452962,0,0,0,0,0,0,0,0,0.100391461540708,0,0,-0.00643363218437934,0,0,0,0,0,0,0,0,-0.0162516499136438,0.00579987343190261,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.374318802341709,0,0,0.0907665216184513,0.0224700892331478,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.299299768866593,0,0,0.187822821934806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203180194688963,0,0,0,0,0,0,0,0,0,-0.0309892630193012,0.0221918822634569,0.0278326730093684,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196978893624892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794635863949489,0,0,0,0,0.231014357227045,0.0794392571007915,0,0,0,0.0116090227871654,0.045511069684896,0,0,0.0151900538144929,0,0,0.0108049007148221,0,0,0,0,0,0,0.00539120014345081,0,0,0,0,0,0
X000568.SZ,0,0.632084746235344,0,0.268409061541618,0,0,0,0,0,-0.0212386743537393,0,0,0.0762085986623346,0,0,0,0,0,0,0,0.123535257174174,0,0,-0.0894590787938956,0,0,0,0,0,0,0,0.0127718986133547,0,0,0,0.0603718623964742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001757892696407,0.00906280521334914,0,0,0,0,0,0
X600690.SH,0,0,0,0.157962906581816,0,0,0,0,0,0,0,0,0,0,0,0.112411969720332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974363423428341,0,0,-0.0416534631041089,0,0,0,0,0,0,-0.106312543793303,0,0.0818629863105234,0,0,0,0,0,0,0.030289085800957,-0.0114019300289416,0.0287727814699648,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.137275173171412,0,0,0,0,0.0705989822609748,0,0,0,0,0,0,0,0.0375730315126251,0,0,0,0,-0.245041876774598,0,0,0,0,0,0.0475620590647106,0,0,0,-0.0404518637878437,0,0,0,0,0.182397705215865,0,1.73472347597681e-18,0.0906332009130185,0.379679624105903,-0.11422513453891,0,0,0,0,0,0,0.10481222115107,-0.0885941747903628,0.00580697541982751,0,0,0,0,0
X002475.SZ,0,0,-0.0179673146765937,0,0.00149867720399466,0.130917875668685,0,0,0,0,0,0,0,0,0.0716808414862056,0,0,0,0,0,0,0,0,0,0,0,0,0.56102735419248,0,0,-0.137720341009788,0,0,0,0,0,0,0,0,0,0,0.005208153071155,0,0,0,0,0,0,0,0,0,-0.0773962991981868,0.035915869050063,-0.17976360702482,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362171928288559,0,0,0.253420807189317,0,-0.149604603992348,0,0.140823831373187,0,-0.0216169081904032,-0.15382371146323,-0.0368849349877113,0,0,0,0,0,0,0,0,0,0,0,0,0.05644843851207,0,0,0.100099866038745,0,0.0249122053273163,-0.0425013221153663,0.00603187966645469,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0535454433190011,0,0,0,0,0,0.178343777977647,0,0,0.0237915880903081,0,0.0176010524644638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125056046192892,0,0,0.0226724424916154,0,0,0,-0.030438640917021,0,0,0,0,0,0,0.0825920210026768,0.0481076585414916,-0.0281827365105287,0.0503472831383476,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488618327600518,0,0.086228347695129,0,0,0,0,0,-0.118271303938846,0.102843850189735,0,0,0,0.225145726596627,0,0,0,0,0,0,0.133744859588063,0,0,0,0,0.231707303141174,0,0.00369116068063089,0,-0.041127510106232,0,0,-0.260652463696195,0,0.00307707140753974,0,0,0,0.0123160931847576,0,0,0,0,0,0
X002304.SZ,0,0,0.093156650022453,0,0,0.431701126783686,0,0,0,0,0,0.0531934407960097,0,0,0.0316785516652663,0,0,0,0,0,0,0,0.0618485897058892,0.0204047752746095,0.0932198580609637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114816643517564,0,0,0.00121626537244694,0,0,0,0,0,0,0,0,-0.0134007052939412,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.142115485851622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319194872053201,0,0,0,0,0,0.233123167706021,0,0,0,0,-0.0227921719066733,0,0,-0.0500443214942204,0,0,0,0,-0.0633093544998694,0,0,0,-0.0354864726468854,0,0,0,0,0,0,0,-0.0136909323035911,0.0112453357687978,0.00969613362630885,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0047643802731288,0,0,0,0,0,0,0.261291334528169,0,0,0,0.0477559263998812,0,0,0.10559895934558,0,0,0,0,0.0761165415162247,0,0,-0.166651239875396,0,0,0,0.117652721016754,0,0,0,0.34171745383401,0,0.254366618452581,0,0,0,0,0,0,0,0,0,0.169641676283168,-0.00463675295743291,0.00267099546648957,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.154061522990004,0,0,0,0,0,0,0,0.146744810936015,0,0,0,0,0,0,0,-0.0354848384623291,0,0.0898458982010683,0,0,0,0,0,-0.0688907202621644,0,0,0,0,0,0,0.0884068396669862,0,0,0,0,0.0184757429202017,0.0345317187635033,0,0,0,0,0,0,0.124740555848698,-0.0704345825644948,0.0952377613032008,0,0,0,0,0,0
