,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600690.SH,X300124.SZ,X000725.SZ,X600104.SH,X000596.SZ,X000063.SZ,X002129.SZ,X600031.SH,X002371.SZ,X003816.SZ,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X000100.SZ,X002241.SZ,X600702.SH,X000661.SZ,X002180.SZ,X600584.SH,X601877.SH,X600522.SH,X000157.SZ,X300142.SZ,X600460.SH,X000977.SZ,X600741.SH,X002074.SZ,X000733.SZ,X002463.SZ,X600183.SH,X000066.SZ,X300003.SZ,X002007.SZ,X000799.SZ,X002414.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0677424348459693,0.0664460490499131,0.0652067525051056,0.219133684573845,0,0,0.0677463346762322,0,0,0,0,0,0,0.0292668005098916,0,0,0.0423040240663715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393587147882771,0,0,0.0375537069039865,0,0,0,-0.0171450296832203,0.0414426628003205,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.00682654948852275,0,0.457886275685896,0,0,0,0,0,0,0,0.0355657570745563,0,0,0,0,0,0.148759132091659,0,0,0,0,0,0.0222942768914791,0,-0.0578245420104393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142218074187015,0,0,0,0,0,-0.0232739167703409,-0.00559778360334333,0,0,0,0,0,0
X002415.SZ,0,0.123039017063176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134802433382299,0,0.191835149369875,0,-0.0896189789681541,0,0,0,0,0.145513527711874,0,0,0,0,0,0,0,0,0,0,0,0.0440081905607469,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090254473865928,-0.0182515933100055,0,0,0,0,0,0
X000568.SZ,0,0.351460507321647,0.221662809365232,0,0,0,0.253268339101337,0,0,0,0,0,0,0,0,0,0,0.0211608744707893,0,-0.0102745430050248,0,0,0,0,0,0,0.0680835416260344,0,0,0,0.132525846753375,0,0,0,-0.0368621021536124,0,0,0,0,0,0,-0.136718935587409,0,0.0417008306431018,0,0,0,0,0,0.0833881162471677,0,-0.0197886708747772,0.0512596088500136,0,0,0,0,0,0
X600809.SH,0,0.0918921774744102,0,0,0,0.0327712945632853,0.0107334735924959,0,0,0,0,0,0,0,0.0058339383697889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311458442731601,0.104082250926783,0,0,0,0,0,0,0,-0.10682407988099,0,0,-0.103444392268948,0,0,0.28049236345655,0,0,0,0.011156675565706,0.0010746063599604,0,0,0,0,0,0
X600276.SH,0,0.0410864237477299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0.0101883855319511,0.102209223992033,0,0,0,0,0,0,0.065862883427584,0.0428493175420901,0,0.0787556053325424,0,0,0,0,0,0,0,0,0,0.0240222621331458,0,0,0.37832385519724,0,0,0,0,0,-0.0277058819828769,-0.0144708275229147,0,0,0,0,0,0
X002304.SZ,0,0.379666560298242,0,0.443792668702959,0,0,0,0,0,0.0439033784843046,0,0,0,0,0,0,0,-0.0513530805119178,0,0,0,0,0,-0.0083708970534418,0,0,-0.0794054776916509,0,0,0,0.00904835964997692,0,0.0308750009430697,0,0,0,0,0,0.0317118807117819,0,0,0,0,0,-0.0576590465635044,0,0,0,0,-0.0854156297199824,0,-0.00410946718655747,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0888534581678875,0,0,0,0,0,0,0,0.208808267865687,0,0,0,-0.0230425510523607,0,0,0,0,0.35623922531587,0,0,0,0,0,0,0.0502769156589389,0,0,0,0,0,0,0,0.211509875761059,0,0,0,-0.00815321075184397,0,0.136296115041538,0,0.00345754107129849,0,0,0,0.270915559808699,0,0,0,0.428407614207376,0,0,0,0,0,0,0,0
X000651.SZ,0,0.161470794989874,0,0,0,0,0,0,0,0.282149349447531,0,0,0,0,0,0,0,0,0,0,0.0937448596919127,0.0048822372635827,0,0,0,0,0,0,-0.0167332471403795,0,0,0,0.00400380323054373,0,0.00726763064323764,0,0,0,8.67361737988404e-19,0,0,0,0,0.0703066562044814,0,0,0,0,0,0.0841534192555409,0,-0.00649927933504079,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.154786528339968,0,0.222085620545343,0,0.0270327073628843,0,0,-0.0826872263570732,0,0,0,0,0,0,0,0,0,0,0,0,-0.312757550948831,0,0,0,0.0575186347561521,0,0.167508765903937,0,0.0298073172153538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214890495045165,0.0133638283210635,0,0,0,0,0,0
