,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X600703.SH,X000596.SZ,X000100.SZ,X300142.SZ,X002371.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X600702.SH,X601877.SH,X002236.SZ,X002414.SZ,X600584.SH,X300146.SZ,X600779.SH,X300003.SZ,X601799.SH,X600183.SH,X600460.SH,X000800.SZ,X002074.SZ,X000066.SZ,X600089.SH,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.153565298588502,0,0,0.0512261283283988,0,0,0,0,0,0,0,0.0541580098041486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248696951605948,0,0,0,0,0,2.85057115092286e-05,0,0,0,0,0,0,0,0,0,0,0,0.129975759056545,0,0,0,-0.139135009228387,0,0,-0.100696294974019,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0735040377880051,0.358599289746894,0.0330282105357345,0.0158451931451529,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0680551670577798,0,0,0,0,0,0,6.93889390390723e-18,0,0.0856417304287254,0,0.111357831036141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458422418370577,0,0,0,0,0,0.0148354771182171,0,0,0,0,-0.00610434563075857,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0186722334028863,0,0,0,0.0198068934189203,0,0,0.0431298450755,0,0,0,0,0.205800055625529,0,0,0,0,0,0,0,0,0,0.102601488810189,0,0,0,0.0977214039571456,0.0116024722245103,0,0,0,0,0,0.00910069885617284,0,0.0714388437419338,0,0,0,0,0,0,0,-0.0288331894063881,0,0,0,0,0.000825019085813562,0,0
X600276.SH,0,0.0680549457925437,0,0,0.10826359368432,0,0,0,0,0,0,0,-0.0536657811076263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481847452274372,0,0,0,0,0,0,0,0,-0.154680004604221,0,0,0.0866246892237428,0,0.0305285558174226,0,0,0,0,-0.0757626921897142,0,0,0.133961527012252,0,0,0,0,0,0,0
X000568.SZ,0,0.439255470994698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470176391211232,0,0,0,0,-0.00900051204374843,0,0.149722065550436,0,0.0123300341803202,0.0601140044205199,0,0,0,0,0,0,0,-0.0100454099726958,0,0,0,0,0,0,0,0.13973713250636,0,0,0,0.174014633639219,0,0,0,0,0,0,-0.0635299229806855,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0222544376381734,0,0,0,0,0,0,0,0,0.0740410932682443,0,0.157939875535072,0,0,0,0,0.062827638731172,0,0.0513017428329362,0,0.0189098646522826,0,0,0,0.0361501407491328,0.164428041031457,0.434093681667429,0,0,0.0260605232048328,0,0,0,0,0,0,0,0.0435082235106916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314071443408867,0,0
X002304.SZ,0.0365902761288844,0,0,0.0947734612076033,0.123805013036758,0.154476338090539,0,0.0401870993556456,0,0,0,0,0,0,0,0,0,0,0,0,-0.102253482823673,0.30697047215087,0.0381269246379239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110580105999159,0,0,0,0,0,0,0,0,0,0,-0.05407981579796,0,0,0,0,-0.0201820777598714,0,0
X000651.SZ,0,0,0,0,0,0,0.00129318348314266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205433260281394,0,0,0.0493649024934461,0.105425295820449,0,0,0,0.00711304892188749,0,0,0,0,0,0,0,0.0169317492310804,0,0,0,-0.00493889771110251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.103809204895256,0,0,0,0,0.185296566755915,0,-6.93889390390723e-18,0,0,0.110984560962905,0,0,0.0338813645996446,0,0,0,0,0,0,0,0,0,0.0291167830713219,0,0,0,0,0.0467546559075312,0,0,0.0130523319143105,0.29930796242292,0.0509692770043603,0,0,0,0.0636373339889451,0,0,0,0.0306222344576906,0,0,0,0.0388175911883695,0,0,0,0,-0.00165758368841284,0,0,0,0.0246835132218189,0,0
X002475.SZ,0.0515689428575753,0,0,0,0,0,0,0,0,0,0.186840700483613,0,0,0,0.0318077700431605,0,0,0.147959036414575,0,0.188981438055747,-0.107424958374642,0.0126142939557896,0,0.234373637345435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00536752176679894,0,0,0,0,0,0,0,0,0.0989979719247061,0,0,0,-0.048978284229522,0,0
