,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X000100.SZ,X600741.SH,X600809.SH,X300003.SZ,X002241.SZ,X600183.SH,X300014.SZ,X002371.SZ,X000596.SZ,X002007.SZ,X601877.SH,X002236.SZ,X000977.SZ,X000625.SZ,X300124.SZ,X000157.SZ,X002456.SZ,X002129.SZ,X002463.SZ,X300136.SZ,X300142.SZ,X002414.SZ,X600271.SH,X002180.SZ,X000066.SZ,X002179.SZ,X600118.SH,X600584.SH,X002008.SZ,X600498.SH,X002185.SZ,X002049.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.012464448355055,0,0,0,0,0,0,0,0,0,0,0,0.154676290325908,-0.0136209263342528,0,0,0,0,0.18670578173334,0,0,-0.0345365312265521,0,0,0.0669758629842007,0,0,0,0,0,0,0,0,0,0,0,0.195031774899248,-0.145670884000753,0,0,0,0,0,-0.0287190510021421,0,0,0,0,0,0,-0.00568177094394493,-0.047893301133921,0,0,0,-0.0790448988312996,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0193072825760638,0,0.55980393825488,0,0,0,0,0,0,0,0,0,0,0.0321726112022922,0,0,0,0,0,0,0.0449961220065322,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.208078132807504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108713876446913,0,0,0,0.211742202456542,0.0671795926022536,0.0902941019054895,0,0,0,0,0.0771597463602591,0,0,-0.00306299466191748,0,0,0,0,0,0,0,0,0,0,0,-0.014497561290201,0,0.02578894014453,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587120329117026,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0444375703685941,0,0.0777146652616189,0,0.239766214627696,0,0,0,0,0,0,0,0,0,0.00188289146209487,0,0,0,0,0,0,0,0,0,0.0231668741772042,0,0,0,0,0,0.005626644192693,0,0,0,0,0,0.0395966943914126,0,0,0,0,0,0,0,0,0,0.000554113007232044,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054835757744849,0,0,0.00722276125516602,0,0.24348582078563,0,0,0,0,0,0,0,0,0,0,0.100240557429828,0,0,0,0,0,0.0243006373099014,0,0,0,0,0.0133966945119866,0,0,0,0.0224436209896849,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0576668214659641,0.00211046961311514,0,0.20987265078531,0,0,0,0,0.0861889253691396,0.0153815551713982,0,0,0,0,0,0,0,0,0,0.283128469795539,0,0,0,0,0.022562184957099,0,0,0,0,0,0.00800410698110807,0,0,0,0,0.0589572409207735,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0414534012978337,0,0
X002475.SZ,0,0,0,0,0.101450228040658,0,0,0,0,0,0,0,0,0,0,0.0495809817780997,0,0,0,0,0,0.424574629588434,0,0,0,0.0461744375739639,0,0,0,-0.0680934081116805,0,0,0,0,0,0,0.127337648773666,0,0,0,0,-0.0166483768340812,0,0,0,0.110440089168003,0,0,0,0,0,0,0.0325711338540942,0,0,0,0.0690182462881954,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110287515016747,0,0,0,0,0,6.93889390390723e-18,0.0942310804762107,0,0,0,0,0,0,0.139177436222064,0,0,0,0.0662034512790488,0,0,0.0137990326034193,0,0,0,0,0,0,0,0,0,0.13317303765351,0,0.035352955739371,0,0,0.0279590027135,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.110534223660253,0,0,0,0,0,0,0.0511240398246912,0.448369439132647,0,0,0,0,0,0.0213987367415905,0,0.00846586391188899,0,0,0,0,0,0,0,0.0234640580723277,0,0,0.153066301411055,0,0,0,0,0,0,0,0,0,0.0184540610626274,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0157603230348639,0,0.0900514557640565,0,0,0,0,0,0,0,0.00692659591830801,0,0,0,0,0,0,0,0,0.0874565141935636,0,0,0,0,0,0,0,0.0467675793828978,0,0,0,0,0,0,0.133496086889204,0.162759226306071,0,0,0,0,0,0,0,0.146487762306373,0,0,0,0,0,0,0.0488593990653669,0,0
