,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X003816.SZ,X002371.SZ,X002049.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002179.SZ,X000063.SZ,X600522.SH,X600089.SH,X002241.SZ,X000338.SZ,X600703.SH,X002180.SZ,X000661.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600487.SH,X600741.SH,X000157.SZ,X300003.SZ,X600460.SH,X600884.SH,X600702.SH,X002414.SZ,X600563.SH,X600584.SH,X601799.SH,X600372.SH,X000799.SZ,X002236.SZ,X002025.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200666547939889,0.390195046332551,0,0,0,0.0624139497739876,0,0,0,-1.0842021724855e-19,0,0,0,0.0339111203970548,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623316223057808,0,-0.170277200368068,0,0,0,0,0,0.00693679257704204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167486919413828,0.0106137639955035,0,0,0,0,0,0
X000858.SZ,0,0,0.123067106877396,0,0.0960583504338317,0,0,0,0,0,0,0.0807251030715405,0,0,0.0904982672753343,0.0189877042475591,0,0,0,0,0.0339877300343031,0,0,0,0,0,0,0,0,0,0,0,0,0.0660591878448486,0,0,0,0,0,0,0,0.199929977164595,-0.0935293940241039,0,0,0,0,0.108028556799101,0,0,0,0.00650556445020382,0.0225389086621168,0,0,0,0,0,0
X600809.SH,0.252515964188198,0,0,0,0.732383612291995,0,0,0,0,-0.0545896096935165,0,0,0,0,0,0,0,0.0294550259672601,0,0,0.011215778654196,0,0,-0.0334638433762524,-0.0147886029908526,0,0,0,0,0.115866923579309,0,0,0,0,0,0,0,0,0.042010584667703,0,-0.12941135415517,0.0134849026888285,0,0,0,-0.0184740671375525,0,0,0,0,0,0,0.00170746225985267,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0920140471284771,0,-0.0351081468072077,0,0,0,0,0,0,0,0,0,0,0,0,-0.150865860241376,0,0,0,0,-1.73472347597681e-18,0,0,0,0.285258618985724,0,0,0,0,0,0,0,0,0,0,-0.228896211034295,0.268457740809041,0,0,0,0.198930603598938,0,0.0249802370446981,0,0.0073129690610571,0,0,0,0,0,0
X000568.SZ,0.37933340595056,0,0.575420341239265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222613907503084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735786387722542,0,-0.18151438907871,0,0.0554157453259386,0,0,0.178355594817691,0,0,0,0.0122429816591619,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0338433532143521,0,0,0,0,0.0508086633409103,-3.46944695195361e-18,0,0,0,0,0,0,0.229751737447869,0,0,0,0,0,0,0.0557059355379706,0,0,0,0,0,-0.130779443681305,0,0,0.141285980869573,0,0,0,0,-0.152055987338469,0,0,0,0,0,-0.0159250853876032,0,0,-0.0754455458914236,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.315547261219155,0,0,0,0,0,0,0.398174358124039,0,0,0,0,0,0.118601516046067,0,-0.105110946882279,0,0.00362587891513793,0,0.0801371621555769,0.0324070608536115,0.110150200661964,0,0.0174372353487124,0,0,0,0,0,0,0.149447489464819,0,0,0,0,0,0,0,-0.111158334138328,0,0,0,0,0,0,0,0,-0.0534213130965292,0,0,0,0,0,0,0
X002304.SZ,0,0.0640979788161981,0,0,0.180541431497769,0,0,0,0,0.023087897618214,-0.053359615432546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466862344128523,0,0,0,0,0,0,0,0,0,0,0,0,0.211628237584233,-0.226535891396108,0,0,0.0588615657894051,0,0,0,0,0,0.0543369317845349,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.331175954017835,0.180680503433214,0,0,0,0.00928471681962331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285981829476957,0,0,0,0,0,0,0.0612924413319312,0,0,0,0,0,0.169151728570576,0,0,0,0.00979928461731787,0,0,0,0,0,0
X300124.SZ,0,0,-0.0812778039775327,0,0,0,-0.201730880020761,0,0.135461844019511,0,0,0,0,0,-0.0740119961216828,0,0,0,0,0.181751437171342,0,0,0,0,0,0.174220574911933,0,0,-0.125313551298785,0.0580975625936942,0,0,0,0.00175738038355208,0,-0.0944720492489808,0,0,0,0,0,0,-0.120352206908448,0,0,0,0,0,0,0.21694094052526,0,0,0,0,0,0,0,0,0
