,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X000725.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X600703.SH,X000338.SZ,X002241.SZ,X002007.SZ,X300014.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X000596.SZ,X600183.SH,X300124.SZ,X600741.SH,X300003.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X300136.SZ,X000157.SZ,X600584.SH,X002456.SZ,X000800.SZ,X002414.SZ,X002179.SZ,X002049.SZ,X002463.SZ,X000066.SZ,X002008.SZ,X002185.SZ,X002223.SZ,X600118.SH,X600867.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.163761134626913,0.178627093749405,0,0,0,0,0,0,0,0,0.123072712170163,0,0,0,0,0,0,0,0,0.0236686998840735,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0143896677072967,0,0,0,0,0,0,0,0,0,0,0.0288601859856238,0,0,0,0.0235488421911582,-0.0153389797377837,0,0.0304339501762578,0,0,-0.003562791503076,0,0,0,0,0,0,0
X000858.SZ,0.176552494044874,0,0,0,0,0,0,0,0,0,0,0.0334872943734955,0,0.279830636913339,0.14110153273351,0,0,0,0.0826193669149295,0,0,0,0,0.120753156684476,0,0,0.0322903583153466,0,0,0.0425541939302561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995976234713146,0,0,0.0155476077926494,-0.0389390687196194,0,-0.0206752444629623,0,-0.00838702541068985,0.0140229187695495,0,0,0,0,0,0
X600276.SH,0,0.188162531915636,0,0,0,0,0,0,0.337889126159156,0,0,0.00146519021979599,0,0,0,0,0,0,0,0,0,0.0173943965625242,0,0.0405833772087178,0,0.173333432610247,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0230316897015334,0,0,0.0483405830177179,0,-0.0758347812481041,0,-0.0150608618579172,0.00699331828938413,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537893833239651,0,0,0.086816604887683,0,3.46944695195361e-18,0,0.0077509314734942,0,0,0.126004866844977,0,0,0,0.10996524632477,0,0,0,0,0,0,0,0.205975496580255,0,0,0,0.134228211801026,0,0,0,0,-0.0316941276669856,0,0,0,0,0,-0.0245322143837162,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.162955870187216,0,0,0,0,0.182282689068742,0,0,0,0,0,0,0.0551633258902754,0,0,0,0,0,0,-0.0512941542429972,0,0,0,0,0,0.0580801927385373,0,0,0,0,0,0.0665071105715246,0,0.0347034989259734,0.0375827550135816,-0.0498183671056043,0,0,0,0,0,0.00291526616588584,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0589850300099495,0,0,0,0,0,0,0,0,0.00112529256954596,0.0557286715293379,0,0,0,0,0,0,0,0,0,0,0,0,0.377462689722914,0,0.0972065926827557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556492321130239,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0122485773949897,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0405771999054081,0.090389066650721,0,0,0,0,0.431864620370864,0,0,0,0,0,0.0487290972415645,0,0,0,0.0926942160627803,0,-0.0170481023255948,0,0,0,0,-0.0477470166158467,0.00308934448823789,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144790751479497,0,0,0,0,0,0,0.0581108427457019,0,0,0,0,0,0.0574648420897603,0.296265175604764,0,0.0507388793452115,0,0,0.135590314642149,-0.0984449379138496,0.037958536407895,-0.0433913162007664,0,0,0,0,0,0
X000661.SZ,0,0,0.159198959206579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048948019339223,0,0,0.11286242889521,-0.0561596733335852,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0149260103043847,0,0.00872386485082762,0,0,0,0.240389311459895,0,0,0,0,0,0,0,0,0,0,0.0457122249901977,0.00934467564011768,-0.0109862656518871,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.058681488823654,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-3.46944695195361e-18,0.105563006136187,0,-0.0284021493005541,-0.0191244764492927,0,0.390112429770853,0,0,0,0,0.134740953339155,0,-0.0540286989357192,0.0485834765908872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104540745123775,0,0.00260648436616521,0.00483562621147105,0,0,0,0,0,0
