,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X002241.SZ,X000596.SZ,X600703.SH,X002007.SZ,X000157.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X002463.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000625.SZ,X000066.SZ,X300136.SZ,X002129.SZ,X600867.SH,X000977.SZ,X002506.SZ,X600177.SH,X300014.SZ,X002456.SZ,X600498.SH,X002049.SZ,X002180.SZ,X002371.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0597770915887153,0,0,0,0,0,0,0,0,0,0.488214189690398,0,0,0,0,0,0,0,0.0847021200740315,0,0,0,0,-0.0727996749212764,0,0,0,0,0,0,0,0,0.0203388528294561,0,0,0,0,0,0,0,0,-0.0391305384053747,0.0211164600121569,0,0,0,0,0,0,0,0.0041519076650577,0,0,0,0,0.00194035978392746,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0389775351077954,0,0,0.368177477006105,0,0,0,0,0.288336690177033,0,-1.73472347597681e-18,0.0913271739954945,0,0,0,0,0,0,0,0,-0.0936836970019151,0,0,0,0,0,0,0,0,0.0286616905810782,0,0,0,0,0,0.0563083063366426,0,0,0,0,0,0,0,0,-0.0148830040689193,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.122044644029204,0,0,0.211156755209622,0,0,0,0.0602669871604405,0,0.0322244953034901,0,0,0.0574629322827001,0,0,0,0,0,-4.33680868994202e-19,0,-0.021938426416866,0.0663798021222589,0,0,0,0.00113205634512209,0,0,0,0,0.039190857760422,0,0.0602303505928091,0,-0.0602481326069727,0,0,0,0,0.0214025077189311,0,0,0,0,-0.0127685773412318,0,0,0,0.00537720643134352,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137092450201706,0,-0.0237809260361516,0,0,0,0.270055650599511,0.0216233930529186,0,0.0746491667111153,0,0,0,0,0,0.0564103363086372,0,0,0,0.0991264670121447,0,0.00869123504415811,0,0,0.0114828923065078,0,-0.00586117040465642,0,0,0,-0.020362050837779,0,0,0,0,-0.00147670006737237,0,0,0,0,0.0074863185503948,0,0
X002415.SZ,0,0,0,0,0,0,-0.0131630617158743,0,0,0,0,-2.71050543121376e-20,0,0,0,0.0594322877858406,0,0,0,0.042603261729189,0,0,0,0,0,0.493331459376815,0,0.0508057381839423,0,0,0,0.228230464242911,0,0,0,-0.043570259778271,-0.0521371708774657,0.077182886453207,0,0,0,0,-0.0285250571728552,-0.0341669742794908,0,0,0.12130443378242,0,0,0,0,0,-0.00254005414898373,0,0,0,-0.0149991925430137,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.00889643094241475,0,0,0,0.0109135665725693,0,0,0.078024180215367,0,0,-0.0370889416070656,0,0,0,0,0,0,0,0,0.0564656750555813,0,0,0,0,0,0.0526891403890989,0.195658783215489,0,0,0,0,0,0,0,0,0.0294754983917291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07985676095383,0,0,0,0,-0.0355377287916429,0,0,0,0,0,0.129286383171951,-0.160072252875491,0,0,0,0,0,0,-0.144808007663522,0,0,0,0,0,0.0276093607922897,0,0,-0.0192387806300228,0,0,0,0,0.155286997588789,0,0
X002304.SZ,0,0,0.0678074896166654,0,0.000522681808004426,0,0.151860361254443,0,0,0,0,0.196369712366025,0,0,0,0.128560606441139,0,0,0,0.031816232734088,0.100045801356783,0,0,0,0,0,0,0,0,0,0,0,0,0.0308931826350099,0,0,0,-0.0455822339599438,0.0778133469851335,0,0,0,-0.0186290857899696,0,0,0,0,0,0,0,0,-0.0217407914111433,0.0580244316168643,0,0,0,-0.0200361985001822,0,0
X002475.SZ,0,0.160489922317471,0,0,0,0,0,0,0,0.0141613970870929,0.0632191342272035,0,0,0,0,0.121707546577802,0,0,0.0600033998241254,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134135039723441,0,0,0.00913439800510939,0,0,0,0,0,0,0.195833711144577,0,0.0968523036744939,0,0,0,0,0,0.00476627909621413,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.21967597821249,0,0,0,0,0,0,0.0426781923446826,0,0,0,0,0.102441853814672,0,0,0.00843953146136319,0,0.231817012486972,0,0,0,0.0507034727294426,0,0,0,0,0,0,0.0897375191279247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199009002727537,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122975472194245,0,0,0,0,0.098895698433308,0,0,0,0.126388425235367,0,0,0.0485895865998313,0,0,0,0,0,0,-0.0120030032971961,0,0,0,0,0,0,0,0,0,0.129019225408445,0,0,0,0,0,-0.0753452440540681,0.142350243393342,0,0,0,0,0,0
X000568.SZ,0,0.723023831795373,0,0,0,0,0,0.135302410463551,0,0,0,0,0.0314137160339108,0,0,0,0,0.0505100838721976,0,-0.0830960888159488,0.123721637119645,-0.0567126457855188,0.00700507505176324,0,0,0,0,0,0,0.000342708554214085,0,-0.0899968190854627,0,0,0,0,-0.0273148498366291,0,0,0,0,0,0.0674363691849445,0,0,0,0.120326731846595,0,0,0,0,-0.0016849113335014,0,0,0,0,-2.16840434497101e-19,0,0
