,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X000100.SZ,X600271.SH,X600118.SH,X601877.SH,X000550.SZ,X002236.SZ,X000581.SZ,X600582.SH,X000623.SZ,X002475.SZ,X000800.SZ,X600177.SH,X000568.SZ,X300124.SZ,X000050.SZ,X002294.SZ,X000559.SZ,X000400.SZ,X000977.SZ,X002129.SZ,X000869.SZ,X600839.SH,X002292.SZ,X002456.SZ,X002465.SZ,X300003.SZ,X600312.SH,X002007.SZ,X600060.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.138645062230559,0,0,0,0,0.152017721622057,0,0,0,0,0.575581748417299,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0167875914654154,0,0,0,0,0,0,0,0,0,0,-0.116871087459468,0,0.120330040862446,0,0,0,0,0.118883498781964,0,0,0,0,0,0,-0.0241687003503761,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.0174137496445097,0.0280032527869713,0,0,0,0.0171801627135742,0.207068332629243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224308346660674,0,0.0823375209486746,0.0177227787260649,0,0,0,0,0,0,0,0.176037725644876,0,0,0,0,0,-0.0139842219463118,0,0,0,0,0,-0.00275656617692166,0,0,0,0,0,0
X000651.SZ,-3.46944695195361e-18,0,0,0,0.214826311174529,0.292798137772095,0,0,0,0,0,0,0.0744913259168208,0,0,0,0,0,0,0,0,0.0442758361374794,0,0,0,0,0,0,0,0,0,0,0,0.0555745088551506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980307388869634,0,0.139740055860311,0,-0.0203842320234062,-0.0199030650100251,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.273937560928981,0.0610670232712499,0,0,0,0,0.0285502942607046,0,0,0,0,0,0,0.0557892478582974,0,0,0,0,0,0.0199259720488555,0.199171711526891,0,0,0,0.0782458478432089,0,-0.0596124217083078,0,0,0.0123479350087522,0.0406738660471816,0,0.0789107782843667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.00787609135223459,0,0,0,0,0.0557032731213011,0.0770947404566015,0,0,0,0,0,0,0.136425770135191,0.0647709452793104,0.0855209542453165,0,0,0,0,0,0.0466645831029416,0,0.0671812510179164,0.163534618170702,0.140511594851249,0,0,0,0,0,0,0,0,0.136453179890644,0,0,0.105394898623029,0,0,0,0,0,0,0,-0.00615670503619633,0,0.0126018047151297,0,0,0,0
X000625.SZ,0.348907344484551,0,0,0,0,0,0.185531642074042,0,0.184220492607171,0,0,0,0,0,0,0.130501816089607,0,-0.0933604529779727,0,0,0,0,0,0,0.0580717583971314,0,0,0,0.0472258289318055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845735988376201,0,0,0,-1.0842021724855e-19,0.00706509734759098,-0.0316578491357603,0.176839856090926,0,0,0,0
X002304.SZ,0.0397848803780385,0.0418888548091754,0,0,0,0,0,0.343745762040931,0,0.147744402450963,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771244678934889,0,0,0,0,0,0,-0.0210380862167068,0,0,0,0,0,0,0.153723117325217,0,0,0,0,0,0,0,0,0,0,0,-0.00255591603601211,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.102753582815057,0,0.0252387943022087,0.0586259217038661,0.253110374050168,0,0.075781049354087,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0384722772190161,0,0,0,0,0,0,0.0172114085120323,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000331727360595135,-0.0205084282405245,0,0,0,0,0,0
X000063.SZ,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.133458104332248,0,0.128529821695186,0,0,0,0,0.0954974107108563,0,0,0,0,0,0,0,0,0.145643167838022,0,1.6940658945086e-21,0,0,0.243020989805222,0,0,0,0,0,0,0,0,0,0,0,0,0.032379916618032,0,0,0,0,0,0,0,-0.0037854007401742,0,0,0,0,0,0
X600276.SH,0,0,0,0.0645532465435146,0,0,0.0214065049512267,0,-0.0142941032620174,0,0,0,0,0,0,0,0,0.19061127946266,0.213630630308043,0,0,0,0,0,0,0,0,0.0220407354172613,-0.037866959319233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251059035402275,0,0,0,0,0,0,0,-0.0193610089842878,0.00893834716723625,0,0,0,0,0,0
