,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000063.SZ,X002304.SZ,X300124.SZ,X000625.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X000157.SZ,X600584.SH,X600372.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X002236.SZ,X600183.SH,X600522.SH,X600741.SH,X600418.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002294.SZ,X002180.SZ,X002223.SZ,X002074.SZ,X000921.SZ,X000661.SZ,X601799.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.276407071836674,0,0,0,0,0,0,0.0778746998103442,0.113226779055351,0,0,0,0,0,0,0,0,0.0294957539907036,0.0653173441717831,0,0,-0.00315010213531973,0,0,0,0,0,0,0,0,0,0,0,0.0151448502540152,0,0,0,0,0,0,0,-0.0538631343368777,-0.00101786518101479,-0.00754669454836491,-0.00698014550183523,0,0,0,0,0,0,-0.0610159287659569,0,0,0,0.023276347600493,0,0
X000858.SZ,0.203529572962876,0,0,0,0,0,0,0,0.230627994460413,0,0,0,0,0.0581197761731917,0,0,0,0,0,0.165992345222666,0,0,0,0,0,0,0,-0.0256284287200197,0,-0.0123790543374769,0,0,0,0,0,0,-3.46944695195361e-18,-0.0226140409065716,-0.050228289872181,0,0,0,-0.0418857920836529,0,0.136582319254748,0,0,0,0,0,0,0,0.0669451348641179,0.0175813832835895,0,0,0.0293288299144613,0,0
X600276.SH,0,0,0,0,-0.019918271158661,0.00851924617541257,0.0303298176962122,0,0,0,0.00489286206964204,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252003555542385,0,0,-0.0429746943024651,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.190695300804326,0,0,0,0,0.268037690956347,0,0,0,-0.0449713605188765,0.011757839255741,0,0,0,0.0071564669908681,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0341436619390449,0,0,0,0,0,0,-0.136402213920122,0,0.0110080455161108,0,-0.0535911012843403,0,0.504525877144193,0,0,0,0,0.253825697361716,0,0,0.0164894664333884,0,0.0452253203317746,0,0,0.0541841313031623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368921901963743,0,0,0,-0.03151043621012,0,0
X003816.SZ,0,0,0,0,0,0,-0.168202307458132,0,-0.130271470901779,0,0,0,0,0,0,0,-0.234193187037425,0.306107676404821,0,0,0,0,0,-0.0420254387949202,0,-0.0827958293887757,0,0,0,0,0,0,0,0,0,0,-0.0891566464699974,-0.0099414774988367,0,0,0,0,0,-0.156555725949388,0,0,-0.0516347610706572,0,0,0,0,0.0362551204335159,-0.0225526527558853,0,0,0,-0.0231418594070896,0,0
X002415.SZ,0,0,0.0559118866813666,0,1.73472347597681e-18,0,0.143572358291024,0,-0.0555916070288291,0,0,0,0,0,0,0,0,0,0,0,0.0386661432341197,0.126921566697786,0,0,0,0,-0.101315359410526,0,0,0,0,0,0,0.191396566652335,0.0172591095421667,0,0,0.0095356247555971,0.187705678038944,0,0,0,0,-0.146523665582372,0,-0.0609825892498915,0,0,0.116586433517621,0,0,0.0143216298046477,0,0,0,0,0.0107895896078885,0,0
X600690.SH,0,0,0,0,0,0,0,0.475186309386778,0,0,0,0,0.0627704879948338,0.223128736738678,0,0,0,0,0,0,0,0,0,0,0,0.125450924248208,0,0,0,0,0,0,0,0,0,0.00344308714827914,0,0.0887463962331821,0,0,0,0,-0.0337677443544532,0,0.0237158986856757,0,0.0585478501390088,0,0,0,0,0,-0.0203139056708792,0,0,0,-0.00668272592946942,0,0
X000651.SZ,0,0,0,0,0,0,0.0715528660403685,0,0.0123421702744028,0,0,0,0,0,0,0,0,0,0.0362091434172056,0.025851549653733,0,0,0,0,0,0,0,0,0,0,0,0,0.0540512401018251,0,0,0,0,0.00227478779655242,0,0,0,0,0,0,0,-0.0557612157328086,0.126180272860178,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.103444022340743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217672038375543,0.612636272864197,0,0,0,0,0,0,0,0,0.00379617359783809,0,0,0,0.117173837056769,0,0,0,0,0.044706232813897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109711200478357,0,0.0692194143383451,0,0,0.0149875863976716,0,0
X000568.SZ,0.277948544494158,0.304759463311625,0,0,0,0,0,0,0.0191641722466078,0,0,0,0,0,0,0,0,0,0,0.211494357546667,0,0,0,0,0,0,0,0,0,0,0,0,0.067635329023103,0,-0.0963694512516167,0,0,0.0916712575594591,0,0,0,0,0,0,0,0,0,0,0.00816499842909488,-0.127517180627456,0,0,-0.0285422091058897,-0.0272866768802065,0,0,-0.0277566555385764,0,0
