,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X600703.SH,X000596.SZ,X000100.SZ,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X300146.SZ,X002414.SZ,X600779.SH,X300003.SZ,X600584.SH,X600702.SH,X601799.SH,X600183.SH,X600460.SH,X000800.SZ,X002074.SZ,X000066.SZ,X600089.SH,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.153565298588502,0,0,0.0512261283283989,0,0,0,0,0,0,0,0.054158009804149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248696951605931,0,0,0,0,0,0,0,0,0,0,0,2.85057115099723e-05,0,0,0,0,0.129975759056545,0,0,-0.139135009228387,0,0,0,-0.100696294974019,0,0,0,8.67361737988404e-19,0,0
X000858.SZ,0,0,0,0.0635429786584599,0.390878348289414,0,0,0.0508654076790744,0,0,0,0,0,0.0270623612059257,0,0,0,0,0,0.0865326310803652,0,0,0,0,0,0,0,0.0628317260254058,0,0,0.133262935019073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128121976565116,0.00956826122177372,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0192095583158527,0,0,0,0,0,0,0.0184802488684611,0,0.0452211881471299,0,0,0,0,0,0.126963634208776,0,0,0.0779618321068048,0,0,0.0587513857307903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955130419481412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0586806893388801,0,0,0,0,0,0,0,0,0,0,-0.0265584707847831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797771221549797,0.0922412730145359,0,0,0,0,-0.226679608214579,0,-0.0019935931840354,0,0,0,0,0,0,0,0,0,0,0,-0.0360728422839354,0,0.151777691926689,0,0,0,0,0.00694677707729745,0,0
X000568.SZ,0,0.431192284618194,0,0,0,0,0,0.00935095382824091,0,0,0,0,0,0,0.0403261828209656,0,0,0,0,0,0,0,0.15680588089768,0,0,0,0.0565395977942958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138310987957072,0,0,0,0.17498286567063,0,0,0,0,0,-0.016601322716817,-0.0487390621326708,0,0,0,0,0,0
X600809.SH,0,0,0.110452045742587,0,0.0674725597671098,0,0,0,0,0,0,0,0,0.0876552333493736,0.106492819640446,0,0,0,0,0,0,-0.0385162560128283,-3.46944695195361e-18,0,0,0,0,1.73472347597681e-18,0,0.14639472070098,0.337273269253518,0,0,0,0,0,0,0,0,0,0.00575325160338886,0,0,0,0,0,0,0,0,0,0,0,-0.0736302310637114,0,0,0,-0.0515477884794763,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0444019568808606,8.67361737988404e-19,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.036077751136156,0.0370424848354957,0,0,0.219033047077619,0,0,0,0,0.104485811358371,0,0,-2.16840434497101e-19,0,-0.0215591970779247,0,0,0,0.0152468237596246,0,0,0.0290486173861292,0,0,-0.0488060952029132,0,0,0,0,0,0,0,0,0,0,0,0,-0.00725235505189899,0,0
X002304.SZ,0,0,0,0.0304073922098994,0.0688722308552829,0.2350102325066,0.0963068904029913,0,0,0.110111842906566,0,0,0,0,0,0,0,0,0,0,0,0,0.138534389364397,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476787309318794,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823786870161633,0,0,0,0,0,0,0
X600690.SH,0,0,0.103017295656604,0,0,0,0,0,0,0.0229734475935085,0,0,0.088032511074706,0,0.0711123873628909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901323966305948,0.040846256410708,0,0,0.316469409793938,0,0,0.0598583061899208,0,0,0.0186202909770199,0,0,0,0,0,0,0.00655042996017085,0,0,0,0,-0.0561538165213827,0,0,0,0.0300875654262442,0,0
X002475.SZ,0.080012847112946,0,0,0,0,0,0.069944361152897,0,0,0,0.10690130334954,0,0,0,0,0.00717386153284886,0,0.267026656703215,0,0.25178972872033,-0.0875663961021314,0.0575812780009537,-0.0161372839472682,0.127267517292798,-0.0347331183006844,0,0,0,0.144536249966745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122163007488704,0,0,0,-0.0343098715180513,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303583925317962,0,0.208942397990833,0,0,0,0,0.119773893233063,0,0,0,0,0,0.147265037382377,0,0.130855288520291,0,0,0,0,0,0.139710087692569,0,0,0,0,0,0.0345471838922595,0,0,0,0,0.0215810294170943,0,0,0,0,-0.0420161388058674,0,0,0,0,0.000324732984956897,0,0
X600104.SH,0,0,0,0,0,0,0.00769955059935395,0,0,0.059798572747117,0,0,0,0,0.0629505005119348,0,0.0744754719185134,0,0,0,0.0571676281180743,0,-0.122014148111383,0.0092758996039995,0.0648011397448025,0,0,0,0,0,-0.0745303177225511,0,0,0,0,-0.0120422758337511,0,0,0,0,0.0940976657480158,0,-0.0137035014021025,0,0,0,0,0,0,0.0772316386633135,0,0.0863841083735976,-0.0375546198213402,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0404294280473879,0,0,0,0,0,0,0.0867324675188174,0.0387322112028042,0,0,0.104907385355201,0.00702035900944825,0.0993983695868549,0,0.282118696324281,0.0549906149674938,0,0,0,0,0,0,0,0,0,0,0,0.0151329777336248,0.107708657160751,0.134904690671907,0,0,0,-0.057827578877584,0,0,0,0,0,0,0,0,0,-0.00835204021497067,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.257875278342603,0,0,0,0,0.179770088734087,0,0.504320019690422,0,0,0.218468729688296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.379373555259961,0.00417641277527183,0,0,0,0.00411726915601103,0,0.232924082119174,0,-0.317248174268551,0,0,0.0852876379917099,0,0,0,-0.00720467911026601,0,0
X300124.SZ,0,0,0,0,0.0402029925246622,0.121683568665504,0,0,0,0.0221866116892652,0.0913073839229839,0,0,0.00900126808776711,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134492706541909,0,0,0.00645535433624269,0,0,0,0,0,0,0,0,0,0,0.17720521581399,0,0,0,0.252240342499603,0.341286665608262,0,0,0,0,0,0,0,0,0,0.00176241172071805,0,0
X000661.SZ,0,0,0,0,0,0,0.287260299796076,0,0,0,0,0,0.131697197746168,0,0.111880348501638,0,0,0,0,0,0,-0.0652316607874654,0,0,0.277447167756285,0.208618106765083,-0.0335965268947173,0,0,0,0.287498559913053,0,0,0,0,0.157820576524141,0,-0.362355651833163,0.0169593932809911,0,0,0.206857045134048,0,0,0,0,-0.114817398425366,0,0,0,0,-0.128520563350266,0,0,0,0,0.0160066351481779,0,0
X000338.SZ,0,0.20824671991707,0,0,0.0257716635966709,0,0,0,0,0,0.0716696941407132,0,0,0.0563898529622064,0,-0.007435740138907,0,0,0,0,0.0760262050521246,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389734371827131,0,0.0800344414854637,0,0,-0.0132221270211061,0,0.0248359554444019,0,0,0,0,0.0993957573859605,0.0821131174801586,0,0,0,0,0,0,0,0,0,-0.00294088366128558,0,0
X000063.SZ,0,0,0,0,0,0.0924020140932829,0,0,0,0.0107232386943362,0,0,0,0,0.118704280729509,0.148809900280958,0,0,0,0,0.0344382544588644,0,0,0,0,0,0,0,0,0,0.081890304419223,0,0,0,0,0,0,0,0,0,0,0,0.104150118386616,0.0756990213104821,0,0,0,0,0,0,0,0,0.0134432636869012,0,0,0,-0.0192362270390158,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.00588636880147146,-0.0786397722448624,0,0,0,-0.0896083184912368,0,0,0,0.0149833247330208,0,0,0,0,0,0,0.00248220770652962,0,0,0,0,0,0,0,0,0,0.0107857471107324,0,0,0,0,0,0,0.0167902667996886,0,0.034098676940477,0,0,0.0400575400821165,0,0,0,-0.0332423946677704,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0.267883356622387,0,0,0,0.0912980821629194,0,0,0,0,0,0,-0.00663496461701894,0,0,0.241375351555146,0,-0.166538171128918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127768607359966,0,0,0.155437745201286,0,0,0,0,0,0,0,0,0,-0.0049088056945781,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,-0.149605263727062,0,0,0,0,0,0.147140203806705,0.027484704328961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422382715775477,0,0,0,0,0,0.493436210870239,0,0.112478605366973,0,-0.116372734218596,0,0,0.0545561182105318,0.368477802665131,0,0,0,0,-0.299470447425928,0,0.0155939117226548,0,0,0,0,0.0386349307023717,0,0
X600703.SH,0,0,0,0,0,-0.145204332981292,0,0,0,0,0.165372233863736,0,0.0972366514494687,0,0,0,0,0,0,0,0,0,0.0350182065291239,0,0.0171048625393223,0,0.143040749192698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119660854028494,0,0.0345177082757938,0,0,0,0,0,0,0,0,0,0,-0.0534956277370596,0,0
X000596.SZ,0,0,0,0,0.454089057910756,0,0,0.0852317977339742,0,0,0,0,0,-0.0284687697711185,-0.219744734631773,0,0,0,0,0,0,0.141987758288303,0,0,0,0,0,0.341696392915265,0,-0.225262589202096,0,0,0.251958206671933,0.0821201441666578,0,-0.0297376960609466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093303958527614,0,0,-0.126238959748207,0,0,0,0.0457420101964194,0,0
X000100.SZ,0.0433403410473492,0.0243898031587769,0,0,0,0,0,0,0,0,0,0,0.619553564470858,0,0.105175831340671,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563104757643543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154516572213474,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0520382420940458,0,0
X300142.SZ,0,0,0,0,0.0829426406489064,0,0,0,0,0,0,0,0,0,0,0.049832425642094,0,0,0,0,-0.12031792822021,0,0.354576643443057,0,0,0,0,0.179330924016612,0,-0.0428397082160458,-8.67361737988404e-19,0,0.267937473784692,0,0,0,0,0,0.0205235103688929,0,-0.147144882471317,0,0,0,0,0.121957621312094,0,0,0,0,0,0,0,0,0,0,0.0108630296545289,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.413619490261478,0,0,0.000634371891413738,0,0,0.120022285601268,0,0,0,0,0.0199783410815542,0,0,0,0,0,0,0,0.11488682221344,0.0948772064553086,0,0,0,0,0,0,-0.0405751608413211,0,0,0.0884019345132951,0,0,0.0629591624029058,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507017048656626,0,0
X002371.SZ,0,0,0,0,0,0.00234958892867457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150044515131846,0,0,0.144790331721256,0,0.422915299369797,0,0,0,0,0,0,0.217062605134913,-0.0436913162756686,0,0,0.0358658673575373,0,0,0,0,0,0,0,0,0,0,0,-0.0936387774737561,0,0,0,-0.0279835235389143,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.017899954947889,0.121808728868035,0,0,0,0,0.0602091299871198,0,0,0,0,0,0,0.446205092736241,0,0,0,0.173898401973879,0,0,0,0,0,0,0,0,0,0,-0.0701108480719078,0,0,0,0,0,0,0,-0.0255373293394859,0,0.407373385133432,0,0.0488181416503602,0,0,0,0,0,0,0.0260389483419458,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.110651795702182,0.0262097192517689,0,0,0.205512998882074,0.10186724468472,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.156330685142419,0,0,0,0.0108122389779842,0,0,0,0,0,0.0799889168391598,0,0,0,0,0.0434107930981911,0,0,0,0.0104295646963539,0,0
X002049.SZ,0,0,0,0,0,0.202205342643109,0,0.0576307455642556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254250278476189,0,0,0,0.150350387896672,0.0943026604930827,0,0,0,0,0,0,0.0621754044686905,0,0,0.467017441220964,0,0,0,-0.0523678059700778,-0.159221880086561,0.138813631189326,0.038356264814568,0,0,0,0,0,0,0,0,0,0,0,0,0.0139691777791909,0,0
X000799.SZ,0.257284605508049,0,0.00448086824698273,0,0,0.539630305152195,0,0,0,0,0,0,0,0.0180066578324116,0,0,0,0,0,0,0,0,0,-0.0454073631325984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143225346295495,0,0,0,0,0,0.15939729157266,0,0,-0.16251007935746,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.15709555812015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588907644159528,0,0,0,0.140386367416691,0,0,0,2.00880534819321e-05,0,0,0,0,0,0,0,0.0362201509739525,0,0,0.0395422126710986,0,0.0521917849081556,-0.0847380087840046,0,0,-0.0825712803186703,0,0,0,0,-0.00970282216064421,-0.0417157469490932,0,0,0,0.0404606598481076,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183357868626953,0,0,0,0,-0.000301276515764346,0,0,0.130976604277029,0,0.17179510701693,0,0,0,0,0,0.0402141648779929,0,0,0,0,0,0,0.0442076179111975,0,0,0,0,0,-0.00541242696993091,0,0.0692304770974867,0,0,0,0,0,0,-0.0206451745601745,0,0,0,-4.33680868994202e-19,0,0
