,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000625.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X600089.SH,X000661.SZ,X002179.SZ,X000100.SZ,X600460.SH,X000799.SZ,X000157.SZ,X002236.SZ,X600741.SH,X600702.SH,X002074.SZ,X600884.SH,X002414.SZ,X600779.SH,X600584.SH,X601799.SH,X000800.SZ,X600183.SH,X002007.SZ,X002176.SZ,X000733.SZ,X300003.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.274063660664203,0,0,0,0,0,0,0.0151116836398305,0,0,0,0,0,0.102330353952422,0.0255584894687661,0,0.0243100390057128,0,0,0,0,0,0,0.012571586044959,0,0,0,0.0892437798901032,0,0,-0.0190952328060742,0,0,0,0,0.0827895617599168,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0636136581497362,0,0.102376569697239,0.340999586625909,0,0,0,0,0,0,0,0,0,0.0212959877361486,0,0,0.0480533901568498,-0.000514263889064856,0,0,0,0,0,0,0,0,0.0219737756552567,0,0,0,-3.46944695195361e-18,0,0,0,0.0495441362693194,0,0,-0.0690982658057454,0.18428694569475,0,0,0,0,0,0,0,0,0,0,-0.0230828887672499,0,0,0,0,0,0,0
X002415.SZ,0,0.0140681594720651,0,0,0,0,0,0,0.134772829387447,0,0,0,0,0,0,0.0831275315320678,0,0,0,0,0.110721294544328,0,0,0,0,0.0621040917072019,0,0,0,0,0,0,0,0,0,0,0,0,0.0989460943031917,0.00985828682252025,0.0463134581942222,0,0.0848532506336082,0,0,0.0304526231650207,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.099870293135917,0,0,0,0,0,0,0,0,0,-0.00866925198685407,0,0,0.0695391863236463,0,0,0,0,0,-0.0472167280884313,0,0,0,0,0,0,0,0.591178221886404,0,0,0,0.0829567627712307,0,0.0279732339163011,0,0.0437785246921488,0,0.0445605336731025,0,0,0,0,0.0160758085226529,-0.0534584238123007,0,0,0.0080803442917151,0,0,0,0,0,0,0
X600276.SH,0,0.345602027800437,0,0,0,0,0,0,0,0,0,0,0,0.0450701842007502,0.152109318766653,0.0798229491610833,0,0,0,0,0,0,0,-0.314684581237467,0.167325806711794,0,0,0,0.184917505482878,0,0,0,0.0478211077058876,0,-0.123063081612673,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163206511723422,0,0,0,0,-0.0320188691197737,0,0,0,0,0,0
X000568.SZ,0,0.572432364040096,0,0.056938892907108,0,0,0,0,0,0,0,0,0,-0.0184360823371261,0.040898262262736,0,0,0,0,0,0,0,0,0,-0.0419708749049562,0.0460809368593945,0,0,0,0,0,0,0.0562176862643872,0,0,0,0.0184735148948575,-0.00681508566081006,-0.0164187427567333,0,0.05615011754364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0687251511367655,0,0,0,0,0,0,0,0,0,0,0.192073276329067,0,0,0,0,0,0.218477438293405,0,0,0,0.0412879935282999,-0.174914086493515,0,0,-0.176905083399093,0,0,0,0.056434147712719,0,0,0,0,0,0,0,0,0,0,0.0446804355410844,0,0,0,0,0,0,0,0,0,-0.0163035447659715,0,0,0,0,0,0
X002304.SZ,0,0,0,0.113452135215703,0,0.199907906266386,-0.0537979529807944,0,0.0872999976464562,0,0,0,0,0,0,0,-0.129611238801055,0,0,0,0,0,0,-0.0575109969320234,0,0,0.0297779478156014,-0.0671504206715969,0,0,0,0,0.0749949535985212,0,0,0.10865463049838,0,0,0,0,0.0955711161539931,0,0,0,0,0,0.0354869222418536,0,0,0,0,-0.0380544374660469,0,0,0,0,0,0,0
X600690.SH,0,0,3.46944695195361e-18,0.113494011434973,0.263475236583811,0,0,0.0900692494349707,0,0,0,0.116094880873689,0,0,0,0.0307309357652467,0,0,0,0,0,0,0,0.00980352134655369,0,0,0,0,0,0,0,-0.0818613357817342,0,0,0,0,0,0,0,0,0.0765144302914511,0,0,0,0,0,0,0,0,0,0.046336094455542,-0.00707360949930112,0,0,0,0,-0.0794139834934829,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132041029776983,0.146558494270786,0,0.0151784462207624,0,0.0662635368756202,0,0,0.0786198392623866,0,0,0.0538231367004478,0.0410579913586678,0,0.107704213613504,0,0,0.0147277236268913,0,0,0,0,0,0,0,0,-0.101321058650258,0,0,0,0,-0.0247434452323113,0,0,0,0,0,0
