,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600372.SH,X000157.SZ,X600089.SH,X000338.SZ,X002241.SZ,X002292.SZ,X600741.SH,X002236.SZ,X600066.SH,X002475.SZ,X000559.SZ,X300124.SZ,X600177.SH,X601877.SH,X300003.SZ,X002129.SZ,X600582.SH,X600839.SH,X000016.SZ,X000568.SZ,X002456.SZ,X600435.SH,X002294.SZ,X002276.SZ,X000550.SZ,X000869.SZ,X002008.SZ,X000623.SZ,X000581.SZ,X002223.SZ,X000066.SZ,X600498.SH,X600060.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.117142239085487,0,0.0410488899533722,0.00945093051864909,0.0859350337695784,0,0,0,0.0139933042866654,0.145347469892023,0,0,0,0,0,0,0,0,0,0.0150541822800515,0,0,0,0,0,0,0,0.0378779245259556,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0464596226366939,0,0,0,0,0,0.00849123829991918,0,0,-0.0420084570520122,0,0,0,0
X600104.SH,0.0418683388333249,0,0,0,0.120492516972923,0.260321134932146,0,0.0394134948126487,0,0,0,0,0,0,0,0,0,0,0,0,0.0368103357980665,0,0,0,0.183439957642672,0,0,0,-0.0554562644658887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101183714890209,0,-0.026638035672582,0,0,0,0,0.000979428295334001,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.227364147467574,0,0,0,0.213487203897428,0,0,0,0.0292538465538368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455172143664982,0,0.0642386061498491,0,0,0,0,0,0,0,0,0,0,0.0128955605731143,0.174803162027165,0,0,0,-0.000677089027263493,-3.43409116646579e-05,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0727452939137262,0,0,0,0.0778752243207232,0,0,0,0.072244415766241,0,0.0266336197931771,0,0,0.084202706503355,0,0,0,0,0.0134607390803838,0,0,0,0.0304413862611421,0,0.0250419193726243,0,0,0,0,0,0,0.377662447890633,0,0,0,0,0,0,0,0,0,0,0,0.0336448801587627,0,0,0,-0.020772781558368,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0147251728064003,0,0,0,0,0,0,0.0844286217824674,0,0,0.000316959206797535,0,0.0504043052033973,0.0679245659901845,0,0,0,0,0,0,0.080169879837316,0,0,0.134220979027862,0,0.0480981148976446,0,0,0,0,0,0,0,0,0,0,0.0984197160566816,0,0,0,0,0,0,0.0435952729178523,0,0,0,0,-0.0307253709469165,0,0,0,0,0,0,0
X002304.SZ,0,0.0200657982294974,0,0,0,0,0.18728817422872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121504747518796,0,0,0,0,0,0,0.142356096567513,0,0,0,0,0,0,0,0,0,0,0.0142558587508932,0,0,0,0,0,0,0.090455544882841,0,0,0,0,0,-0.00654808571190298,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0233083849416935,0,0.313398440254617,0,0,0.124538921353391,0,0,0,0,0,0,0,0,0.00585780340803298,0,0.150822919897087,0,0,0.0101375658588522,0,0,0,0,0,0,0,0,0,0,0,0,0.447922576430922,0,0,0,0,0,0.0603623672267641,0,0,0,0,0,0,0,0,0,-0.00024680448307016,0.0136144996810739,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0781223868471582,0,0.0405318805432824,0,0,0,0.134312163049857,0,0,0,0.0744233861289412,0,0,0.0187551159330593,0,0,0.116288235723133,0,0,0,0,0,0.098154617125687,0,0,0,0,0.0130179740346516,0,0.114009641137999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244758139354444,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,1.0842021724855e-19,0.0908159799609271,0,0,0,0,0,0,0,0.142214772584445,0.054909221934745,0,0,0.0470184115371307,0,0,0.0801113225480595,0,0,0,0,0,0.169379964201743,0,0,0,0,0.0595486279204617,0,0.0816330071483649,0,0,0,0,0,0,0,0,0,0,0,0,0.0030886894060607,0,0,-0.000994516893688121,0.0243053658715367,0,0,0,0,0,0
X600690.SH,0,-5.42101086242752e-20,0,0.119561176035179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379438915100473,0,0,0,0,0,0,0,0.0265186182770954,0,0,0,0,0,0,0,0.0467350164095972,0,0,0,0,0.133738426959459,0,0,0,0,0,0,0,0,0,-0.0691784145189827,-0.000525518175669703,0.0205223943158188,0,0,0,0,0,0
