,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600703.SH,X600271.SH,X000559.SZ,X000100.SZ,X600118.SH,X600066.SH,X600372.SH,X002236.SZ,X000157.SZ,X002475.SZ,X002292.SZ,X600741.SH,X002241.SZ,X600089.SH,X000338.SZ,X300124.SZ,X000568.SZ,X002465.SZ,X600839.SH,X600177.SH,X300003.SZ,X002294.SZ,X002074.SZ,X600867.SH,X002085.SZ,X000977.SZ,X000869.SZ,X002129.SZ,X000800.SZ,X600582.SH,X600498.SH,X600525.SH,X000550.SZ,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.114481388918959,0,0,0,0,0.136599579834568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.112761064184857,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.346389414587024,0.336103938830559,0,0,0,0,-0.00544854243639556,0,0,-0.132743312254415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156897810404846,0,0,0,0,0,0,-0.130450156772304,0,0.0706788805544925,0,0,0.0722379932895298,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0901520678459959,0,0,0.0681167046554549,0,0,0,0,0,0,0,0,0,0.117747620930041,-0.105099416794979,0.186420289714701,0,0,0,0.0115155016174746,0,-0.0347671937193254,0,0.130182617579937,0,-0.0911113889292854,0,0,0,0,0,0.130015358697824,0,0,0,0,-8.67361737988404e-19,-0.0699753187470238,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257644176459237,0,0,0,0,0,0,0,0,0,0,0,0,0.284781868372313,0,0.0522405941166514,0,0,0,0,0,0.0795088457070492,0,0,0,0.0476216129986589,0,0,0,0.0175931564187431,0,0,-0.0503677131677983,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00732982269174501,0.18458260466739,0,0.158108618425215,0,0,0,0,0.0309827284051875,0.174500899012839,0,0,0,0,0,0,0.012190290955882,0,0,6.93889390390723e-18,0,0,0,0,0,0.0315211956956428,0,0,0,-8.67361737988404e-19,0,0,0,0,0.117071115306919,0,-0.0287385880130278,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.162623751864428,0,0,0.139220070330236,0.016066851894333,0,0,0,0,0,0,0,0,0,0,0,-0.127872817187013,0.0463312944800217,0,0,0.329247926162707,0,0,0,0,0,0,0,0,0,0,-0.104824691528937,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448635132895501,-0.0407115405710397,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0530103764161661,0,0,0.0421317829106348,0,0.0543947898091322,0,0,0,0,0,0,0.327558615965443,-0.000878983859532782,0.0344622317997346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165636443383083,0,0,0,-0.0265453402483843,0.0802996627498035,0,0,0,0,0
X002304.SZ,0,0.331265392568746,0,0,0,0,0.0841315450496185,0,0.0973703821011564,0,0,0,-0.02909924770593,0,0,0,0,0,0,0,0,0,0,0.221626503278956,0,0,0,0,0,0,0,0,0,0.156987755241929,-0.0507715798857767,0,0,-0.0196702852734452,0,0,0,0,0,0,0,0,0,0,0.0780978815143881,-0.0810907521864288,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.000908593959215779,0,0,0.06431285212349,0,0.08194075066014,0,0,0.0124716186986891,0,0,0,0,0.239311099502671,0,0,0.189971186032945,0,0.104035498610022,0,0,0,0,0,0,0,-0.00333573131564253,0,0,0,0.0531229096223733,0,0,0,0,0,0,0.0103860956063022,0,0,0,0,0,0,0
X000063.SZ,0,0.0755487787315351,0,0,0,0,0,0,0,0,0,0,0,0,0.239999279169245,0,0.069930831400021,0.0052397206068176,0,0,0,0,0.0258329629311333,0,0,0.251914250907972,0,0,0,0.0233061002279588,0,0,0,0,0.0504614352900387,0,0,0,0,0,0,0,0,0,0,0.0930719786144715,0,-0.0258539980371512,-0.0323970452810651,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.267951082538188,0,0,0,0,0,0.022961227363656,0,0,0,0,0,0,0,0,0,0,0,0,0.0371901860044806,0,0,0,0,0,0.250153679205343,0,0,0.0298757328008816,0,0,0,0.0513523832926849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.114735542070739,0,0.1541233985055,0,0,0,0.446139556016126,0,0,0,0,0,0,0,0,0,0.0217282340275799,0,0,0,0,0,0,0.0122981688773003,0,0,0,0,0,0,0,0,0,0,-0.000798956896207517,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.238967673888746,0,0,0,0,0,0,0.136999837350194,0,0,0,1.38777878078145e-17,0,0,0,0.253704859787478,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.133403500413869,0,0,0,0.0546265024747484,0,0,0.0571974103873302,0,0,0,0,0,0.0379024481120896,0,0,0,0,0,0,0,0,0
