,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X600271.SH,X000100.SZ,X000568.SZ,X600118.SH,X600031.SH,X002292.SZ,X002236.SZ,X002074.SZ,X000559.SZ,X002475.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X000050.SZ,X002180.SZ,X002085.SZ,X002249.SZ,X002294.SZ,X002426.SZ,X002007.SZ,X600089.SH,X000869.SZ,X600699.SH,X600867.SH,X002465.SZ,X002049.SZ,X002508.SZ,X002179.SZ,X601877.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.334353418599078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484453237256229,0,0,0,0,0,0,0,0,0,0,0.0252866325043753,0.112137153953153,0.0188218930651128,0,0,-0.0448931972351903,0,0,0,0,0,0,-0.0951289760952361,0,0,0,0,0,-0.0382440845618987,0,0,0,0,0,0,0
X600104.SH,0.00766384245552862,0,0,0,0.0644723476100756,0,0,0.140002820236333,0,0,0,0,-0.000108208993659791,0.0186537916014991,0,0,0,0,0,0,0,0,0,0.0851800184412907,0,-0.0149082529510715,0,0,0,0,0,0,0.0717327033057896,0,0,0,0,0,0,0,0,-0.00763225589051743,0,0,1.73472347597681e-18,0,0,0,0,0.160401361545501,0,-0.0185461128908493,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.168774106596412,0,0,0,0.0672699011107917,0,0,0,0,0,0.0280552982815377,0,0.0541335636158899,0,0,0,0,0,0.00166817863491444,0,0,0,6.93889390390723e-18,0,0,-0.0231328294614197,0.165579826692332,0,0,0,0,0,0,0,0,0.057635818851178,0,0,0,0,0,0,0.00238352918026307,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.272545384748648,0,0,0,0,0.105720353998863,0,0,0,0,0.0344512463547574,0,0,0,0,0,0,0,0,0,0,0.0496575692047224,0,0,0,0,0,0,0,-0.0405044918998275,0,0,0,0.0625202169395562,0.032822146708347,0,0.0681195974147108,0,0,0,-0.00634689784565569,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.659067416435361,0,0,0,0,0,0,0,0,0,0,-0.073207031283559,0,0.233625030208328,0.0412208561148653,0,0,0,0,0,0,0,-0.00823976082261188,0.202238686026543,0,0,0,0,0,-0.0152890257783874,-0.10167535147172,0,0,0,0,0.0786567661915104,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0403301838253881,0,0,0.163802444028729,0,0.0272117259562689,0,0,-0.0199223689838432,0,0,-0.0385029748381639,0.0742140275951261,0,0,0,0,0.046159252083794,0,0,0,0,0,-0.0364628388951066,-0.0338712065515824,0,0,0,0,0,0,0,0,0,0,0.0923461848334055,0,0,0,0,0,-0.00828209212835448,0,0.0803328292882497,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.080244027020713,0,0,0,0.00448211568724841,0.14803228127855,0,0,0.0145606051452144,0.103616656887572,0,0,0.164157430980784,0,0,0,0,0,0,1.73472347597681e-18,0,0.0601422159902652,0.0392520229607769,0,0,0,0,0,0.0121267072399077,0,0,0,0,0.0217698639314769,0,0,0,0,0,0,0.00204376843327983,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0920920674285143,0,0,0,0,0.131646023456196,0,0,0,0,0.098169257860414,0,0,0,0,0,0,0,0,-0.108089657598914,0.169579795352173,0,0.115190125156727,-0.044670202696459,0,0,0,0,-0.0750025288157767,0.150092384576789,0,0,0,0,0,0,0,0,0,0,0,0.0695403969585768,0,0,0,-0.00879598037413167,0,0.0599770691412298,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.326029859771626,0,0,0,0.0957332990557542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149572837564049,0.0417312719131722,0,0,0,0,0,0,0,0.0340922388688772,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.154516231827282,0,0,0,0,0,-0.0102186349949635,0,0,0,0,0,0,0
X600690.SH,0,0,0.101723616677795,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836009967442295,0,0,0,0,0,0,0,0,0,0,0,0,0.0948711233717963,0,0,0.0768453968200937,0,0,0,0,0.0624903562553181,0,0,0.0674378421948308,0,0,0,0,0.0829420303888571,0.109737255995949,0.0141523910150496,0,0,0.000874596626197373,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573243982567067,0,0,0,0,0,0.0999507824243002,-0.076706077862735,0,0,0,0.153266246234562,0.00156014817308333,0,0,0,0,0.033639748070528,0,0,0,-0.0315204017907772,0,0.123754857429834,0.0471507898008642,-0.0498664410078084,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.0862058396415363,0,0,0,0.184964528205382,0,0,0,0,0.0163679592655441,0,0,0,4.74621455948208e-05,0,0.0655031944018575,0,0,0,0,0,0.053120037987712,0.0800906967769388,0,0,0.167870002292299,0,0.00043920340710969,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.00434261948561782,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.0161689710590017,0,0,-0.231635933241216,0,0,0,-0.0703833441298931,0,0,0,0,-0.0420801727785382,0.0214372817166064,0,0,0,0,0,0,0.112949689676343,0,0,0,0.0949538812585528,0,-0.0430335121438669,0,-0.103651061496997,0,-0.0847043102963166,0,0,0,-0.0751253032688539,0,0.0392128756178359,0.230676760205945,0,0,0,0,0,0,0,0,0,0,0,0,0
