,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X002506.SZ,X600118.SH,X002236.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X000568.SZ,X600372.SH,X600177.SH,X002085.SZ,X002074.SZ,X300003.SZ,X000338.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002465.SZ,X600867.SH,X002456.SZ,X601877.SH,X600498.SH,X002007.SZ,X002049.SZ,X000977.SZ,X002426.SZ,X300001.SZ,X000869.SZ,X002180.SZ,X000981.SZ,X002512.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0353445898288178,0.152458860265168,0,0,0.295701580406182,0,0,0,0,-0.0638687270067884,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0586137860772793,0,0,0,0,0,0,0,0,0,0,0,-0.0324476778452157,0,0,0,0.0123994347213754,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0225812961194067,0,0,0,0,0,0
X600104.SH,0,0,0.130309676607858,0,0,0,0,0,0.0568167293413907,0,0,0,0,0.216111495318171,0,0,0,0,0,0,0,0,0,0,0,0,0.0469206242047464,0.00031454495595503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148757735866387,0,0.149628824120442,0,0.0130212486085488,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177783970238803,0,0,0,0,0,0,0.009525956141132,0,0,0,0,0,0,0.192347568696682,0,0,0,0,0,0,0.0792759522197848,0,0,0,0,0,0.087505788007605,0,0,0,0,0,0,0.116336152439216,0,0.0451137994193287,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.339836329081353,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331283909112491,0,0,0,0,0,-0.00661823133021098,0,0,0,0,0,0,0,0,0.0714958180734364,0,0.207157180828251,0,0.0473952702130717,0,0,0.0447774462768126,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109191695847852,0.0484199160015788,0,0,0.166270316386168,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281129249032407,0.067845391195581,0,0,0,0,0,0,0.0392032793719017,0,0,0,0,0,0,0
X002304.SZ,0,0.0896562465131514,0,0,0,0,0,0,0,0.0210558713693164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176263228677271,0,0,0.148592172491137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738550217614623,0,0.0710945428262401,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0136684910767448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255694949184049,0,0.0574687166647272,0,0,0,0,0,0,0,0,0,0.0573912773913169,0,0,0,0,0,0,0,0,0,0,0,-0.00919399215912431,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0505305574453464,0,0.0484858445271432,0,0.202618932535999,0,0,0,0,0.125734291381161,0,0.0114841680153021,0,0,0,0,0.102104230529526,0,0,0.0892606100669346,0,0.0788099880035033,0,0,0,0,0,0,0,0,0,0,0,0.00145562729326499,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.184351271406579,0,0,0,0,0,0.03861482153062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140802007698093,0,0,0,0,0,0,0,0,0,0.0214098117317203,0,0,0.178939124808722,0,0,0,0.073382294569582,0,0,0,0.104511401722948,0.0761710067624511,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0976207548393983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39501514501535,0.0103106561897562,0,0,0.0730889918272734,0,0,0,0,0.0317062508123525,0.0762773363403123,0,0.00258479136998211,0.0466327818744421,0,0,0,0.0418648097621014,0,0.0860083183897389,0,0,0,0,-0.0147134621633961,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15882463527525,0,0,0,0,0,-0.0935199381353374,1.73472347597681e-18,0,0.0112332153133683,0,0,0,0,0,0.146052851423762,0.0603649366443978,0,0,-0.0785623563582127,0,0,0.404574802253255,0,0,0,0,0.402746772126588,0,0.0882918639331385,-0.116078128847551,0,0,0,0,0,0
X600690.SH,0,0,0,-0.29898394545004,0,0,0,0,0,0,0,0,0.137176435222347,0,0,0.0621976170362705,0,0,0.110516518206484,0,0,-0.0413449202365186,0,0.424815962411364,0,0,0,0,0.155743059811759,0,0,0,0,0,0.17004053899915,-0.00756897892307163,0,-0.356151160630642,0,0,0,0,0,0.121469656682485,0,-0.123571565622024,0,0,0,0,0.0731408112571779,-0.323397424083712,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0461042891461254,0,0,0,0,0,0,0,0,0,0,0.14114006718506,0,0,0,0,0,0.114663368142121,0,0,0,0,0,0,0,0,0.115127971302233,0.00794181339737777,0,0,0,0,0,0.135664236670904,0,0,0,0.0148958273660444,0.152496500173442,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.25013292662825,0.0791875697926783,0,0,0,0,0,0,0,0,0,0,0,0,0.0478706068850274,0,0,0,0,0,0.0717841571014663,0,0,0,0,0.15924794124805,0,0,0,0,0,0,0,0,0,0.0229872148707832,0,0,0,0,0,0,0,0,0,0,0,0.105082207680323,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0529931722799141,0,0,0,0,0,0.175755041448536,0,0,0,0,0,0,0,0,0.123659310063217,0,0,0,0.0453411642426226,0.0990202005344445,0.0180439309910084,0,0,0,0,0.0530559264040477,0,0,0,0,0,0,0,0.138402398411714,0.0454570558579732,0.00633891900081735,0,0,0,0,0,0,0,0,0,0,0,0.0206306703990609,-0.00860939839000159,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0111167664381702,0,0,0,0,0,0.0506851007355754,0,0,0,0.032661839236292,0,0.185575567693632,0,0,0.19081452107835,0,0,0,0.139008995744358,0,0,0.170558010078942,0,0.0378512065715379,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0.0458013855029117,0,0.0177321968591225,-0.0400458819338974,0,0,0,0,0,0
