,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600031.SH,X600703.SH,X000568.SZ,X600741.SH,X000338.SZ,X000063.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X600809.SH,X002456.SZ,X002008.SZ,X300124.SZ,X600867.SH,X000596.SZ,X600487.SH,X000100.SZ,X000625.SZ,X600566.SH,X600066.SH,X000661.SZ,X000977.SZ,X002294.SZ,X600498.SH,X000157.SZ,X300142.SZ,X002179.SZ,X300136.SZ,X002180.SZ,X000981.SZ,X002007.SZ,X002241.SZ,X300146.SZ,X000050.SZ,X000869.SZ,X002049.SZ,X600522.SH,X600779.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.371932608057509,0,0,0,0,0,0.0571139801061206,0,0,0.0721626893917143,0,0,0,0.0944274785082747,0,0,0,0,0,0.00505077770895292,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0225351184659059,0,0,0,0.0497116538071807,0,0.0280801453578405,0,0,0,0.014785020336703,0,0,0.000994721414428082,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0354838225575893,0,0,0,0,0,0.15288299591146,0,0,0.217207532367205,0.0359897295842137,0.0221969418414192,0,0,0,0,0,0,0,0,0.0366282772005753,0,0,0,0,0,0,0,0,0,0,0,-0.029221253546358,0,0,-0.143047122324804,0,0.0816352902543174,0,0,0,0,0,0,0,0,0.0517864102604264,0.0205884934700326,0.0437897012609428,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0961043076049302,0,0,0,0,0,0,0,-0.127462550993384,0,0,0.243090449719287,0,0,0,0,0,0,0.0109297787381143,0,0,0,0,0,0,0,0,0.163711407389631,0,0,0,0.097015218538867,0,0,0,0,0,0,0.0295880757166832,0,0,0.0241113079166255,0,0,0.0194300282796272,0.0471322310900373,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0112454337351661,0.276417272104742,0,0.156911305530894,0.0192091961154191,0,0,0,0,0,0,0,0,0.0900799397134362,0.029695759589098,0,0,0.104412089918421,0,0,0.154916568274796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604210979189621,0,0,0.0180471144429733,-0.00590300756004364,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.192330357627394,0,0,0,0,0,0.203936289253506,0,0,0,0,0,0,0,0.131069905272184,0.0236283580752812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.014491099103769,0,-0.0254357171723841,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0151125092307497,0.0269047644358037,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112574209534005,0,0,0,0,0,0,0,0.0980156489985765,0,0.0124969939588036,0.0909316404453764,0,0,0.0174094893952294,0.119502037309056,0.348767834705718,0,0.16790999076351,0,0,0,0,0,0,0,0,0,0.109397858907177,0,0,0,0,0.0243979154108469,0,0,0.0137219374900128,0.0277103091609251,0,0,0,0,0,0
X002304.SZ,0,0,0,0.436593754513495,0,0,0,0,0,0,0,0,0.0413127620991441,0,0,-0.0517245137084924,0.122534641296818,0,0,0.126748725540652,0.415514162524354,0,0,0.0153936877702755,0,0,0,0,0,0,0,0,0,0.0451910204394325,0,0,-0.165072645002997,0,0,0,0,0,0,-0.13555618046819,0,0,0,0,0,0,0,0.0149542682841565,0.0202174017192901,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453994807557171,0,0,0,0,0,0,0,0,0,0.159264852478207,0,0,0,0,0.0119369635365828,0,0,0,0.0138673931476883,0,0,0,0.206683541250479,0,0.0734907829502246,-0.149931522017935,0.0218500134006799,0,0.124383652716581,0.177941104121498,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.613000744691267,0,0,0,0,0,0,0,0,0,0,0,-0.0992227879295958,0,0,0.0904891466885659,0,0,0,0,0,0.0995590921656244,0,0,0,0,0,0,0,-0.0493997043190467,0,0,0,-0.0296619035997625,0.0756341557757912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162347364616983,0.0232105907402272,0,0,0,0,0,0
X002475.SZ,0,0.0819417266673839,0,0,0.0584257728383858,0.0876771745923525,0,0,0,0,0.0290947120549238,0,0,0,0,0,0,0,0,0,0,0.624944147211407,0,0.129612651648755,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0076654503661022,0,0,0.124625390867557,0,0.0490337235282297,-0.142530059770255,0,0,0,0,0,0,0.0144819292100224,0.0012479638687811,0,0,0,0,0,0
X600031.SH,0,0.0570068577092687,0.458658896973253,0,0,0,-0.0877657298188648,0,0,0,0,0,0,0,0.202050130052461,0,0,-0.0166264017890667,0.0289068276666379,0,0,0,0.144058753804441,0,0,0,0.0140535637406604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193589929203364,0,0,0,0,0,0,0,0,0,0.00821259873315881,-0.0326063558300263,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0670521210626491,0,0,0.0922125927071714,0.0155215912402142,0,2.16840434497101e-19,0,0,0,0.0534795701604458,0,0.0310394668792365,0.0642808341887674,0.0891868629297777,0,0,0.0254377133768701,0,0,0,0,0.248623592575663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277435332772563,0,0,0,0,0,0,0
X000568.SZ,0,0,0.103647966150228,0,0,0,0.0160761209242394,0,0.108190350736008,0,0,0,0,0,0.157544250691625,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.298558802644031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522763416658399,0,0,0,0,0,0.0197615065094994,0.00153530666492828,0,0,0,0,0,0
