,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X000625.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X002508.SZ,X300136.SZ,X002008.SZ,X600177.SH,X600089.SH,X300003.SZ,X002085.SZ,X000157.SZ,X600271.SH,X600522.SH,X002294.SZ,X600487.SH,X600118.SH,X000050.SZ,X600809.SH,X000981.SZ,X300115.SZ,X600699.SH,X600867.SH,X002074.SZ,X600566.SH,X600372.SH,X000066.SZ,X000559.SZ,X002179.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0255925560502032,0,0,0.0299247955592249,0,0,0,0.3255581328355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020658260043074,0.0847716131751956,0,0,0,0,0,0,0,0.203963040413944,0,0,0,0,-0.0182505197351177,0,0,0,0,0,0,0,0,-0.0154132024523221,0,0,0,0,0,0
X600104.SH,0,0,-0.0600652189581909,0.244962831042018,0,0,0,0.0297905082585238,0,0,0,0,0.428884514218303,0.00343084061288783,0,0,0,0,0,0,0,0,0,0,-0.157761722297532,0,0,0,0,0,0,-0.0494392641919438,0,0,0,0,0,0,0,0,0,0,0.110156930637737,0,0,-0.180243913414157,0,0,0,-0.0895485276071526,0.0321881247570862,0.0138255374365648,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.088683687448705,0,-1.73472347597681e-18,0,0,0,0,0.134529498336839,0.138033913180653,0,0.288335643668831,0.0424358419305764,0,0,0,0,0,0,0,0.241154985289132,0,0.102197289384672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112752213057662,0,0,0,0,-0.107034868537023,0,0,0,0,-0.0109798251741979,0.0353063102968262,0,0,0,0,0,0
X000651.SZ,0,0.140563928066094,0.0137605770238522,0,0.106168493284117,0,0.0772528745114619,0,0,0,0,0,0,0,0.10644263722749,0,0,0,0,0,0,0.0449522522515497,0,0,0,0,0,0,0,0,0,0.0264988329392275,0,0,0,0,-0.0582709612200807,0,0,0,0,0,0,0.0554085339948304,0,0,0,0,0,0,-0.00309335731182895,-0.0171859177281523,0,0,0,0,0,0
X000858.SZ,0,0,0,0.13044326824584,0,0,0,0,0,0,0,0.591364784878654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113060436266475,0,0,0,0,0.0153250807244257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002838899884538,0.0198433752847411,0,0,0,0,0,0
X600276.SH,0,0,0.0882005278887412,0,0,0,0,0.00201781561354841,-0.0780730554259315,0,0,0,0.0756130327654391,0,0,0,0,8.67361737988404e-19,-0.0552015337315467,0,0,0,0,0,0,0,0,0,0.213634631752719,0,0,-0.0869500266722127,0,0,0,0,0,0,0,0,0,0,0,0,-0.0693268059362929,0,0,0,0,-0.0537179414498498,0.0169231842274248,-0.0295293128994228,0,0,0,0,0,0
X000725.SZ,0,0,0.125651348478265,0,0,0,0,0,0.10006405275341,0,0,0.0775082314765264,0,0,-0.0708474850397821,0,0,0,0,0.0434444879191769,-0.0486757425611449,0,0,0,0,0,0,0.20624905521525,0,0.284860897909162,0,0.573461272394647,0,0,0,0,0.163294261079489,0,0,0,0,0,-0.0856773989500363,0,0,0,0,0.130618927194018,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X002304.SZ,0.376608274877937,0.128285477257366,0,0,0.0103738401502704,0,0,0,0,0,0,0,0.114496752446761,0,0,0,0,0,0.0484897699248598,0,0.107014648505847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101161530906589,0.0334751219771199,0,0,0,0,0,0,0,0,0,0,0,0.0162521230939154,-0.0254901256885238,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.220332208833435,0.0477693533878644,0.0392710497265671,0,0.0827235675146455,0,0,0.0785814553259719,0,0,0,0,0.0408007485595338,0,0,0.189029057050411,0,0,0.0737033826806157,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271500834000373,0,0,0.12902288427521,0,0,0,0,0,-0.0317458385687317,0,0,0,0,-0.259849589720547,0,0
X600690.SH,0,0,0,0.290353260361554,0,0,0,0.0623024767559938,0,0,0,0,0.234451309048518,0.122138731278445,0.0936745995815177,0,0,0,0,0,0,-0.0843498639759651,0,0,-0.106068301204475,0,0,0,0,0.0571726185359244,0,0,0,0.200898232942385,0.0454735672761348,0,0,0,0,0,0,0,0,0,0,-0.101892714595042,0,0,0,0,0.0321988747793266,-0.0337283238835234,0,0,0,0,0,0
X600703.SH,0.0571390319439388,0,0,0,0,0,0,0,0.105834452401237,0.0749556887302689,0,0,0.278326196641195,0,0.0590858557954149,0,0.360291943358394,0.434916549703585,0,0,0,0,0,0,0,0,0,0,-0.116063869125328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724451175172169,0,0,0,0,0.0237398830126596,0.0218948839934267,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.649294489372803,0,0,0,0,-0.0766147892609252,0,0,0,0,-0.0371365745309278,0.0937561791994827,0,0,0,0,0,2.16840434497101e-19,0,0.0851439278230586,0.0568808842262478,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.000720894481329198,0,0,0,0,0,0,0,0,0,0.00251452926295293,-0.0110679142274824,0,0,0,0,0,0
X600741.SH,0,0.497627144410495,0,0,0,0,0,0.0633200160683735,0.129071916992016,0.073567261617398,0.0803223245841474,0,0,0,0,0,-0.106701041870043,0,0,0,0,0,0,0,0,0,0,0,0,-0.0667322354049637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029186852246853,0.0392890833767603,0,0,0,0,0,0
X000625.SZ,0,0.316661039438146,0,0,0,0,0,0,0,0.124859611273581,0,0,-3.46944695195361e-18,0,0,0,0.0702449702600829,-0.105932613838756,0,0,0.110666793952622,-0.0743397732425797,0,0,-0.0298448116027485,0,0,0,0,-0.0565096720920564,0,0,0,0,0,0,0,0,0,0,0,0,0.0257943134067186,0,0,0,0,0,0,0,-0.0223019840999182,-0.0379910814096946,0,0,0,0,0,0
