,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600104.SH,X600031.SH,X600690.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000625.SZ,X002371.SZ,X003816.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600741.SH,X000157.SZ,X600460.SH,X600702.SH,X601877.SH,X600584.SH,X002007.SZ,X002414.SZ,X002236.SZ,X601799.SH,X600779.SH,X300003.SZ,X300146.SZ,X002074.SZ,X600183.SH,X000800.SZ,X600089.SH,X002508.SZ,X002008.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0300826224085545,0,0.0439702992216263,0,0,0,0,0,-0.0115426158986639,0,0,0,0,0,-0.0328002880022925,0,0,0,0.0460271899079168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144487007309841,0,0,0.075787601735115,0,0,0,-0.104995567810711,0,0.0353598421810144,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0961516755034191,0.314993409832154,0,0,0,0,0,0,0,0.0191446043486052,0,0,0,0,0.13598061860634,0,0,0,0,0,0,0,0,0,0.0191050474285568,0.0700987266318349,0,0,-0.0169333206579771,0,0,0,0,0,0,0,0,0,0.100357336755969,0.0490537158535413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0991225966476724,0,0,0.00805551669413845,0,0,0,0,0,0.0983524388887098,0,0,0,0,0.055243820468609,0.00571077665071646,0,0,0.0787598678214568,0,0.0185574388409793,0.0624765812455353,0,0,0,0,0,0,0,0,0,0,0.0677489442712691,0,0,0,0,0,0.0310736655587316,0,-0.0110939911598437,0,0,0,0,0.0117247332410705,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0611993812758491,0,0,0,0,0,0,0,0,0.0969553912877346,0,0,0,0,0,0,0,0,0.0418325461220314,0.114855712438817,0,0,0,0,0.0180307187189426,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801944691944743,0,0,0,0,0.160303893524053,-0.0104221062370577,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0531858272917481,0,-0.0499721052838122,0.158965281168982,0,0,0,0,0,0.0949423700064964,0,0,0,0,0,-0.0263038317502453,0,0,0,-0.150362423655465,0,0,0,0,0.472318800987837,-0.235278935966898,0,0,0,0,0,0,0,0,0,0.0801029442504044,0,0,0,0,0,0,0,0,-0.0115408826048911,0,0,0.0240605549422053,0,0,0,0,0,0
X000568.SZ,0,0.460264382285561,0,0,0.134465344284939,0,0,0,0.186486510765855,-0.154477905090889,0,0,0,0,0,0,0,0,0,0,-0.0196189678938692,0,0,0.058696149974018,0,0,0,0,0,0,0,0,0,0,0,0.0163400777438764,0,0,0,0,0,0,0.0894302365393159,0,0,0,0,0,0.176399642926392,0,0,0,0,0,0,0,-0.0141767893796878,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105159751743859,0,0,0,0,0.113575869761246,0.146560341429109,0,0.0100972723809626,0,-0.145474121702964,0.0535466725637086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0144203475078522,0,0.00403527883638023,0.0356270803570151,0,0,0,0.0225427851039667,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.234156694889928,0,0.139996894862582,0,0,0,0,0,0,0.0397093253026802,0.0788668348316534,0,0,-0.0214948614851304,0,-0.0327441223668416,0.0544778900957581,-0.0789302978322095,0,0,0,0,0.0442872037944712,0,0,-0.0855574818781444,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00365029369997654,0,0,0.0649641624332984,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.15281678564457,0,0,0,0,0,0,0.3273558968081,0,-0.179367573561581,0,0,0,0,0,0.498172973970282,0,0,0,0.0263630101614449,0,-0.0585085542352825,0.0724142880819659,0,0.127314248017503,0,0,0.0585609211108613,0,0,0,0,0,0,0,0,0,0,0.260449705109267,0.0532036781495027,0,0,0,0,0,0,0,-0.134748028456679,0.0814480084373121,0,0,0,-8.67361737988404e-19,0,0
X600104.SH,0,0,0,0,0,0,0.0666917216210618,0,0,0,0.0608577724889122,0,0,0.00814675111304376,0.041561221891517,0,0,0,0,0,0.0611158648116312,0,0,-0.0767832340742692,0,0,0.118880664248797,0,0,-0.0303520453920474,0.0259806595692626,0,0,0.0811205169774918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633605453687892,0.0327118113380485,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.243563075034689,0,0.194726942519026,0,0.0197403121286654,0,0.0530008499173539,0.131107914546827,0,0,0,0,0,0,0.00241266049586855,0.0567823872871874,0.14301632685741,0,0,0,0,0.027086113563888,0,0,0,0.0463787699700085,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482653977172053,0,0,0,0,-0.12100271986501,0,0
X600690.SH,0,0,0.216663530485132,0,0,0,0,0,0,0,0,0,0.416572459193665,0,0,0,0,0,-0.0338654492480661,0,0,0,0,0,0.0230835588500437,0,0.0573611569595599,0,0,0,0,0,0.0235609260315009,0,0,0.035098624851677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0556755469766601,-0.0222028236154213,0.0147986723067931,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.151713837192414,0,0,0,0.0732508973668292,0,0,0.09506173509448,0,8.67361737988404e-19,0,0,0,0,0.0649844538712369,0.0688076519096939,0,0,0,0,0,0.0680888412199372,0,0,0,0,0.153253857104131,0,0,0,0.0631988009365184,0,0,0,0,0,0,0,0,0,0,-0.0564426535910846,0,0,0,0,0,0
X300014.SZ,0,0.00146758392975841,0.23603443899579,0,0.193828857467841,0.00942988481888088,0.0017601890189939,0,-0.179240587430605,0,0,0,0,0,0.219899532419936,0,0,0,0.38482713221474,0,0.150283101773323,0,0,0,0,0,0,0,0,0.037086311004689,-0.104586557001171,0,0,0,0,0,0,0,0,0,0,0,0,0.267888267403744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.100988947569552,0,0,0.148107360431589,0,0,0,0,0,0,0,0.0120475427196773,0,0,0,0,0,0,-0.272798667261318,0.111683608137119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853250514370756,0,0,0,0,0,0.270189639501992,0,0,-0.0455438414581515,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146497873745114,0,0,0,0,0,0.31493734026453,0,0,0.207126277460076,0,0,-0.0403736087024537,0.0589405803460302,0,0,0,0,0,0,-0.288831288959298,0.224183714353089,0,0,0,0,0.355948341685897,0,0,0,0,0,-0.13890618827384,0,0,0,0.0892962167778232,0,0
X000338.SZ,0,0.121555083785015,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081960525220415,0,0,0,0.0525075077115035,0.0238285542768283,0,0,0.0321055813750317,-0.0528818873965288,0,-0.0561590424540674,0,0,0,0,0,0.000545970557461344,0,0,0.104297708971457,-0.0638414646078023,0,0,0,0,0,0,0.221285759410666,0,0,0,0,0,0,0,0,0,0,0,0,-0.038310465418218,0,0
X000063.SZ,0,0,0.0133400188133991,0,0.00510355803662037,0,0,0,0.0370916503173813,0,0,0,0,0.0610244402331101,0.0527565689105736,0,0,0,0.0164329970880235,0,0.0317616904820134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069654807731108,0,0.00439560308312702,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0452540784157486,0,0,0,0.0217082293765953,0,0
X002241.SZ,0,0,0,0,0,0,0.0694445340139931,0,0,0,-0.00233931852931163,0,0.353490877337976,0.100791081026179,0.0351026143219814,-0.0814293663878983,0,0,0,0,0,0,0,0,0.132823347412542,0,0,0,0,0,0,-0.0624973403615788,0.065206621205055,-0.063481830131257,0,0,0,0,0,0,0,0,0.03374458930302,0,0,0,0,0,0,0.303317230016943,0,0,-0.0175448126870091,0,0,0,0.077028682584369,0,0
X600703.SH,0,0,0,0,0,0,0.099362475386985,0,0.204289791197956,0,0.122879792588005,0,0,0,-0.0170017133323112,0,0,0,0,0,0,0.166220265772431,0,0,0,0,0,0,0.111594677194993,0,0,0,0.218219605391305,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539477785085781,-0.0216682136273447,0,0.0363600967316839,0,0,0.0224606164065767,0,0,0,0.0275989731171908,0,0
X000625.SZ,0,0,0.213631238681788,-0.0507389708159613,0,-0.16431415013491,-0.422719960197491,0,-0.0289183528962036,0.61076320867498,0,-0.132295818645877,0,0.396604239743245,0,0,0,0,0,0,0,0,0,0,0.489373080633134,0,0,0,0,0,0,0,0,-0.311028913898863,0,0,0,0,0,0,0,0,-0.0315563429314336,0.304869399733341,0,0,0,0,0,0,0,-0.0135819284796869,-0.0212799811330719,0,0,0,0.0970436699355039,0,0
X002371.SZ,0,0,0,0.162538312727952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384214009043795,0,0,0,0.0586854749392226,-0.162539950722656,0,-0.109368679245892,0.0427048707220441,0,0,0.0847468897198326,0,0,0.0408983983702146,0,0.141062653375763,0,0,0,0,-0.102766235416665,0,0,0,0,0,-0.0933999856833327,0,0.388196812998645,0,0,-0.0542949230223071,0,0,0,0,0.0104038066035494,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898376475011743,0.0209515650874867,-0.0319554440720957,-0.0563513747618145,0,-0.0596657407270187,0,0,0,0,0,0,0,-0.0339924381378449,0,0,0.0134231916504098,0,0,8.67361737988404e-19,0,0,0.0331081079766253,0,-0.0368335889917721,0.0280220127114216,0,-0.0328422382100666,0.0170520456505453,0,-0.0254598402057969,0,0,0,0,0,0.0355059410003143,0,0,0,-0.0580068312091771,0,0,-1.0842021724855e-19,0,0
X000596.SZ,0,0,0,0,0.190033348628987,0.11685424994085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648444850271788,0,0.570973895305414,0.346759829403284,0,0,-0.0127904790075429,0.0259380794158418,0,0,0,0,0,0,0.0330389572522603,0,-0.0745140449127315,0,0,0,0,0,0.561154405332948,0,0,-0.0765126684466903,0,0,0,0,0.0113746284124936,0,0
X002129.SZ,0,0,0,0,0,0,0.119922853835968,0,0,0,0,0,0,0,0.0753598442363352,0.166082407497269,0.138124157078886,0,0,0,0,0,0,-0.142385778092453,0,0,-0.010530012236476,0,0.0230485008129897,0,0,0,0,0.12437968726728,0,0,0,0,0,0,0.1156202435525,-0.0419009057117221,0,0,0.0798957877698946,0,0,0,0,0,0,0.0804540219897788,0,0,0,0,-0.0229288690863802,0,0
X000100.SZ,0,0,0,0,0,0,0.069035007288058,0,0,0,0,0,0.347970658646693,0,0.058448597994171,9.2636673790818e-05,0,0,0.048070565484504,0,0,0,0,0,0,0,0,0.0504550327086836,-0.0376440918695359,0,0,0.0527222869459498,0,0,0,0,0,0,0,0,-0.00333425296781757,0,0,0,0,0,0,0,0,0,0,-0.055031082486874,-0.0139626353447496,0,0,0,-0.0151341797058269,0,0
X300142.SZ,0,0,0,0,0,0.0745777296910168,0,0,0,0,0,0,0,0,0,0.092714377130197,0,0,0,0,0,0,0,0.363885788913519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407380599680207,0,0,0,0,0,0,0.27907069997975,0,0,-0.0409570873386857,0,0,0,0,0.0754693714793693,0,0
X002049.SZ,0,0,0,0,0,0,0.119952239548584,0,0,0,0,0,0,0.00669033143197357,0,0,0,0,0,0.0565633933383927,0.00865885931531174,0,0,0,0.117958570318234,0,0,0,0,0,0,0,0.0356182112404144,-0.0586881226978104,0,0,0,0.130830039714781,0,0,-0.0651310676717954,0,0,0.283154240705336,0,0,0,0,0.275625468358354,0,0,0,0,0,0,0,-0.00323096339814975,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0.264342194612458,0,0,0,0,0.0353254315764016,0,0,0,0,0,0.0779139834306204,0,0.429953476472327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132277232197722,0,-0.140447704808984,-0.0146912431478919,0,0,0.300839588002326,0,0,0.0649670546085839,0,0,0,0,0,0,0.0398787477821094,0,0
X000799.SZ,0,0,0,0,0.570056635160492,0,-0.0388865295111823,0,0,0,0,0.0413123044948166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157432121908269,-0.011522791417438,0,0,0,0,0,0.153038655846154,0,0.23250829583004,0,0,0,0,0,0,-0.0417972754708316,0,0,0,0,0,0,0.0173617656370842,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.15096911946033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301719937724812,0,0,0,0,0,-0.166488083866854,0,0.262658727762187,0.0941863594731303,0,0.144251778429616,0,0,0,0,0.143753115185222,0,0,0,0,0,0,0,0,-0.00161983510396122,0,0,0,0,0.105060814113379,0,0
