,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000100.SZ,X300014.SZ,X000063.SZ,X000157.SZ,X600703.SH,X000596.SZ,X002241.SZ,X002129.SZ,X600741.SH,X002371.SZ,X000625.SZ,X002236.SZ,X002179.SZ,X601877.SH,X002007.SZ,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X600183.SH,X000799.SZ,X601799.SH,X300003.SZ,X000800.SZ,X600707.SH,X002074.SZ,X002008.SZ,X300146.SZ,X000066.SZ,X600089.SH,X000977.SZ,X600460.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.142823759628881,0,0,0,0.293263670746076,0,0.0391271050959738,0.0547112574646159,0,0,0,0,0,0,0,0,0,0,0,0.0177039098013078,0,0,0,0,0,-0.0371075205266729,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403161640192026,-0.0609097492935698,0,0,0,-0.0142581343656324,0,0
X000858.SZ,0.0471898804705333,0,0,0,0,0.325231617818783,0.176105852229279,0,0,0,0.107240946553009,0,0,0.00291194736828874,0,0,0,0,0,0,0.0162343014505313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915095676822451,0,0,0,0.0208328194636249,0,0,0.0157667837600265,0,0,0,0.0283279194685754,0,0,-0.0126496001563614,-0.0139704901335484,0,0,0,-0.0347879416312361,0,0
X002415.SZ,0,0,0,0,0,0.0453663546044691,0,0.120873393915016,0,0,0.0837201633718957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298351667679198,0,0,0.206570464600695,0,0,0,0.18486517096319,0,6.93889390390723e-18,0.0272804279958097,0,0,-0.0325802095634941,0,0,6.93889390390723e-18,0.0357267983788341,-0.0229434132145893,-0.152870051899032,0,0,0,0.0526051788732329,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0346116203045626,0.0698639987445519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892984010962194,0,0,0,0,0,0,0,0,0.125617363280238,0,0.0341852559185203,0,0,0,0,0,0,2.16840434497101e-19,0.0413300032009902,0,-0.0263172974248968,0,0,-0.151423965797336,0,0,0,0,0.0340785248387784,0,0,3.46944695195361e-18,0,0,0,-0.00940178060509521,0,0
X000651.SZ,0,-1.73472347597681e-18,0,0,0,0,0.00899508588524068,0.210942636632238,0,0,0.088266362310068,0,0,0.0365215844232308,0,0,0,0.093832735768455,0,0,0,0,0,0,0.123458291203836,0,0,0,0,0,0,0,0,-0.026259487256703,0,0,0,0,-0.0717262577648865,0,0,0,0,0,0,0,0,0,0,0,-0.009931881320962,-0.0632117351173541,0.0363252113534699,0,0,0,-0.0391431031925907,0,0
X000568.SZ,0,0.234261535282546,0.0108548478875098,0,0,0,0.0960676238037873,0,0,0,0,0,0,0,0.0237970603765724,0,0,0,0.14631966030314,0,0,-0.164404934976749,0,0,0,0,0,0,0,0,0,0.09226952952487,0,0,0,0,0,0.247487302339635,0,0,0,0,0,0,-0.0443099832003715,0,0,0,0,0,0,0,-0.0539751362970964,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,-1.38777878078145e-17,0,0.00494618426980407,0.267696571522505,0.103248417221282,0,0,0,0,0.0538757739825222,0,0,0,0.0646738009934806,0,-8.67361737988404e-19,0,0.222829913951383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137549519543511,0.130372493500566,0,0,0,0,0,0,0,0,0,0,0,0.0341443578556417,0,-0.0729916610116219,0,0,0,-0.0235268769391608,0,0
X600690.SH,0,0.0266392246183933,0.115957141359555,0,0.265002887940057,0,0.191265937265361,0,0,0,0,0,0,0.158670432708278,0,0,0,0,0,0,0,0,0,0,-0.0166816850148167,0,0,0,0,0.0819668863870046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194235113977193,0,0.012178327373448,1.73472347597681e-18,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.278938358910855,0,0,0,0,0,0,0,0.0538824187135056,0,0,0,-0.125641551254474,0,0.0520290081832301,0.0629080644374617,0,0,0.345271965264616,0,0,0.0462342397938885,0,0.129103684692282,0,0,0,0,0,0,0,0,0.0938745985951111,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0252228893273547,0,0,0,0,0.0713462410435635,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291225696579958,0.0941153685687357,0,0,0.047183468483392,0,0,0.0827796494566499,0,0,0.525029772336542,0,0,0,0,0,0,0,0.0284211243435162,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0214222572296569,0,0,0,0.0050121392575945,0,0,0,0.00466553980570708,0,0
