,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600809.SH,X600690.SH,X000651.SZ,X002371.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X600031.SH,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X600584.SH,X002463.SZ,X600089.SH,X600703.SH,X000977.SZ,X000066.SZ,X000157.SZ,X600372.SH,X002028.SZ,X600839.SH,X002049.SZ,X600522.SH,X002236.SZ,X600066.SH,X600183.SH,X002456.SZ,X002156.SZ,X600741.SH,X601877.SH,X600460.SH,X002129.SZ,X600487.SH,X002085.SZ,X000661.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.49879339702085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702576900790383,0,0,0,0,0,0,0.0178967700932546,0,0,0,0,0,0,0,0,0,-0.001516534224737,0,0,0,-0.0165507402263454,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123585268675783,-0.0572749188967494,0,0,-0.0795428765345811,0,0
X000858.SZ,0.436560351183,0,0,0,0,0.427474883558318,0,0,0,0,0,0,0,0,0,0,0,0.0834049086848975,0,0.00567861662424573,0,0,0.0520309001270199,-0.0320972323582948,0,0,0,0,0,0,0,0,0,0.126427073364617,0.0321167191840789,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0270345727523289,0,0,0.0592256366656403,0,0,0,0,0,0,0.235153840232413,0,0,0.12995721401639,0,0,0,0,0,0,0,0,0,0,0,-0.026008235254077,0,0,0,0,0,0,0,0,0,0,0,0,0.11923153924113,0,0,0,0,-0.0702596442512086,0,0,0,0,0,0
X002475.SZ,-0.0603868514749231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153708551902275,0,0,0,0.698378284047041,0,0.173687464641331,0,0,0,0,0,0,0,0,0,0,0.034803063087674,0.0511554388481496,0.0677329906529502,0.0223854019900151,-0.0371554143335236,0,0,0,0,0,0,0,0,0,0,-0.0188799546869094,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.00434704367224693,0,0.012482389180352,0,0,0,0,0.0704528586258018,0,0,0,0,0,0.0384849068681708,0.199901859519692,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200561320162115,0,0,0,0,0,0.129571415230394,0,0,0,0.0264972423918271,0,0,0,0.107009974206421,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.059304357712271,0,0,0,0,0,0,0,0.53959471360606,0,0,0,0,0,0,0,0,0,0.351440411250711,0.0145719359495369,0,0,0,0,0,0.0375438148859207,0,0,0,-0.000465059138020387,0,0,0,-0.00732331219316708,0,0,0,0,0,0,0,0,0,0,0,-0.0983308594017955,0,0,0,0,0.0369358574916132,0,0,-0.0644467126482246,0,-0.0178620780403139,0,0
X600690.SH,0,0,0,0,0,0,0,0.305073684856688,0,0,0,0,0,0.0235883060818707,0,0,0,0,0,0.0838045140301688,0,0,0,0,0.0945747004452849,0,0,0.0259136350388412,0.0183920171825289,0,-0.0150284641942069,0,0,0,0.0341174352375534,0,0,0,0,0,0.0535917112149765,0,0,0,0,-0.037988405806154,0,0,0,0,0,0,0,0,0,0,0.0258237414174761,0,0
X000651.SZ,0,0,0.0277486650581244,0,0.0692976945545725,0,0.442284376286187,0,0,0,0.0894705856774416,0,0,0,0,0,0,0.137541720248302,0,0,0,0,0.0406743570045737,0,0,0,0,0,0,-0.0340928197791909,0.000821172524334192,0,0.0786237832048515,0,-0.0152319346457149,0,0,0,0.0601845609120228,0,0,0,0,-0.136563960708734,-0.0683064103731673,0,0,0,0,0,0,0,-0.0277386599819745,0,0,0,0.0167875399017863,0,0
X002371.SZ,0,0,0,0.000998808046472696,0,0,0,0,0,0,0,0,0.38116398609159,0,0,0,0,0,0,0,0,0,0,0,0,0.149100250046818,0.0400242943027091,0,0,0.20740210816657,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.020282984285898,0,0,0.00930833011154303,0,0,0,0.0368602366724618,0,0,0,0,-0.0171152148366906,0,0
X000568.SZ,0,0.254625842681857,0,0,0,0.453468771530874,0,0,0,0,0,0,0.00999300914818955,0,0,0,0,0.108264645640384,0,0.0483151159729369,1.38777878078145e-17,0,0,0,0,0.0389806653417692,0,0,0,0,0,0,0,0,0,0,0,0,0.043623736395641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458445018202631,0,0,0,0,0
