,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X000100.SZ,X600271.SH,X002475.SZ,X002456.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X600372.SH,X000559.SZ,X300003.SZ,X600867.SH,X002085.SZ,X002506.SZ,X600498.SH,X300124.SZ,X601877.SH,X002074.SZ,X002294.SZ,X002426.SZ,X600089.SH,X002508.SZ,X600522.SH,X000977.SZ,X000050.SZ,X600418.SH,X000869.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00450032510757062,0.114566801872618,0,0,0,0.252594642911326,0,0.0523544200200493,0.0977882469432037,0,0,0,0,0.0248160758086798,0,0.00275841160832315,0,0,0,0,0,0,0,0,0,0,0,0.135458399114486,0,0,0,0,0,0,0,0,0,0.0596757207958863,0,-0.0302790359375812,0,0,0,0,0,0,0,0,0,0.130975823234772,0,0,0,0,0,0,0
X600104.SH,0.0385135864035541,0,0.0674166519370515,0,0,0,0,0,0.333757312169461,0.0131567412740993,0,0,0.26343949429979,0,0.0497386437383666,0,0,0,0,0,0,-0.123931784709491,0,0.043192022421478,0,0,0,0.0171933336487448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0952877286354306,0,0,0,0,0,0
X002415.SZ,0.263171142566974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638039286490048,0.0617477222101799,0,0,0,0,0,0.0630291298576436,0.0172079662779785,-0.0540529703283142,0,0,0,0,0,0.00672311167258507,0,0.00721521633466803,0,0.376806926074725,0,0,0,0,0,0,0,0,-0.18107127969419,0,0,-0.0562857211090138,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12975016006591,0,0,0,0,0,0,0,0,0.0235694883795606,0,0,0,0,0,0,0,-0.0479494601111184,0.106930039455585,0.0516481542753547,0,0,0,0,0.0983577046994155,-0.0182598543154492,0,-0.0261143749570266,0,-0.000870988119016924,0,-0.102346213086876,0.13347518730332,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.134422907268566,0,0,0,0,-0.0375258208050224,0.03410504991102,0.649662217014575,0,0,0,0,0,0,0,0,0,0,0.00084387833190524,0.0507829290933427,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0563942361096855,0,0,0,0.116800766841921,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.197406480017739,0,0.113419486034089,0,0,0,0,0,0,0,0.0547101344482525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605804775569412,0,-0.0307015758806208,0,0,0,0,0,0.00157014771157252,0,0.149525376720196,0,0.049625936664997,0,0,0,-0.022343291861373,-4.33680868994202e-19,-0.133672988146164,0.0467841055692198,0,0,0,-0.0635257798162904,-0.0564304245921991,0,0,0,0,0,0
X002304.SZ,0.0085308844840681,0,0,-0.033134814872361,0.0142676589235532,0,0,0,0,0,0,0,0,0,0,0,0.258447988286205,0,0,0,0,0,0,0,0,0,0,0.0757381623007987,0,0.141119137047688,0,0,0,0,0,-0.0487208398941447,0,0,0,0,0,0,0,0.0955496633614247,0,0,0,0.105841091547849,0,0,0.0393038439259507,0.0602896347284209,0,0,0,0,0,0
X000725.SZ,0.0152042950376573,0,0,0,0,0,0.0253461056988937,0,0,0.0247980489705596,-0.00697707784346386,0.135565511039835,0,0,0,0,0.0271282989719733,0.196808229780206,0,0,0,0,0,0,0.0319168799930731,0.0205902089714568,0,0,-0.0325135927510303,0.0924025200815239,0,0,0,0.0147074080393936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821374134173242,0,0,0,0,0,0,0
X000625.SZ,0,0.132621608076214,0,0,0,0,0,0,0,0.0656552738546575,0,0,0.0831808017464026,0.0386955772608316,-0.0275071213028885,0.0937001848149145,0,0,0,0,0,-0.0363880914143535,0,0.0784657324373569,-0.00416881781929519,0,0,0,0,0.0857957190637014,0,0,0,0,0,0,0,-0.0102238507373462,0,0,0.072266887541381,0,0,0.059380683208934,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0336600476398196,0.1190258335957,4.33680868994202e-19,0.0543292081779503,0,0,0,0,0,0,0,0.0274788755585424,0.1640333205118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108758137947092,0,0,0,0,0,0,0.0085855741046959,0,0,0,0,0,0.123663494999234,0.102218348457826,0,0,0,0,0,0,0,0,0.0426819225434018,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0943626509972168,0,0,0,0,0,0,0,0.0457002553502744,0,0,0,0,0,0,0.084163894586712,0,0,0,0.0734229851319254,0,0,0,0,0.0358539599245221,0,0,0.0669825569395576,0,0.1322854608137,0,0.0358211985470331,0,0,0.0629774285154658,0,0.0328720244224465,0.0330049309410501,0,0.0291698845419965,0,0.0394184493288975,0,0,0,0.0377846161280942,0,0,0,0,0,0
X600703.SH,0,0,0,0.121534480056969,0,0,0,0,0,0,0,0,0,0,0,0,0.121900431551427,0.363953049726452,0,0,0,0.0726831272946788,0,0,0,0,0,0.00364970524526868,0,0,0,0,0,-0.104903673256643,0.0675131073902904,0,-0.153848861273466,0,0,0,-0.13818497759324,0,0.109435197193187,-0.0769389571464337,0.0645587832720253,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600741.SH,0,0.309914623333709,0,0,0.0892456775549474,0,0,0,0.0603238371935795,0,0,0,0,0.0395683615244167,0,0,0,0,0,0,0,0,0,0.273872832298636,0,-0.0392902903354899,0,0.0719606834072967,0,0,0,0,0,0.00969319536677139,0,0.0332285151208956,0,0,0,0,-4.33680868994202e-19,0,0.0488177325922649,0.0134459891689067,0.0116779197441511,0,0,0,0,0,0,0.0712756442056097,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.177170387602039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144965845630205,0.134947398815016,0,0,0,0,0,0,0,0.0488182401252785,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.176263384647611,0,0,0,0.159652680433463,0,0,0,0,0,0.0322883138116025,0,0,0,0,0,0.0757884244933124,0,0.0426024283019319,0.0233837017055859,0,0.0331553576205063,0,0,0.211552579113902,0.391684928562523,-0.16220295668501,0,0,0,0,0,-0.0433331870577423,0,0.274778447231125,-0.336459138879571,0,0.0615798939640209,0,0.0200174944527941,0.0496452515592183,0,0,0,0,0,0
X002236.SZ,0,0,0.168632442653324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07942763365463,0,0,0.00784180005223984,0,-0.0682220711371269,0.0207482470314046,0.0521273839644767,0,0.177077450658074,0,0,0,0.128930824319403,0,0,0,0,0,0.0405322969333138,0,0,0,0,0.0494187303071405,0.144562586643057,0,0,0,-0.0377972293267824,0,0.032764181966278,0,0,0,0,0
X000568.SZ,0,0,0.101329535707001,0,0.389465645752688,0,0.100352312202805,0,0,0,0,0,0,0,0.029710700994792,0,0,0,0,0,0.0168818833605649,0,0,0,0,0,0,0.0312511981877542,0,0,0,0,0.095912351847191,0,0,0,0,-0.0375801655066098,0,0,0,0,0.0594032488066254,0,0,-0.0938815424405437,0,0,0,0,0.0134258225695404,0,0.0366862020971853,0,0,0,0,0
X600031.SH,0,0,0,0,-0.00522804976745105,0,0,0,0,0,0,0.0999870994499631,0,0,0,0,0,0,0,0,0,-0.0244620275123121,0.0603634418000848,0,-0.0208189891809231,0,0.0569684670968928,0.0584621713215874,0,0,0,0,0,0,0,0,0,0.0913021019827237,0,0,-0.00580996293421136,0,0,0,0,0.0761539704169992,0.0427272529546409,0,0,0,-0.0166101940098323,-0.0576643136346022,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.112555206893857,0.00222166708890489,0,0,0,0,0,0,0,0,0.00523078059505132,0,0.00364525487281018,0,0,0,0,0,0,0,0,0,0,0.0340726293258847,0,0,0,0,0,0,0,0,0,0.0203156286305482,0,0,0,0,0,-0.044587413796027,0.00774745873158521,0.106198299697444,0,0,0,0,0.00532778036993134,0.101669586311731,0,0,0,0,0,0
X600271.SH,0,0,0,-0.0317428127828345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198149695293879,0,0,0,0,0,-0.108133792639225,0.173110587311567,0.140642207847937,0,0,-0.0220144966930723,0,0,-0.0700506266425805,0,-0.0388144839410771,0,0,0,0,0.0736800858135077,0,0,-0.0485722289723267,0,0.106332848507802,0,0.0342168843956577,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,-0.137920613766292,-0.518202554930942,0,0,0,0.464689366660709,0,0,0,0,0.12976058813196,0,0,0,-1.29135909209274,0,0,0.193803968496765,0,0,0,0,0,0,0,0,0,0,0,0.228899740697324,0,0,0,0,0,0,0,0,0,0,0,0.106149297238802,0,0,0,0,0.0905810427398476,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229333356296181,0,0,0,0.140452217961421,0,0,0,0,0,0,0,0,0.233937009495264,0,0,0,0.0672418250613853,0,0,0.105119779969577,0,0,0,-0.016806893315756,0.326642006869083,0,0,0,0,-0.179129346691973,0,0,0,0,0,0,0
X600118.SH,0,0,0,-0.0355796208033974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151897863039799,0,-0.0240371738028575,0,0,0,0,0,-0.0258374677329465,0,0.312919063916137,0,0,-0.0104720802330395,0,0,0.0665471693715529,0.0933223676636287,0.0464125372003984,0,0,0,0,0,0,0.0814926937891182,0.0403557737978725,0,0,0,0,0.0176798070791493,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.0140820168890094,0.127008360180868,0,0.0301087290767701,0.306875940862342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284639875704203,0,0,0,0,0,8.67361737988404e-19,0,0.0109112633318836,0,0,0,0,0,0.026903361644422,0,0.101650368583764,0,0.106469685476015,-0.15712719634207,0,-0.0100670217485408,-0.00392539690358585,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279179055957332,0.0229654597704659,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.159207365955758,0,0,0,0.0498804446927107,0,0,0,0.0230127457771068,0,0,0.0215454945426232,0,0,0.0882424334950475,0,0.434386134515467,0,0,0,0,0.0253461201153832,-8.67361737988404e-19,0,0,0,0,0,0
X000338.SZ,0,-0.0322317744791944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0779828087791763,0,0.085729688606935,0,0,0,0,0,0,0,0,0,0,0.0587707448471506,0,0,-0.0191764876384387,-0.0912508622113739,0,0,0.190795418594516,0,0,0.0466376851854061,0,0,0,0,0,0,0.0214020541335224,-0.0369299393329765,0,0,0,0,0,0
X000157.SZ,0,0,-0.0157116072117335,0,0,0,0,0,0,0,0,0.142727875249521,0,0,0.0664842086191851,-0.032684511414957,0,0.0298465441124647,0,0,0,0.0556729450544286,0.0347442083357279,0,0.087933903531984,0,0,0,0.0490616703701999,0.0457061351382203,0,0,0,0,0.00383851325302082,0.082872909686302,0,0,0,0,-0.112597560819048,0,0,0,0,0,0,0,0,0,-0.024190384863196,0,0,0,0,0,0,0
X002180.SZ,0,0,0.105626039090058,0,-0.113873842539003,0.275870517038325,0,0,0,0.0693660695036652,0,0,0,0,0.0974522257901932,0,0,0.190557851732724,0,0,0,0.0516786805126084,0,0,0.129302738395773,0,0,0,-0.0521280249356396,0,0,0,0,0,0,0,0,0.0422840981936013,0.0398005995628102,0,0,0,0,0,0,-0.0700038528871355,0.150979045369113,0,0,0,0,0,0,0,0,0,0,0
X002007.SZ,0,0,0.0176862803179371,-0.252518553172958,0,0,0,0,0,0.162470897557661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456583462445208,0,0.185606152331359,0,0.329296776743595,0,0,0,0,0,0.023966504997382,-0.303103205037583,0,0,0.192607155595948,0,0,0,0,0.191130110484631,0,0,0,0,0,0.0638517524532874,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,-0.0390825720655767,0,0,0,0,0,0.0235880540062464,0,0,0,0,-0.038041704029964,0.0118555235177333,0.515089920891586,0,0.0169225585517209,0,0,0,0.139275345627976,0,0,0,0,0.0874632897815455,0,0.099587089387064,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.101560050323239,0,0,0,0,0,0,0,0,0,0,0
