,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X000100.SZ,X601877.SH,X002236.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X002179.SZ,X000625.SZ,X000977.SZ,X002371.SZ,X002463.SZ,X300136.SZ,X600271.SH,X002008.SZ,X002456.SZ,X600177.SH,X600584.SH,X002506.SZ,X000050.SZ,X600066.SH,X002180.SZ,X600487.SH,X600498.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0875751185519699,0,0,0,0,0.111080263900918,0.5286046133618,0,0,0,0.0872526719104601,0,0,0,0.0294138347411581,0.0659690268539881,0,0,0,0,0,0,0,0,0,-0.094402519641963,0,0,0,0,-0.0170704907390484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00117030778046332,0,0,0,0.0301895643417873,0,0
X000858.SZ,0,0,0,0,0,0,0.0888182320771724,0,0,0,0.0167924852160449,0,0.552860585970295,0,0,0,0.0304332627524419,0,0.0117895645864837,0,0.0190671391742365,0,0,0,0,0,0,0,0,0,0.00214896614244322,0,0,0,0.0117466370638869,0.0202200507564371,0,0,0,0,0.0267717743916396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181166392948956,0,0
X600276.SH,0.040052286454452,0,0,0,0,0,0,0,0,0,-0.0632979415282629,0,0.0272922776440347,0,0,0,0,0.440439718866417,0,0,0,0.105508241237755,0,0,0,-0.0208658666757202,0.00777892159999251,0,0,0,0.00569458020985251,-0.0412363874186796,0,0.131292504116288,0,0,0,0,0.0994486101757761,0.0470527625426912,0,0,0,0,0,0,0,0,0,0,0,0.0196693663487681,-0.0241118971767916,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0522250513432126,0,0,0,0,0,0.257056877944537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263474243860474,0,0,-0.211766805144882,0,0,-0.126929127599985,0,0,0,0,0,0,0,0,0,0.106586658707969,0,0,0.120135267079958,0,-0.00223161449271711,-0.0168500374376781,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0745564127416316,0,0,0,0,0,0,0.0127971435564934,0,0,-0.0139294111532059,0,0.504949374976176,0,0,0,0.0435355245743134,-0.0216567009405282,0,0,0,0,0,-0.0453330097661182,0,0,0.0189809795918913,0,0,0,0,0,0,0,0,0,0,0,0.0673828256733731,-0.0924324055454546,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.00228921221346984,0,0,0,0,0,0,0,0,0,0,0.190931949342204,-1.73472347597681e-18,0,0.0230017973277146,0,0,0,0,0,0,0,0,0,0,0,-0.0192143640037373,0,0,0,0,0,0.052412449675129,0,0,0,0,0,0.0394629531666152,0,0,0,-0.0339050448573304,0,0,0,0,0.00669675640040749,0.00426000321506068,0,0,0,0,0,0
X002475.SZ,0.0499998825884765,0,0,0,0,0,0,0,0.0910819414656139,0,0,0,0,-0.0599893936923625,0.00915336809339818,0,0,0,0,0.137228178946982,0,0,0,0,0,0,0,0,0,0,0.181623787873429,0,0,0,-0.0654344180551905,-0.00743712755837792,0,0.0622391438815384,0,0.491983968932205,0,0,0,0,0,0,0,0,0,0,0,0,0.0813228232205955,0,0,0,0.0419232536164686,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.292366160377377,0,0,0,0,0.221097009053147,0.0924507823075176,0,0,0,0.118036360991284,0,0,0,0,0.0342409189025037,0,0,0,0,0,0,-0.0857352028865244,-0.136714844588924,0,0,0,-0.131013794800565,0,0.157067986916271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527274935296155,0.0995066032889189,0,0,0,0,0,0
X002304.SZ,0.0109671905630606,0.164349551838242,0,0,0,0,0,0.12250318773125,0,0,0,0,0,0,-0.000822399245223081,0,0,0,0.0417854676469674,0,0,0.183647799434041,0.063855464055354,0,0,0,0,0.04458822805176,0,0,0,-0.00773753926332058,0,0,0,-0.0289134040893877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00654969751658414,0.0446510407402674,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550384337462098,0,0,0,0.0386555478844434,0,0,0,0,0.190225110912601,0,0,0,0,0,0,0.0308796446509607,0,0,0.0546972447741035,0,0,0.0350758208117028,0.010734345809456,0,0,0,0,0.104989705093432,0,0,0,0,0,0,0,0,0.0369826028085534,0.0214176278322675,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0620383033098521,0,0.0697997095123663,0,0,0,0,0,0.0363000191698641,0,0,0,0,0.138772323141433,0.0751530808645237,0,0,0,0.0170963627479601,0,0,0,0,0,0,0,0,0.0360685821455264,0,0,0.006314911336953,0,0,0.19744072303363,0,0,0,0,0,0,0,0,0,0.113330672257307,0,0,0,0,0,0,0,0,-0.0259511109797932,0,0
X600031.SH,0.167341904667345,0,0,0,0,0,0.109429249566666,-0.0273016051263573,0,0,0,0,0,0,0.174510270444722,0,0.107754170665006,0,0,0,0.00969920468791033,0.0269651418932415,0,0,0,0,0,0,0,0,0.00498604216018817,0.0596455934165743,0,0,0,-0.0218126013937638,0,0,0,0,0,0,0,0,0,0,0.00390566994102771,0,0,0,0,-0.0138090739078895,0.0140939811132567,0,0,0,0,0,0
X000568.SZ,0.211518793312951,0.407304218165625,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793826830651005,0.0692018868885372,0.0210183019220406,0,0,0,0,-0.00303953590468623,0,0,0,0,0,0.00120193362026755,0,0,0,0,0.0622239312876367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172670583095637,0.0188212646108083,0,0,0,0,0,0
X600690.SH,0,0,0,0.325063675209996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108483634940034,0.0543064268640436,0,0,0,0,0,0,0,0,0,-0.0105037788381733,-0.0527788751393423,0,0,0,0,0.0235474823269108,0,0,0.052554559834309,0,0,0.0941107674225914,0,0.0395769661443059,0,0,0,0,0,0,0,0,0,0,0,0.0645559648288196,0,0
X000338.SZ,0,0,0,0,-0.018394033735116,0,0.116737262219428,0,0,0,0,0.290090990413299,0,-0.0224540783749364,0,0,-0.0486612987483181,0,0,0,-0.063140276702491,0,-0.109829815104488,0.102586184315078,0,0,0,0,-0.041734644249863,0,0.140111146473571,-0.00404267933729582,0,0,0.0887950556858829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246143189143202,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531550239842919,0,0,0,0,0,0,0,0,0,0,0,0,0.219401020619019,2.35338050919763e-05,0.0334381846403628,0,0.160302745788642,0,0,0.121352079706689,0,0,0.00443446328373545,0,0,0,0,0,0,0,0,0,0,0,0.0177476527024577,0,0,0,0,0.0117903869544016,0,0
X600809.SH,0,0.325109665297948,0,0,0,0,0.0842895794832731,0,0,0,0,0,0.0735433839857048,0,0,0,0,0.129798336972193,0,0,0.0908126053343329,0.137805974295349,0,0,-0.156258809465094,0,0,0,0,0,0,0.00801376883581986,0,0,0,0,0,0,0,0,0.0403863792999613,0,0,0,0,0,0,0,0,0,0,0.0194968126305356,0,0,0,0,0.0151148270495896,0,0
