,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000625.SZ,X002241.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X601877.SH,X000100.SZ,X002008.SZ,X300124.SZ,X300136.SZ,X600809.SH,X600487.SH,X002508.SZ,X300003.SZ,X600522.SH,X002085.SZ,X600867.SH,X600089.SH,X002294.SZ,X600498.SH,X600699.SH,X000157.SZ,X000050.SZ,X600271.SH,X600177.SH,X000596.SZ,X600566.SH,X600118.SH,X000559.SZ,X002180.SZ,X600707.SH,X300115.SZ,X002179.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0641223267347584,0,0,0.0242249360269416,0,0,0,0.149269715221853,0,0,0,0,0,0,0,0,0,0.0147593865927225,0,0,0,0,0,0,0,0,0,0,0,0,0.0330033754122668,0,0,0,-0.0107487831108197,0,0,0.116780252310007,0,0,0,0,0,0.0113185417759957,0.0273009725154317,0,0,-0.0094781906078856,0.000793693145194114,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0536160546958246,0,0,0.0844343521143558,0,0,0.362436992896632,0.0391234691957937,0.066781752105788,0,0,-0.00826670618340756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421460604980034,0,0,-0.0300106107908916,0,0,0,0,0,0,0.0333251328845962,-0.0106924761192445,0,0,0,0,0,0,0,0,-0.0143872356904095,0.0224437779291871,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0345914783942454,0.0657531206813149,0,0,0.0619491326099138,0,0,0,0,0,0,0,0.0104280838409717,0.183432194864979,0,0,0,0.0671869799631394,0,0,0,0,0,0,0.0325879700321419,0,0,0,0,9.02731535652216e-05,0,0,0,0.0946783135818442,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.170282173277429,0,-0.0216471705994633,0,0,0,0.109881825136878,0,0.0292459636006323,0.0889269720902275,0,0,0,0,0,0.195917824996844,0,0.0565123097234615,0,0,0,0,0,0,0.201812198470756,0,0,0,0,0,0,0,0,0,-0.0277248089409566,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0105478187485921,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.147340104762795,0.0604034073224471,0,0,0,0.0733887609405907,0,0,0,0.3698297500955,0,0,0,0,0,0,0,0,0,0.0237567724612977,0,0,0,0,0,0.0993651380559289,0.076222356242464,0,0,0,0,0,0,0,0,0,0,0,0,0.163321437750647,0,0,0,0,0,0,0,0,0,-0.0214296082003146,0.0079659100819829,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0109086389936842,0,0.067356734149019,0,-0.027520013689821,0.163192901789202,0,0,0,-0.0172569347079848,0,0,0,0,0,0,0,0,0,0,-0.123328540127533,0,0,0,0,0.0552060478883931,0,-3.46944695195361e-18,0,0,0,0.156668338443577,-0.0767919552460668,0,0.051817548649976,0,0,0,0,0,-0.0432015171009227,0,0,0,0,0,-0.0213789788084022,-0.0309121301647769,0.0349035893028721,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.000368443624821216,0.232280086415854,0.0283817605373524,0,0,0,0,0.0496801031577646,0,0,0,0,0,-0.0633938240327886,0,0.175439649765295,-0.0967516784976732,0,0.247745354570316,0,0,0,0,0,0.0222184929394388,0,0,0,0,-0.066405555883769,0,0,0,0,0,0,0,0.128874783095965,0,0.0761545531653287,0,0,0,0,-0.0606198218837037,0.0615920597303433,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.286712400406803,0,0,0,0,0,0,0.226893289509863,0,0,-0.108550255223527,0,0,0,0,0,0,-0.0264376887008763,0,0,-0.00697360940491869,-0.0316891682688034,0,0,0,0,0,0.0370981209013997,0,0,0,0,0,0,0,0,0,0.0182060658117853,0,0,0,-0.0817956181495218,0,0.0798200846553173,0,0,0,-0.032955012570285,0.0335883110017162,0,0,0,0,0,0
X000063.SZ,-0.16515204202522,0,0,0,0,-0.0975675983964449,0.419421264752182,-0.021597594965669,0,0,0,0,-0.0271818521857694,0.0919326068343504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.156253929996018,0,0,0,0,0,0,0,0,0,0,0,0,-0.04628833840559,0.0929909954881651,0,0,0,0,0,0
X600703.SH,0,0.277105502464514,0,0,0,0.0972400592572708,0.0808255581395721,-0.0194938971642236,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238005599119258,0,0,0,0,0,-0.041303701212048,0,0,0,0,0.0463820789984007,0,0,0.129888613998501,0,0,0,0,0,0,0,0,0,-0.194694644220191,0,0,0,0,0,0.024009358919912,-0.00625178541998484,0,0,0,0,0,0
X600690.SH,0,0.0845637183563152,0,0.150447658185923,0,0,0,0.0780034789427744,0,0.0860125633785912,0,0,0,0.097110441625813,0,0,0.0112591136466125,0,0,0,0,0,0.0327569155719759,0,0,0.203035793095347,0,0,0,-0.0941259750811005,0.249594263763541,0,0,0,0,0,-0.21585296203752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577774910029069,0,0,0,0,0,0
X000568.SZ,0,0,0,0.126639417898733,0.36342256944635,0,0,0,0,0,0.172917691181984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119192458608832,0,0,0,0,0,0,0,0,0,0,0,-0.0535105696925652,0,0,0.0473232636848488,0,0,0,0,0.161551094459775,0,0,0,0,0,-0.0144661910627274,0,0,0,0,0,0
X600741.SH,0,0.466095746854084,0,0,0,0,0,0,0.109397101795909,0.0877593849177381,0,0,0,0,0,0,0.0241545181472121,0,0,0,0,0,-0.251113618987874,0.0375249724710844,0,0.094715118813411,-0.0409414976585321,0,0,0,0,0,0,0,0,0,0.125000266658381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00625375827631384,0,0,0,0,0,0,0
X002236.SZ,0,0,0.189239027571071,0,0,0,-0.0995785693257094,0,0.208278603044426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610705723399072,0,0,0,0,0,0,0,0.0642835278109185,0,0,0,0,0,0,-6.93889390390723e-18,0.227067821274267,0,0,0.0020769227697203,-0.192993030909896,0,0.0214832788826039,0,0,0.0100396014127006,0,0,0,0,0,0,0
X002475.SZ,0,0.113208855273614,0,0,0,0,0,-0.0129441581567048,0.00227861502858822,0,0,0,0,0,0,0,0.0474922283172263,0.113338939850817,0,0,0,-0.255191043685396,0,0.0138484881861348,0,0.374006362519605,0,0,0,0,0,-0.0215083377204407,0,-0.0216773309833913,0,0,0,0,0,0,0,0,0,0,0,0,0.069508762462739,0.401414111034739,0,0,0,-0.0501188063383719,-0.00384952255330407,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0862176758444351,0.0631435059998298,0,0,0,0,0,0,0,0,0.0432680087265176,0.155468228428974,0,0,0,-0.00501285688190707,0,0,0,0,0,0,0,0,0,0,0,0,0.0726334726661962,0,0.0782477828041103,0,0,0,0,0,0,0,0.0633065208108385,0,0,0,0,-0.00480398284818306,0.0182003636365534,0,0,0,0,0,0
X002241.SZ,0,0,0.167976541960691,0,0,0,0,0,0,0,0,-0.124248528322636,0.0425815530554148,0,0,0,0,0.376784406688021,0,0,0,0,0,0.124937917380764,0,0,-4.33680868994202e-19,0,0,0.0519964575091124,0,0,0.12168393782866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141605510380425,0.0407192238370073,0,0,0.0175568445234406,0,0,0,0,0,0,0
