,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X002475.SZ,X000063.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X600703.SH,X601877.SH,X002241.SZ,X000100.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X600271.SH,X002179.SZ,X000625.SZ,X300124.SZ,X600498.SH,X600867.SH,X002463.SZ,X002129.SZ,X002008.SZ,X300136.SZ,X300014.SZ,X000977.SZ,X600177.SH,X300146.SZ,X002506.SZ,X002049.SZ,X000050.SZ,X000066.SZ,X600487.SH,X600066.SH,X002371.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.39183774704347,0,0,0.0808123572533777,0,0,0,0.0928440400548568,0,0,0,0,0,0,0,0,0.0470131953875924,-0.0573577243777994,0.0283390403172123,0.0379852136507527,0,0,0,0,0,0,0,0,0,0,-0.0239302357138929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00910917974314125,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.183910760752009,0,0.162978601356754,0,0.266303805232925,0,0,0.116571466781449,0,0.0769353341279335,0.0820570547948778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126084524617933,0,0,-0.104385576761964,0.0355071887091355,0,0,0,0,0,0,0,0,0,0,-0.0224729882848118,0,0.0869848550504166,0,0,-0.0116039398760264,0,0,0,0,0,0,0
X000651.SZ,0,0.0203835106857198,0,0,0,0,0.197301907561084,0,0.198660695557764,0,0,0,0,0,0.0331022350344346,0.102980443132345,0,0,0,0,0,0,0,0,0.0703606140284943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296245197448709,0,0.048874227797077,0,0,0,0.0049180304669506,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.06444221319945,0,0.0410360063206261,0,0,0,0,0,0,0.19401763244851,0.0506025170605969,0,0,0,-0.0533743533038673,0,0,0.082019519860535,0.218255585541086,0,0,0,0,0,0,0.148262262564719,-0.0419757335861975,0,0,0,0.0472163859852468,0,0,0,0,0.118415203478695,0,-0.0792301300382586,0,0,0,2.16840434497101e-19,0,-0.0172874526104409,-1.73472347597681e-18,0,0,0,0,0,0
X002415.SZ,0,0.156295685795592,0,0,0,0,0,0,0.160734478466655,0,0,0,0,0,0,0,0,0.115315211634378,0,0.186496820705768,0,0,0.217695442288078,0,0,0,0,0,0,0,0,0,0,-0.0506634736739258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240887415010855,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531474956145542,0.160845154348937,0,0,0,-0.0172498931434774,0,0,0,0,0,0,0,0,0.120885122319796,0,0,0,0,0,-0.000614816356047975,0,0,0,0,0,0,0,0.0510039860083916,0,0,0,0,0,0,0,-0.0318136896600852,0,-0.0175928765231881,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.00990892608322368,0,0,0,0,0,0,0.26118687042668,0,0,0,0.148047334269489,0.27265154736176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631645570899004,0,0.0330695312523421,0,0,0,0,0,0,0,0.0303473303083781,-0.0823889868190884,0,0,0,0,0.0773490557955024,-0.032072932797172,0.0734137226686158,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155016954177586,0.156958583796526,0,0,0.00575681630986626,0,0,0,0,0,0,0,0,0,-0.0389326172377495,0.0602508267434033,0,0,0,-0.0346687265087873,0,0,0,0,0,0.257063128940936,0,0,0,0,0,0,-0.0287627629575468,0.0726278408784977,0,0,0,0,0,0
X002475.SZ,0.114872961315855,0.251765075716883,0,0,0.275042633525702,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553807529179565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120269890784183,0,0,0,0,0,0,0.269781536583863,0,0,0,0,0,0,0,0.0189205246317956,-0.00236409895869298,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0725523777253507,0,0,0,0,0,0,0.0769440426743073,0,0,0.0425002967684756,0.294426015529672,0,0,0.1157536116012,0,0,0,0,0.0311153641866661,0,-0.150007343880172,0,0,0.678313629146472,0,0,0,0,0,0,0,0,0,0,0.0891101151600431,0,0.0714376773265352,0.0365030663448046,0,0,0,0,0.0196948843590716,0.0984842355222459,0,0,0,0,0,0
