,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X002129.SZ,X000338.SZ,X600118.SH,X000157.SZ,X600703.SH,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X002236.SZ,X600066.SH,X600582.SH,X002292.SZ,X000800.SZ,X300124.SZ,X601877.SH,X000977.SZ,X600839.SH,X600060.SH,X000581.SZ,X000869.SZ,X000623.SZ,X002475.SZ,X002294.SZ,X000568.SZ,X000559.SZ,X000550.SZ,X002456.SZ,X002007.SZ,X002465.SZ,X300146.SZ,X600867.SH,X300003.SZ,X600435.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.138569016730165,0,0,0,0,0.0518683201119816,0.0942339581926241,0,0,0,0,0,0,0.209379668459817,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0274135299795886,0,-0.0165757597698983,0,0,0,0,0,0,0.0484509340864193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287897681273883,0,0,0,0,0,0
X600104.SH,0,0,0.162319328983772,0.0883187854761018,0,0,0.125549659979235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687184543934528,0,0,0,0,0,0,0,0,0,0,0,0.0284557741573282,0,0,0.0944392417904842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.231945605091437,0,0,0,0.0312548545845704,0,0,0,0,0.0538346095583967,0,0,0,0,0,0,0,0.0320321135921728,0,0.0739190454741613,0,0,0,0,0,0,0,0,0,0,0.101088190353498,0,0,0,0,0,0,0,0.0277457324313645,0,0.222338409494417,0,0,0,0,0,0,0,0,0,0.0070161485035921,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134851076073523,0.0770599990361657,0,0,0,0,0,0,0,0.110424208973899,0.0473690856793059,0,0,0,0,0,0,0,0,0.145411702876325,0,0,0,0,0,0,0,0,0.0129823610914985,0,0.269066477555778,0,0.219182940609146,0,-0.0137379419914402,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0369443429257251,0,0,0.00428210867831747,0.111649633760888,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.00155653790681062,0,0,0,0.000333381605213488,0,0,0,0,0,0,0,0,0.0694135844597192,0,0,0.177885934019844,0,0,0,0,0.324193736806626,0,0,0,0,0,0,0,0,0,0,-0.0267198991398976,0,0,0,0,0,0
X000625.SZ,0,0,0.012354612269561,0,0.338929152055198,0,0,0,0,0,0,0,0,0.0345866988269785,0,0,0.0491000076097735,-0.131630670313995,0,0,0.00993986217118223,0,0.103101043084894,0,0,0,0,0,0,0,0,0,0,-0.012629861593681,0,0,0,0,0,0.078332988886026,0,0,0,-0.126052278538396,0,0,0,0,0,0,0,0.00561276632711284,0.0252525063801077,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0925509997194106,0.0527892787283888,0,0.0767567845100809,0,0,0,0,0.0265399186967793,0.0164318279360075,0,0,0.0602380782591924,0,0,0,0,0,0,0,0.0302178938152692,0,0,0,0,0,0,0,0.0540867624658642,0.064809030507093,0,0,0.0454671360372839,0,0,0.0747751439123017,0.0117574059741084,0,0,0,0,0,0,0,0,0.205031085017081,0,0,0.0396320550156665,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0866844003010513,0,0.532940751780777,0,0,0.0479303709151475,0,0,0,0,0,0,0,0,0,0,0,0,0.0496506903675944,0.150161797693014,0.00529482800163304,0,0,0,0,0,0,0,0,0.073497480894223,0,0,0,0,0.0115973759889621,0,0,0,0,0,0,0,0,0,0,0.014195621536242,-8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.120570539774496,0,0,0.0427240916112625,0,0.0388857783340029,0.00061379662065337,0,0,0,0,0.035506957763176,0,0.0287268705984349,0,0,0.0316276839800684,0,0,0,0,0,0,0,0,0.0534035924777416,0,0,0.14834501322403,0,0,0,0.241154274974882,0,0,0,0,0,0.0894925098307905,0,0,0,0,0,0.00490593662998893,0,0,0,0,0,0,0
X600276.SH,0.00662395478078242,0,-0.0164832375514635,0,0,0,0,0.0577404384002836,0,0,0,0,0,0,0,0.00625543731025835,0,0,0,0,0,0.00077706950085019,0,0,0.0469354144798988,0,0.056568972416367,0,0,0,-0.0540861337703509,0.0978987239613319,0.0213932382449302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202681192745978,0.0266607519386679,0,0,0,0,0,0
