,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X300124.SZ,X002304.SZ,X003816.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X600031.SH,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X600703.SH,X002241.SZ,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002463.SZ,X002007.SZ,X600522.SH,X002028.SZ,X000800.SZ,X601799.SH,X600460.SH,X300142.SZ,X002074.SZ,X002294.SZ,X600418.SH,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0645363842607531,0,0,0.116921204687336,0.309832985819467,0,0.00707807637593515,0,0.00485033915039831,0,0,0,0,0,0,0,0.0046647521829086,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460780403383018,0,0.0353033004872896,0,0,0,0,0,0,0.147256101168249,0,0.0718219095372635,0,0,0,0,0.0202480391751717,0,0,0,-0.00859585311273642,4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0.135562755396408,0,0,0,0.17154546957538,0.301732536188789,0,0.0242119270112814,0,-0.00766960836321577,0,0,0,-0.080617361012717,0,0,0,0,0,0,-0.00275023096107088,0.0375958303760465,0.058713839976682,0,0,0,0,0.0935939618187987,0,0.0360248922389692,0,0,0,0,0.00780730694437352,0,0,0,0,0.0282433519259589,0,0,0,0,0,0,0,0,0,0,0,-0.00391469801348135,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.16868288838125,0,0,0,0,0,4.33680868994202e-19,0,0.0914048251152553,0,0,0,0,0.0498358695318317,0,0,0,0.0847082773283249,0.114131487832028,0,0,0,0.165019495684279,0,0,0,0,0,0,0,0,0,0,0,0.0103227362007696,0,0,0.0646560584045533,0,0,0,0,0,0.0367652843258165,0,0.0429852974104558,0,0,0.00289192346402937,0.0328705214718894,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.161249510579447,0,0.00255167077217154,0,0,0,0,0,0.00733419257903052,0,0.123769999868548,0,0,0,0,0,0,0,0,0,0,0,0.162265481968425,0,0,0.020841027032699,0,-0.0494535242491837,0,0,0,0.0836975117293983,0,0,0,0,0,-6.7762635780344e-21,0,0.134176202682992,0,0.00364069224889398,0.078094603063134,0,0.0176513153519469,-0.0246870544099084,0,0,0,0,0,0
X600809.SH,0.0223499336573966,0,0,0,0,0.4889476643113,0,0,0,0,0,0,0,0,0,0,0.260150619462849,0,0,0,0,0,0,0,0,0,0,0,0.102822302338515,0,0,0,0,0,0,0,0,0.0707582296282604,0.058732385507862,-0.0531720235421257,0,-0.0626215611186259,0,0,0,0,0,0,0.014198938300737,0,0,-0.0288722553489939,0.0252336183722072,0,0,0,0,0,0
X000568.SZ,0,0.360224287502055,8.67361737988404e-19,0,0.52673075857669,0,0,0,0,0,0,0,0,0,0,-0.0209163471031994,0,0.0463250561461501,0,0,-0.0372918606991114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123392766748838,0,0,0,0,0,0,0,0.0291077744188767,0,0,-0.0527240533004045,0,0,0,0.0104055457380032,-0.000376017955143475,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.218056639975816,0,0,0.0448777960741624,0,0,0,0,0,-0.0700887645421545,0,0.0345338924022875,0,0,0.184023504857451,0,0.046726089478729,0,0,0,0.0527414058802993,0,0.02559541657544,0,0,0,-0.00516114658864803,0.0300688587545299,0,0,0,0,0,0
X600690.SH,0,0.0100572803190604,0,0,0,0.196261401154304,0,0,0.119362718961814,0,0,0,0,0,0,0,0.105837812914377,0.0754977476958525,0,0,0,0.0887870276161892,0,0,0,0,0,0,0,0.042604819901923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227677496286381,-0.00257305340760815,0.0294961891281289,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.491236156403627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131476076607805,0,0,0,0,0,0.112361710847282,0,0,0,0,0.223547926492688,0.0087319770348723,0,0.111495696665236,0,0,0.0459629437761646,0,0.0242832215434469,0.0981905866135449,0,3.46944695195361e-18,0,0,-0.025059627662113,0,0,0,0.0979611709945364,-0.190826408057893,0,0,0,0,0,0
X000625.SZ,0,0,0,0.146934248866449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382443769310876,0,0,0,0.0685147952923739,0,0,0,-0.0590935369012835,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130828729664301,0,0,0,0.321836739015465,0,0,0,0.0080628557200381,-0.0132572261969406,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.245028007883924,0.0828218910187728,0,0,0,0,0,0,0.0654000604902599,0,0,0,0.0439200263253325,0,0,0,-0.261050011716782,0,0,0,0,0,0,0.120751547864804,-0.00711021146576107,0.0801450482299703,0,0,0,0,0,0,0,0,0.0402491690353665,0,-0.0632300793749335,0,0,0.307004725163523,-0.0903814475975178,0,0,0,0,0,0.00585697817362601,0.0121494079469239,0,0,0,0,0,0
X002304.SZ,0,0,0.0446095279576884,0,0.103136754997748,0.316522143969135,0,0,0,0.0366442117478177,0,0,0,0,0,0,0,0,0,0,0.0980149256247569,0.115538368659097,0,0,0,0,0,0.0475191232040019,0,0,0,0,0,0,0.0376776396888746,0,-0.0231927081028824,0,0,0,0,0.0427987760620753,0,0,0,0,0,0.023752164194052,0.0311473849815025,0,0,-0.0182307651671783,-0.0145467679711568,0,0,0,-0.03625376594422,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0476130592364613,0,0,0,0,0,0,0,0.069754409950995,0.025814016232992,0,-0.110281636381214,0,0,0.0673741267399146,0,-0.094310992166449,0,-0.0358339096016715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566839195148282,0,0,0,0,-0.0164114086500681,0.00304797895864766,0,0,0,0,0,0
X600104.SH,0.234973465487379,0,0,0,0,0.0324540737144336,0,0,0,0.0157285345467368,0.118106985588594,0,0,0,0,0,0,0,0,0,0,-0.060280423472782,0,0,-0.0147074552107377,0,0,0,0,0,0,0,-0.0970372983646159,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226685407823309,0.0941273543183419,0,0,0,0.00773745918974773,0.024500061589805,0,0,0,0,0,0
X000725.SZ,-0.0653361924365003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534744131728943,0,0,0.0120511713363366,0,0,0.0430330309220258,0,0,0,0,0,0,0,0.0306950342143826,0.0700962398104281,0,0,0,0,0,0,0,0,0.0565605166098862,0,0,0,0,0,0.00286670513864327,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0758363138182242,0,0,0.107108380077967,0,0,0,0,0,0,0,0,0.0791599351181252,0,0,0,0,0,0,0,0,0,0,0,0,0.299617866247955,0,0,0,0,0,0,0,0,-0.0780571457954612,0,0,0,0,0,0,-0.0299879880571379,-3.46944695195361e-18,0,0,0.0295428586388707,-0.0122901542255009,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.558057480940068,0,0,0,0,0.0438532503572514,0,0,0,0,0,0,0,0,0,0,0,0,0.0659323889894867,0,0,0,0,0,0,0.184431819190352,0,0,0,0,0,0,0,0,0,-0.0600770109862896,0,0,-0.0645119953077015,0,0,0,-0.0227535649029586,-0.0251618547750111,0,0,0,0.00698339996735854,0.0028965999506791,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.189458723313325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589515044298836,0,0,0,0,0,0,0,0,0,-0.00626426081780151,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371201511577827,0,0,0,0,0,0,0.404126867716877,-0.148384183050863,0,0,0,0,0.0346432687801814,0.176746523170612,0,0,0,0,0,0.0713672703547531,0,0,0,0.00624784819938154,0,0,0.090132042996376,0,0,0,-0.0147377357288696,0,0,0,0.138569109385554,0,0
