,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000568.SZ,X003816.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002241.SZ,X002007.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002371.SZ,X300142.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000157.SZ,X600584.SH,X000625.SZ,X002049.SZ,X000977.SZ,X300136.SZ,X000800.SZ,X002456.SZ,X002414.SZ,X002179.SZ,X002463.SZ,X000066.SZ,X002185.SZ,X002008.SZ,X600118.SH,X002223.SZ,X600522.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00770014345443149,0.142676504600734,0,0,0,0,0,0.0656219500092798,0,0,0,0.0692213324976507,0,0,0,0,0,0.0618842705735986,0,0.20120913638169,0,0,0,0,0,0,0,0,0,0.0100405618812262,0,0,0,0,0.0188198768579411,-0.0307111880429627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00622974107828664,0.0050899757582989,0,0,0,0,0,0
X000858.SZ,0.136723645137241,0,0,0,0,0,0,0,0.0540461120569924,0,0,0,0.276762446219836,0,0.126193981399389,0,0,0,0.0772933823590161,0,0,0,0,0,0.14131799732789,0,0,0,0.0229171491457319,0.0531624857052394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100646068237751,0,0,-0.0120445721605659,0,-0.00241271956531692,0,0,-0.00984096683963278,0.0149320731036731,0,0,0,0,0,0
X600276.SH,0,0.116249197701161,0,0.0598106514152305,0,0,0,0,0,0,0,0.327598045657411,0,0,0,0,0,0,0,0,0,0,0,0,0.0759114537059754,0,0.18701260975045,0,0,0,0,0,0,0.0126396914636289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0618019600914103,0,0,-0.0105344495790937,1.97170127649177e-06,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0588201174192528,0,0,0,-0.0566229896735916,0,0.274470772009757,0,0,0,0,0,0,0,0.00959996147810693,0,0,0,0,0,0,0,-0.0714482011440231,0.0393659805953092,0.0405426983690935,0.133428161900498,-0.0328428550260873,0.0459083354806993,0,0,0,0,0.073825145212626,0,0,0,0,0,-0.0302097072193644,-0.0134974700280344,-0.0106174214213442,0,0,0,0,0,0
X000651.SZ,0,0.0380514221348731,0,0,0,0,0,0,0,0.223424910237608,0,0,0,0,0,0.220211753715656,0,0,0,0,0,0.0072939591250497,0,0,0,0,0,0,0,-0.0372049589439226,0,0,0,0,0,0.0643888971602457,0,0,0,0,0,0,0,0.0206872427573859,-0.0342153489189571,0.0407137330242821,0,0,0,0.0275669682551697,0,0.00401359030508536,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667009216526044,0,0,0.0131264393606348,0,0.154296447809438,0.0758713770477625,0,-0.0407061599087778,0,0,0,0,0,0,0,0.0891473228988533,0,0,0.364249786295704,0,0.000579657520123621,-0.00614109450568083,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0088901157838732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039316216120153,0,0.0882561687795547,0,0,0,0,0,0,0.424638567805021,0,-1.73472347597681e-18,0,0,0,0.0629548320033174,0,0,0.0765023180229217,-0.012091434971353,0,0,0,0,0,-0.0503800282700434,0.0041082323444416,-0.00120957936359233,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529529496956902,0,0,0,0,0,0.0517106723118241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136252865629556,0,0.197847050275123,0,0.0376416068685135,0.0143764724750722,0.191513227881372,-0.0334551949978122,0.0265834789395701,-0.0363826752761359,0,0,0,0,0,0
X002304.SZ,0,0.336117906924986,0.025876921836469,0,0,0,0,0,0,0,0,0,0.14051262982497,0,0,0,0.26280662166385,0.00727473337550664,0,0,0,0,0,0.019449085966588,0,0.046272378366765,0,0,0,-0.0283275269925571,0,0,0,0,0,-0.0281175452973536,0,0,0,0,0,0,0,0,0,-0.0957252605223395,0,0,0,0,0,-0.00756649304138654,0.0103049528622095,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.151571617462359,0,0,0,0.113606492003702,0,0,0,0.00832299908580821,0,0.0719995889891168,0,0.00467607390755494,0,0,0,0.0567206184952958,0,0,0,0,0,0,0.0543728131483795,0,0,0,0,0.165711956076047,-0.0535539469290728,0,0.0569766286519224,0,0,0,0,0,0,0,0,0,0.225667391172801,0,0,0,0,0,-0.0162204080987782,0,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.0662577212281578,0,0,0,0,0.0221587341967089,0,0,0,0,0,0,0,0.101551496737489,0,0,-0.0276670479641927,0,0.382702111268182,-0.0226630800598628,0,0,0.135923155935119,0,0,0,-0.052669936530322,0.0487508559134312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103082199652082,0,0,0.00199530085405809,0.0053943643881921,0,0,0,0,0,0
X000661.SZ,0,0,0.0115974063320019,0,0,-0.0154057176638902,0,0,-0.0138162156549193,0,-0.135501565184637,0,0,0,0,0,-0.058635778276891,0,0,0.100047484714891,0,0,0,0.202290112923021,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.160627069340478,0,0,0,0,0,0,0.224804406010636,0,0,0,0,0,0,0,0,0,0.0125864316992555,0.00661177887371735,-0.0134534849671316,0,0,0,0,0,0
X000568.SZ,0,0.806155511752415,0,0,0,0,0,0,0.00439872546054329,0,0,0,0,0,0,0,0,0.00895183357008646,0,0,0,0,0,0,0,0,0,0,0,-0.0566580090572008,0,0,0,0,0.039318591660051,0.150495850705193,0,0,0,0,0,0,-0.0248595980207875,0,0,-0.0710978196135461,0,0,0,0,0,0,-0.0131200616415711,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0833202636320435,0,0,0,0,0,0,0.00468751622592084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999202500194641,0,0.0111678550777062,0,0,0,0,0,-0.00182059521138255,0,-0.0097191694063067,0,0,0,0,0,0,0,0.0174778972786177,0,0.0702677142473573,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X600809.SH,0,0.156842653758285,0,0,0,0,0,0,-0.166985328291532,0,0,0,0.435838730012852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150801412618496,0.0188700702063197,0,-0.0969482007142179,0,-0.052889637199913,0,0,0,0,0,0,0,0,0,0,0.0204733196498483,0,0,0,-0.0313144582797059,0,-0.00612845020030118,-0.00142163370463449,-0.0101874526471327,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0687592842507048,0,0,0,0.103587982615513,0,0,0,0,0,0,0,0,0.0655539834950228,0,0,0,0,0,0,0,0,0,0,0,-0.00219564825929639,0,0,0,0,-0.156767240837374,0.112400614027907,0,0,0,-0.0592250472087801,0,0,0,0.0480648785945088,0,0,0,0,0,0,0,0.00789069133886127,0.0022220519216468,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.0439391206700065,0,0,0,0,0.217758770399042,0,0.0296471392703754,0,0,0,0.0309650270277156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00472788914636475,0,0,0,0,0,0.0630597083263168,0,0,0,0.121910485256277,0,0,0,0.0897747416086734,0,0.062951374293694,0,0.0266977263621867,0.0962117186189399,0.023925696299313,0,0.00264096040400396,-0.00138414247355131,0,0,0,0,0,0
X600703.SH,0,0.10253054041266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955682383248106,0,0,0.271743215309857,0,0.123040659418088,0,0,0,0,0,0.0890507592490957,0,0,0,0.190745834258566,0,0,0,0,0,0,0.189622377579369,0,0,0,0,0,0,0,0,0,0,0.0156472940730523,0.00554091271893359,0,0,0,0,0,0
X002241.SZ,0,0,0,0.334112170361788,0,0,0,0,0,0,0,0,0,0,-0.168745169988649,0,0,0.343038094826228,0,0,0,0,0.148467785546041,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.207142526899134,0,0,0,0,0.0693101593973502,0,0,0,0,0,0.00554277298130194,-0.0120212800258974,0.0113738620480438,0,0,0,0,0,0
