,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X000625.SZ,X002129.SZ,X300124.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X600522.SH,X000661.SZ,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X600884.SH,X600741.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X601799.SH,X600563.SH,X002236.SZ,X002176.SZ,X600584.SH,X600487.SH,X002414.SZ,X000800.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0406680424362764,0,0.166452252409076,0,0.0493074440904089,0,0,0.101930794038422,0,0,0,0,0,0,0,0,0,0.0535505363451309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411272413818276,0,0.00132090271309667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.379667708458408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173213351631943,0.0536782485902664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178339452226909,0.0844396786475506,0,0,0.0566077489125474,0,0.0419007516600565,0,0,0,-0.0302031503694445,0,-0.0629854306894081,0.00628969702328377,0.00769714764954519,0,0,0,0,0,0
X600809.SH,0,0,0,0.657195652892094,0.0365685619833902,0,0,0,0,0,0,0.00322971060570253,-0.0335549993304036,0,0,0,0,0,0,0.0568205923892366,0,0,0,0,0,0,0,0,0,0,0,0,0.0560725420187814,0,0,0.0148830919515106,0,0,0.0363996266979338,0,0,0,0.0171866462771079,0,-0.208632250886118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.16474209745187,0,0,0,0.0395952030377035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129040702207253,0,0,0,0,0,0.0131529455179032,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.449776559432868,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159550683967702,-4.33680868994202e-19,0.0374561491993709,0,0,-0.0295489063344041,0,0
X002415.SZ,0,0,0.00956910107250142,0,0,0.457182378353287,0,0,0,0,0,0,-0.15070895019574,0,0.155764194410386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745294635404773,-0.0140341845023327,0,0,0,0,0,0,0.121308341802377,0,0,0,0,0,0,0
X002304.SZ,0,0,0.130531148510247,0.0880620402909229,0.00449182462099219,0,0.0680097882915076,0,0,0,0,0,0,0,0,0,0,0,0.141825725158772,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8584774526981e-05,0,0,0,0,0,0.149955720787336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02598228437211,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00842247799484112,0.0194508552741171,0,0,0.0378076672040142,0,0,0,0,0,0,0,0,0,0.00688589853614222,0.0326298163895205,0,0.132811000141142,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.189306770943889,0.0325038050170886,0,0,0.139270122478232,0.269837629796548,0,0.0215709432466279,0,0,0,0,0,0.128537406417683,0,0,0,0,0.034885483147056,0,0
X600690.SH,0,0,0,0,0,0.138368424916041,0,0,0,0.358238007288931,0,-0.082772394086294,0,0,0,0.0790918075679494,0,0,0,0,0,0.178424012612474,0,0,0,0,0,0,0,0,0,0.126673716742219,0,0,0,0,0,0,0.00496330569180641,0,0,0,0,0,0,0.0910135784827141,0,0,0,0,0,-0.022678810889296,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0734199520944423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149509642860031,0,0,0,0.129365137638736,0,0,0,0.0422619073575775,0.136842302509311,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.115334235431999,0,0.121313818989447,0,0.12889783880146,0,0,0,0,0,0,0,-0.0681749534039784,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474925528567572,0,0,0.126610042294339,0,0,0,0.0592727800124864,0,0,0.143124742985659,0,0,0.0195384739193562,0.0895529475370041,-0.111000573379714,0,0,0,0,0,-0.068585702558534,0,0,0,0,0,0,0,0,0.0470236088905131,0,-0.0308309778262363,0,0,0,0,-2.16840434497101e-19,0,0.00442707759008793,0,0.0785446506804291,0,0,-0.00858315474828464,0,0
