,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X000661.SZ,X000063.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000800.SZ,X601877.SH,X000157.SZ,X002236.SZ,X002414.SZ,X300003.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002294.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0691348816456372,0,0,0,0,0,0.255326214941397,0,0,0,0,0,0,0,0,0,0.0493834168615453,0,0,0,0,0,0,0,0,0,0.0629699439448422,0.0339222571509574,0,0,0,0,0,0,0,0.00471556380861369,0,0,0,0,0,0,0,0,0.10958740941203,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.2600836014673,0,0.382843885476343,0,0,0,0,0,0.0643466307143877,0.031687297137462,0,0,0,0,0,0,0,0,0,0.00830313467211032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093516263423489,0,0,0,0,0.0230192227057362,0,0.040331565451821,0.0336349822096048,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.158695762916026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088219180313679,0,0,0,0,0,0,0,0,0.0193881692521975,0,0,0,0,0,0,0,0,0.237600852762794,0,0,0,0,0,0,0.0090142107740988,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345080902857063,0,0,0,0.083307282875086,0,0.0348422519614735,0,0,0,0,0,0.0369330530693337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021899569562106,0.0403803913756663,0,0.098661663767072,0.120061702031895,0.0320107716060185,0,0,0,0.0158963755250795,-0.0104102149030839,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0717222641933808,0,0,0,0,0,0,0,0,0,0,0,0.26389209648731,0.0398930076618082,0,0,0,0,0,0,0,0,0,0,0.072374786925021,0,0,0,0,0,0.088423731969612,0,0,0,0.0240534679699502,0,0,0,0.114776578402804,0,0,0,0,-0.0452028302998145,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.030564854380286,0,0,0.044807815376223,0,0,0,0,0,0,0,0.0766122929542096,0.0585091728713907,0,0,0.182865305978241,0,0,0,0,0,0,0,0.100059080045703,-0.00898992059091742,0,0,-0.0157747583049675,0.0707849746038604,0,0,0,0,0,0,0.0234972258066267,0,0,0,0,0.00279420153948937,0,0,0,0,0,0,-0.0481768291598122,-0.0130478237583742,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0746229118311687,0,0,-0.00387045805466742,0,0,0,0,0,0.107115425390543,0,0,0,0,-0.0606680218717619,0,0,0.143098718292149,0,0,0,0.047627574092553,0,0,0.143960676775244,0,0,0,0,0,0,0.0277942417076133,0,0,0,0,0,0,0,0,0,0,-0.022810920903628,1.0842021724855e-19,0,0,0,0,0,0
X000568.SZ,0,0.104733390747197,0,0,0,0,-0.0482306262532947,0,0.57794048281469,-0.257300752144244,0,0,0,0,0,0,0.164272021491469,0.18014006704689,0,0,0,0,0.035264262817862,0,0,-0.0372596820452985,0,0,0,0,0,0,0,-0.0351070318236013,0.0538474966891861,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144401144750909,0,0,-0.0167157511865731,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.42276619962521,0,0,0.257762117500234,0.0407112038975488,0,0,0,0,0,0,0,0,0,0,0,0,0.0016546930921042,0,0,0,0.0891363724890811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222146930838271,0,0,0,0,0,0,0,0.0300729804672516,0.0176898170990102,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286065901487366,0,0.234947424035667,0,0,0,0,0.023354370310136,0.100459000560401,0,0,0,0,0,0,0.337635428521212,0,0,0,0,0,0,0,0,0,0,0,0,0.0105575672024921,0,0,-0.018873407008458,0,0,-0.0206843737242648,0.0184391075292942,0,0,0,0,0,0
