,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X000725.SZ,X300014.SZ,X600031.SH,X002241.SZ,X002371.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X002129.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600460.SH,X600089.SH,X002180.SZ,X000661.SZ,X002074.SZ,X600702.SH,X000157.SZ,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X600522.SH,X600779.SH,X002414.SZ,X002008.SZ,X000977.SZ,X601799.SH,X600584.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.642530007210135,0,0,0,0.0101450060532322,0,0,0,-0.0131991244573561,0,0,0,0,0,0.0128150593572959,0,0,0,0,-0.01572632776588,0,0,0.0545373646633023,0,0,0,0,0,0,0,0,0,0,0,0.0776353916604929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256155109036721,0,0,0,0,-0.0129694133647961,0,0
X000858.SZ,0.293813244147336,0,0,0.11445212386629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718473219218527,0,0,0,0,0,0,0,0,0,0.0701626821534489,0.088317396119158,0.01832992995131,0,0,0,0.0473010854469018,0,0,0,0.0194119364536075,0.0903037305940742,-0.102854106296857,0,0,0,0,0.149879220186192,0,0,0,0,-0.00582991138207669,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0562460249473177,0,0,0.316493905302514,0,0,0,0,0,0,0.119372327488222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591117297085985,0,0,0,-0.0520218539438714,0,0,0.241923399086923,0.0792358435392758,0,-0.0564895291431269,0,0,0,0,0,0,0,0,0,-0.030195229180681,0,0,0,0,-0.0345807271985469,0,0
X600809.SH,0,0.164942362233229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617081968339957,0,0,0,-0.193275083811862,0,0,0,0,-0.0762929901538478,-0.124415692254896,0,0,0,0.0266890914960277,0,0,0,0,0.350207293108735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0276216132873584,0,0
X000568.SZ,0.238424258462417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259738969040395,-0.0158593794077682,0,-0.113135829330693,0,0,-4.33680868994202e-19,0,0,0,0.104841888820635,0,0,0,0,0,0,0,-0.032884315189861,0.368972444341662,-0.15938586115312,0,0,0,0,0,0,0,4.33680868994202e-19,0.00658619957450303,0,0,0,0,0,0
X002475.SZ,0.0182258726373358,0,0.134644292264981,0,0.0824177699256614,0,0,0,0,0,0,0,0,0,0.354178536079478,0.0246573586593046,0.134799154719806,0,0,0,0,0.0499050776667439,0,0,0,0,0,0,0,-0.0131333347277599,0,0,0,0,0,0,0,0,0,-0.125618311654331,-0.0870406070503483,0.142388722075309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00326173076149063,0,0
X600690.SH,0,0.0366324556491998,0,0,0,0,0,0.0848559262909823,0.148857784694538,0.0919722770542652,0,0,0,0.322979134207398,0,0,0,0,0,0,0.128998034584397,0,0,0.0161655073184799,0,0,0,0,0,0.0686844886179675,0,0,0,0,0,0,0,-0.0110652060654332,0,0,0.0269559274575306,0,0,0,0.0417013453234766,0,0,0,0,0,0,0,-0.0225010252688638,0,0,0,0,0,0
X600276.SH,0,0,0.0951066554652647,0,0,0.160135844716508,0.131385848653587,0,0,0,0,0,-0.115073383356771,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210579752886111,0,0,0.0858767546398314,0,-0.0555622487959101,0,0.0506834399638005,-0.0487595266977115,0,0,0,0,0,0,0.087953864674985,0,0,0,0,0,0,0.0103445878402771,0,0,-0.0267769886968866,0,0,0,0,0.009654502898317,0,0
X002304.SZ,0,0,0.111170653235109,0,0,0,0.14552981316974,0,0,0,0,0,0,-0.01401176095551,0,0.0423346159323256,-0.0261891640319757,0,0,0.00453205667349978,0,0.0815338681051927,0,0.196219405628151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0855276323396497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243704430775782,0,0
X000651.SZ,0,0,0,0,0.102097138256748,0,0,0,0,0,0,0,-0.0295047286298877,0.188330829099647,0,0,0.198750681841308,0,0,0,0,0,0,0.00761278550553007,0,0,-0.00313006852417065,0,0,-0.0212943299600106,0,0,0,0,-0.0375308659783633,0,0,0,0,0,0,0,0,0,0,0.0111533950237722,0,0,0,0,0,0,0,0,0,0,0.00971376883292569,0,0
X600104.SH,0,0,0,0,0.0896257569191641,0.0979895282323654,0,0,0,0,0,0,-0.03594308503548,0.132715225741077,0,-0.119575239518838,0,0,0,0,0.0960158337854431,0,0,0,0,0.109909669271428,0,0,0,-0.0110445121736493,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0227937067400909,0.0156117193267273,0,0,0,-0.0367068817303515,0,0
