,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002129.SZ,X002371.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X002180.SZ,X000661.SZ,X000157.SZ,X002074.SZ,X600702.SH,X002236.SZ,X000733.SZ,X600884.SH,X600522.SH,X000799.SZ,X002414.SZ,X600584.SH,X002008.SZ,X600779.SH,X002007.SZ,X000977.SZ,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.494453902192423,0,0,0,0,0,0.0600953990728638,0,-0.000542718341877217,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.119023628946573,0,0,0,0,0,0,0,0,0,0,0.0181985808484403,0,0,0,0.0475616403285583,0,0,-0.00816885180071517,0,0,0,0,0,0.0723296688318391,0,0,0,0,0,0,-0.0147754974217025,0,0,0,0,0,0
X000858.SZ,0.143450038222493,0,0,0,0.16070029926928,0.0460570129287254,0,0.0495514942606027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680825366632528,0,0,0,0,0,0,0,-0.0264105367531335,0,0.0455895011557129,0,0,0,0.114252887989661,0.01925102508053,0,0,-0.00946523921178551,0.0854813216209608,0,0,0,0,0,0,0,0,0,0.00639418127490132,0,0,0,0,0,0,0
X002415.SZ,0,0.123814359906428,0,0,0,0.0933119939873044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123044889016176,0,0,0.0647878633022903,0,0,0,0,0,2.71050543121376e-20,-0.169210821598538,0,0,0,0,0,-0.134696607900163,0,0,0.089241584520589,0,0,0,0,0,0,0,0.00953495230908816,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.251917391735559,0,0,0.120907775161113,0,0,0,0,0,-0.0150588847803207,0,0,0,0,-0.387187955056369,0,0,0,0,0.0724404627696011,0,0,0,0,0,0,0,0,0,0,0,-0.0306808120543139,0.153414557555106,0,0,0,0,0,0.150693298722949,0,0,0.012466063581352,0,0,0,0,0,0,0,0,0,0,0.00778494443575776,0,0
X000568.SZ,0.186250979738328,0.131178522810627,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327460548523155,0,0,0,0,0,0,0,0,0,0,0,0.0966849227916634,0,0,0,0,0,0,-0.0995241422078273,0.0190870928898861,0,0,0,0,0,0.105914117245352,0,0,0,0,0.0298315712229488,0,0,0,0,0,0
X002475.SZ,0,0.0115295615801092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327401657728474,-0.118211087496903,0,0.183174535448951,0,0,0.071486117308316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881187976853838,0,0,-0.00067639120296689,0,0,0,0,0,0,0,0,-0.0943832137227439,0,0,0,0,-0.086844623002919,0,0
X600276.SH,0,0.0643567016752165,0.0962794956117132,0,0,0.123453427860602,0,0,0.142052805296975,0,0,0,0,0,-0.178116832634731,0,0,0,0,0,0,0,0,0,0,-0.215728162756438,0,0,0,0.0828392824433443,0,0,0,0.0374633963794565,0,0,0,0,0,0,0.0593244427158851,0,0,0,0,0,0.0413231014643389,0,0,0,0,-0.0248811087605939,0,0,0,0,0,0,0
X002304.SZ,0,0.136526623304446,0.0399964044592125,0,0,0,0,0,0.0221692949534232,0,0,0,0,0,0,0,0,0,0,0,0.129964876112942,0.191450464770233,0,0.0814069694600288,0,0,0,0,0,0,0,0,-0.0372558447351618,-0.0303240203968701,0,0,-0.025858844310479,0,0,0,-0.0217631341120358,0,0,0,-0.0665354938834868,0,0,0,0,0,0,0,0.0033060878466492,0,0,0,0,0,0
X600690.SH,0,0.220891847200484,0,0,0,0,0.123353489872958,0,0,0,0,0,0.0866473174072691,0.0434100851103548,0,0,0,0,0.248786549348346,0,0,0.0331756172585346,0,0,0,0,0,0,0,0,0,0,-0.0451515225829131,0,0,0.110141260933315,0.0603220778953316,0,-0.0975376642762511,-0.0361335709893709,0.057575531470184,0,0,0,0,0,0,0,0,0,0,0,-0.0116335840975466,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0732195986363077,0,0,0,0,0,0,0,0.12626932040824,0.270955943983591,-0.0784450981686907,0,0,0,0.043398567708573,0,0,0,0,0,0,-0.0259593506448036,0,0,0,-0.0254362235718005,0,0.00105442307255345,0,0.0370891590226189,0,-0.00248487889316199,0,0,0,0,-0.0298273601767804,0,0,0,0,0,0,0,0,0,0,0.00408982124264379,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.107348619795581,0.0900422184951696,0,0,0,0,0,0,0.138293281884393,0,-0.0568891084832364,0,0,0,0.0822409745110664,0,-0.121760726165057,0,0,0,0.136189503123543,0,0,0,0,-0.0115799216948216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00733563544539091,0,0,0,0,-0.0478226861237708,0,0
X000725.SZ,0,0,0,0,0,0.0305141113802142,0.0409239454873575,0,0.0355352804871206,0,0,0,0,0,0,0,0,0,0.0569828469214997,0,0,0,0,0,0.00657903616630456,0,0,0,0.354235385920222,-0.0391725240724639,0,0.00917463378197018,0,0.021816120475377,0,0,0,0.00154672609304786,0,0,0,-0.0107784931024093,0,0,0,0,0,0,0,0,0,0.00678496765576905,0,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0777887211205345,0,0,0,0,0.223589168856962,0.184025187429952,0,0,0,0.0592263122392512,-0.0138229743079274,0,0,0,0.174128707666827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272043327642288,0,0,0,0,-0.0921114182524671,-0.0172039801156629,0,0.0054483273473674,0,0,0,0.1219636015887,0,0,0,0,0,-0.0279465554422263,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.652464836080753,0,0,0,0,0,0,0,0.0567304260422984,0,0,0.0438467518291117,0,0,0,0,0,0,0,0.130212013551891,0,0,0,0,0.0274154101031869,0,0,0.0705549868480432,0,0,0.281874417815541,0,0,0,0,0,0,0,0,0,-0.0426225092652133,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107346525256025,0,0,-0.00475077681602297,0.170585934067196,0,0,0,0,0,0,0,0,0.124175588074031,0,0.250178699060085,0.261807316462313,0,0,0.128443431740804,0.0151777193526596,0,0,0,0,0,0,0,0,0,0,0,-0.0280760609790044,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0674036190641898,0,4.33680868994202e-19,0,0,0,0,0,0,0.108228870875169,0,0,0,0.0334026314420235,0.156357946885695,0,0,-0.021985839463237,0.0960206791395348,0,0,0,0,0,0,-0.0327803488633782,0.112137291093856,0,0,0,0,0,0.0435998568791195,0,0,0,0,0.0106133552094948,0,0,0,0,0,0,0,0,0,0.0709172414416997,-0.03679821669779,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756378945290862,0,0,0,0,0,0,0.00289351821223648,0,0,0,0,0,0,0,0.216157423976638,0,0,0,0,0.183982839489467,0,0,0,0,0,-0.0228149810742481,0.0370636581553465,0,0.114248271724927,0,0,-0.127208011279199,0,0.0115067825361298,0,0,0,0,-0.00517699370881377,0,0,0,0,0,0
