,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X300124.SZ,X002304.SZ,X003816.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X600703.SH,X002241.SZ,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X002463.SZ,X600183.SH,X002007.SZ,X600522.SH,X002028.SZ,X000800.SZ,X600460.SH,X300142.SZ,X601799.SH,X002074.SZ,X002294.SZ,X600418.SH,X002223.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0574846164659222,0,0,0.18810084911491,0.214141076977718,0,0.0683677287706821,0,0.0120830722132063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555276054622085,0,0,0,0,0,0,0.153043636686393,0,0,0,0.0233358848051514,0.00112270887605537,0,-2.71050543121376e-20,0,0,0,-0.00192004610213269,-0.0080832740225931,0,0,0,0,0,0
X000858.SZ,0.149413523160256,0,0,0,0.13418513726328,0.303213193462589,0,0.0886594362195114,0,0,0,0,0,-0.10328423874428,0,0,0,0,0,0,-0.00244348149459441,0.0440892819591773,0.0834997017416151,0,0,0,0,0.0755308740859201,0,0,0,0,0,0,0.00708654753516831,0,0,0,0,0.0176622202326953,0,0,0,0.00869346607650071,0,0,0,0,0,0,0,-7.33912895821598e-05,-0.00470477189793348,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0965153766683392,0,0,0,0,0,-0.0019758813494275,0,0.14825310044318,0,0,0,0,0,0,0,0,0.0917399291681349,0.0844603959895467,0,0,0,0.171863497938489,0,0,0,0,0,0,0,0,0,0,0.0961026560645735,0,0,0,0.0473502851190602,0,0,0,0,0,0.0425606831110062,-2.16840434497101e-19,0,0,0,0.00940313549902999,0.025796374546553,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.14903613756307,0,0.00371677769775174,0,0,0,0,0,0,0.121529102518398,0,0,0,0,0,0,0,0,0,0,0,0,0.162388279047794,0,0,0.0168414956010306,0,-0.0477144733348308,0,0,0,0.0680579551731292,0,0,0,0,0,0,0,0.14108635580054,0,0.0766687105518092,0.00712963510932892,0,0.0182582199574963,-0.0252420477055697,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.480020626250665,0,0,0,0,0,0,0,0,0,0,0,0.320915804183671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812800505014638,0,0,-0.0366131845511482,0,-0.0535730553275419,0,0,0,0,0,0,0,0,0,-0.0280716026243941,0.0198250932711685,0,0,0,0,0,0
X000568.SZ,0,0.362634617740187,0,0,0.557562555252532,0,0,0,0,0,0,0,0,0,0,0,0.02013969386314,0,0,0,-0.0420078536666795,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344569368376818,0,0,-0.119155472330313,0,0,0,0,0,0.0198145958986552,0,0,0,-0.0460196940075043,0,0,0,0.00870208266567875,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438799218281775,0,0,0,0.199347943673422,0,0,0.0596114751227325,0,0,0,0,0,-0.0647122525903966,0,0,0.0620925627411568,0,0.145146457672209,0,0.0642234116105872,0,0,0,0.0197232379412515,0,0.0335027794206369,0,0,0,-0.00323267928100604,0.0303475785601673,0,0,0,0,0,0
X600690.SH,0,0.0285490636799047,0,0.00460874288028081,0,0.162948500256546,0,0,0.0622095166209943,0,0,0,0,0,0,0,0.0844807971767401,0.142977708589816,0,0,0,0.0575332800842078,0,0,0,0,0,0,0,0.0331700030776666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273583336680905,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.453998732751479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128416522755166,0,0,0,0,0,0.110499439194717,0,0,0,0,0.246946618155467,0.00613656970797226,0,0,0.0757419233343049,0,0.0431580991187449,0,0,0,0.00337748375852411,0.111753610330662,0,0,-0.0065418142352489,0,0,0,0.100733016278522,-0.193088264549488,0,0,0,0,0,0
X000625.SZ,0,0,-0.032758731339153,0.0801742459055809,0,0,0,0,0,0,0,0,0,0,0,0,0.412504392027006,0,0,0,0,0.0934488955524588,0,0,0,-0.168271085381594,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0541677468976721,0,0,0,0,0,-0.0114583653440741,0,0,0,0,0.356998597419025,0.10675946094453,0,0,0.00813259966189336,-0.0205445817516948,0,0,0,0,0,0
