,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X300003.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600867.SH,X600809.SH,X000625.SZ,X600487.SH,X600066.SH,X600271.SH,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X000596.SZ,X300136.SZ,X000661.SZ,X002180.SZ,X000050.SZ,X600522.SH,X002007.SZ,X002508.SZ,X000157.SZ,X002179.SZ,X600498.SH,X002049.SZ,X002038.SZ,X000977.SZ,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0696297976814701,0.361191049771991,0.0939928181951027,0.0569723683296366,0,0,0,0,0.0324679434627007,0,0,0,0,0,0,0,0.00751299900814212,0,2.16840434497101e-19,0,0,0.0823649171916154,0,0,0,0,0,0,0,-0.00981083513862899,0,0,0,-0.0201672401271534,0,0,0,0,0,0,0,0,0.0169234158234191,0,0,0,0,0,0,-1.0842021724855e-19,0.00319155424749312,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.229288768995717,0.0806800585980836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254367518711813,0,0,0.153719377467427,0,0,0,0,0,0,0,0,0,0.0674040922269783,0,0,0,0,0,-0.0689729409594951,0,-0.0649758126866261,-0.105886206738455,0,-0.0192584107730803,-0.00480328106860678,0,0,0,-0.0429536992138112,-0.0739223396563618,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0804077235454199,0,0.0228934953183317,0,0,0,0,0,0,0,0.131823555572026,0,0,0,0,0.112357306878672,0,0,0,0,0,0.162396726735098,0,0,0,0,0.182525006519247,-0.0698614341618572,0.199726739038706,0.0465700132600618,0,0,0,0,0,0,0.0481654111736135,0,0,0,0,0,0,0,0,0,0,-0.00535596865541413,-0.0204707716765938,-0.0785734137544912,0,0,0,0,0
X000858.SZ,0.30039650340344,0,0,0,0.14843986290441,0,0,0,0,0,0.372519266611144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00519113478528482,0,0,0,0,0,0,0,0,0.0122178255437613,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32417125432416e-05,-0.0141229030471759,0,0,0,0,0,0
X000651.SZ,0,0,0,0.39751034758915,0,0,0,0,0,0.333349088958323,0,0.134171591914466,0,0,0.0467966151692033,0,0,0,0,0,0,0.0387908685928337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736008595412729,0.171595553903942,0.0879559152911706,0,0.0150465236883398,0,0,0,0,0,-0.0903619828727581,0,0,0,0.0412008459107505,0.0787291707074538,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0444683320225549,0,0,0,0.00205247693973478,0,0,0.107462923948448,0,0,0.309352133955243,0.146171447125989,0,0,0,0,0,0.0873590586493651,0,0,0,-0.114239604420956,0,0,0.0167376669699453,0,0,0,0,0,0.0732533351264563,0,0,0,0,0,0,0,0,0,0.240254499925963,0,0,0,0,-0.0572808979890822,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.130276068498665,0,0,0,0,0,0,0.156144236593754,0,0.428235350472283,0,0,0,0,0,0,0,0,0,0,0.0077836427674355,0,0,0,0,0,0,0,0,0,0,0,-0.0359944080820545,0,0,0,0,0,0.264327887063081,0,0,0,0,0.0385358866164104,0,0,0,0,0.0337708555921123,0.0227605860853413,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0198567160117417,0,0,0,0,0,0.0108990066327397,0,0,0,0.0822335085058423,0,0,0,0,0,0,0,0,0,0,0.124704941101947,0.169754436790437,0,0,0,0,0,0.118220720306529,0,0,0,0,-0.117220619704661,0,0,0,0,0,0,0.0601846977305168,0,0,0,0,0,0,-0.0125682592933641,0.0281350218955836,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414564175486076,0,0,0,0.0181468211059763,0,0,0,0,0,0,0,0.0595438791770729,1.73472347597681e-18,0,0,0.0879459031006876,0,0.0696649808672428,0,0,0,0,0.169121613958705,0,0,0.320147121780552,0,0,0.0747328470271978,0,0,0,0.123093824650186,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.305666424815396,0.149670050215226,0,0.142809080852744,0,0,0,0.113826313454784,0,0.0442022422988972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404386128558068,0,0.0706087229251904,0.0419001710917051,0,0,0.0421940630296159,0,0,0,0.0353500323583149,0,-0.106540653385808,0.0270221369032612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.50485399693302,0,0,0,0.0823003761505198,0.182140299424407,0,0,0,0.0644799363942667,0,0,0,0.0196352796756828,0,0,0,0,0,0.0508283359162142,0,0,0.0751187710359369,0,0,0,0,0,0,0,-0.057662962461404,0,0,0,0.0426273179530185,0,0,0.0352804422937937,0,0,0,0,0,0,0.0074692736519835,0,0,0,0,0,0,0.00592312196275928,0,0,0,0,0,0,0
X600703.SH,0,0,0.245572246861358,0,0,0,-0.0100222917246923,0,0,0,-0.114876718617376,0,0,0,0,0,-0.174056156516406,0,0.103795352070388,0,0,0.513708655223604,0,0,0,0,0,0,0,0,0,-0.493025738198229,0,0,0,0,0,0,0,0,0,0,0,0.303508507702681,0,0.055050596099434,0,0,0,0,0,0.00259814419011378,0,0,0,0,0,0,0
X600741.SH,0,0.200511466565132,0.0728374723862786,0.379537080299875,0,0,0.0194146613839337,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00851048791572773,0,0,0,0,0,0,0,-0.0542174879803557,0,0,0.016704798298672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156239358279576,0,0,0,-0.0136105645798468,-0.0513318301701624,0,0,0,0,0,0
