,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X000063.SZ,X003816.SZ,X002371.SZ,X600703.SH,X000338.SZ,X002129.SZ,X002049.SZ,X000596.SZ,X000625.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X600741.SH,X000100.SZ,X600089.SH,X002074.SZ,X002180.SZ,X600460.SH,X600702.SH,X000157.SZ,X002236.SZ,X600884.SH,X000799.SZ,X000733.SZ,X601799.SH,X002414.SZ,X002007.SZ,X600779.SH,X600584.SH,X600183.SH,X002008.SZ,X000977.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.597524114538113,0,0,0,0.0417277991352139,0,0,0,0,0,0,0,-0.0644545210552378,0,0.0201258924571468,0,0,0.0227362704521552,0,0,0,0,0.0497603807243676,0,0,0,0,0,0,0,0,0,0,0,0.0654726020327476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00950658974959144,0,0,0,0,0,0,0
X000858.SZ,0.515707288131672,0,0,0.239017501217825,0,0,0,0,0.183179434787535,0,0,0,0,0,0,0,0,0,0,0.0497797849276571,0,0.0279764420502571,0,0,-0.113989551644092,0,0.0550448986889117,0,0.0248538486955149,0,0,0.0775324955016629,0,0,0,0.055085195263625,0,0,0.12620820826169,0,0,0,0,0,0,0,0,0,0,0,0,0.00301090453227243,0.00866571841202745,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.187148234594288,0.0180060961986975,0.196972509838649,0.203818892554115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462020689908132,0,0,0,0,-0.0219430610054759,0,0,0,-0.123105145813631,0,0.157155117144646,0.115549334821838,0,0,0,0.150259286119552,0,0,0,0,0,0,0,0,0.00205176809706546,0.0159145823249213,0,0,0,0,0,0
X600809.SH,0,0.41505947966188,0,0,0.0869742307304254,0,0,0,0,0,0,-0.0204833535446826,0,0,-0.00674637639341012,-0.126627708492228,0,0,0,0,-0.277881322346638,0,0,0,0,0,0,-0.149275883196968,0,0,0,0,0,0,0,0.288729249609575,0,0,0,0,0,0,0.122068026578422,0,0.0329181818129981,0,0,0,0,0,0,-0.00734603667594445,-0.00404662225449252,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0.337735095340068,0,0,0,0,0.0520144305213332,0,0.0125259807491094,0,0,0,0,0,0.392604990919243,0,0,0.18622789328367,0,-0.0413292880253907,0,0,0,-0.0178053905719699,0,0,0,0,0,0,0,0,0,-0.225219231521176,0,0.0892804785115476,0,0,0,0,0,0,0.0247735190988907,0,0,0,0,0.040323371470938,0,0
X002475.SZ,0,0,0.0940837431591603,0,0.0815717871852905,0,0,0,0,0,0,-0.221752966796688,0,0,0.262388622905315,0.303896840438566,0,0,0,0,-0.156605517532572,0,0.0253064079007939,0,0,0,0,0,0,0.064023308542841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401955085543696,0,0,0.0435358694076758,0,0,0,0,0,-0.0200033869093068,0,0,0,-1.73472347597681e-18,0,0
X600276.SH,0,0,0.179605375468116,0,0,0.106959224811759,0,0.118402020348969,0,0,0,0,0.0143979869642634,0,0,0,0,0,0,0.0810474489055428,0.0533228704839087,0.0957106069748149,0,0,0,0,0.0083895562527469,-0.0513626074029285,0.110739151087848,0,0,0,0,0,0,0,0,0,-0.0786192722100936,0,0,0,0.0198968718933305,0.370822145604859,0,0,0,-0.0983036657038022,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,8.67361737988404e-19,0,0,0,0,0.0694625632930412,0,0.131516831047639,0,0.173428095789367,0,0.247201292149527,0,0,0,0,0,0,0,0.0524945737755491,0,-0.0938338220932973,0.0267031121995616,0,0,0,0,0.0344811059647193,0,0.115486577138405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159271810328937,0,0,0,0,0.0664632052240617,0,0
X002304.SZ,0,0.39535142722827,0.123983676419763,0,0,0,0,0,0,0,0,-0.0489857669130547,-0.0367066324174138,0,0,0,0,0,0,0,0,0,0.0176445174304337,0,0,0,0,0,0,0,0.0105483823368794,0,0,0,-0.0229138403553192,0,0,0,0,0,0.123625097312534,0,0,0,0,0,0,0,0,0,0,0,-0.0279093721076459,0,0,0,-0.0772565043996575,0,0
X600104.SH,0,0,0,-0.017818811485216,0.0714461054820263,0.11750213688966,0,0,0,0,0,0,0.195739386837648,0,0.048961686344806,0,0,0,-0.13995205683607,0,0,0,0,0,0.0468601918438934,0,0,0,-0.0449252508039837,0,0,0,0,0,0.0805041310911441,0,0,0,0,-0.0075461186687396,0,0,-0.0012982929545697,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145850974020394,0,0
