,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X002475.SZ,X000568.SZ,X600031.SH,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X000157.SZ,X002129.SZ,X600741.SH,X002007.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002236.SZ,X002414.SZ,X600584.SH,X300142.SZ,X600183.SH,X601799.SH,X000799.SZ,X002074.SZ,X600089.SH,X000800.SZ,X000066.SZ,X300003.SZ,X002008.SZ,X600779.SH,X000547.SZ,X600118.SH,X000050.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.109377786195813,0,0,0,0,0,0,0.157873801762602,0,0,0,0,0,0.0548924187783864,0,0,0,0,0,4.33680868994202e-19,0,0.0271347083945114,0,0,0,0,0,0,0,0,0,0,0,-0.006348838779676,0,0,0,0.0324043819553882,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598303417244282,0.0143118893505308,0,0,0,-0.0101646372482754,0,0
X000858.SZ,0,0,0,0,0,0.258392480451459,0,0,0.117099018654715,0.0865492830066877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292923944837777,0,0,0,0.0323056219806634,0,0,0,0,0.0589065813332699,0,0,0,0,0.106000438715594,0.0403928801010596,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199939404417097,0,0,0,-0.00775459188153038,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362878313302694,0,0,0,0,0,0,0,0,0,0,0.00583215879166744,0,0,0,0,0,0.0130836340824832,0.0660469283586782,0,0,0,0,0,0.03747394968639,0.145179341785022,0,0,0,0.0874813881757246,0,0,0,0,3.46944695195361e-18,0,0,0,0.0034468555656987,0,0,0,0,0,0,0
X600276.SH,0,0,0.117536667275393,0,0.140888307220131,0,0,0,0,0,0,-0.0669231115907856,0,0,0.173318823634899,0.0167920860456711,0,0,0,-3.46944695195361e-18,-0.0328656873031949,0,0,-0.0956719227579326,0,0,0.121922694239504,0,0,0,0.0359229606772486,0.0210361774528133,0,0,0,0,0,0,0,0,0,0,0,0,0.118765479836468,0,0,0,0,0,0,-0.00548107289992267,0,0,0,0,-0.0140439899242475,0,0
X002475.SZ,0,0,0,0,0,0,0.176228866966018,0,0,-0.0779151807389899,0,0,0,0,0,0,0,0,0,0.0136268937413044,0,0.441519706570104,0,0,0,0.0605747161060502,0,0,0,0,0,-0.053217752463387,0,0,0,0,0.131873573019559,0.118136754200605,-0.026908393835625,0,0,0,0,0,0,0,0,0.0102747185723709,0,0,0,-0.0268627421847175,0,0,0,0,0.0213979906007239,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.39738873401033,0.0407068503992644,0,0,0,0,0,0,0,0,0,0,-0.0369439628312201,-0.0321026252023448,0,-0.124532054264119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115899356178475,0,-0.0174644232228707,0,3.46944695195361e-18,0,0,0.086595092158698,0,0,0,0,0,0,-0.00913258718291732,0,0,0,-0.0124300634983934,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0805151818635622,0.0436341833567236,0,0,0,0,0,0,0,0,0,0.0340416331043441,0.0154930512129513,0,0,0,0.0334881423958908,0.20626862055843,0,0,0,0,0,0,0,0,0,-0.012001640512381,0,0.0290774382588202,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396424846946928,0,0,0,0,0.0325944935277482,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.196015004030302,0.109000501238093,0,-0.0418890005828854,0,0.0792451811776383,0,0,0,0,0,-0.0221985164192956,0,0.0545504703623749,0,0.192258070989613,0,0,0,0,0,0,0,0,0.0488593271654804,0.011642963876202,0,0,0,0.130595955570256,0,0,-0.020640687621731,0,0,0,0,0,0,0,0,0.00678327537011658,0,0,0,0,-0.0314846079980484,0,0
X600809.SH,0,0.172574151207957,0,0,0,0.0799336880830729,0,0,0,0,0.45163159916504,0,0,0,0,0,0,0,0,0,-0.0259571346105541,0,0,-0.0825500762848591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240050488879565,0,0,-0.0166214777812828,0,0,0,0.0132397771724864,0,0
X002304.SZ,0,0.210014718725355,0,0,0,0.103561430023508,0,0,0.195037209838019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648861895904067,0,0,0,0,0,0,0,0,0,0,0,0,0.247444394996208,0.0719958558389843,0,0,0,0,0.207537730664121,0,0,0,0,0,0,-0.0699526437938033,-0.0369403737634443,0,0,0,0,0.00957288343290251,0,0
