,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002241.SZ,X002475.SZ,X600271.SH,X002236.SZ,X002456.SZ,X000338.SZ,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X600372.SH,X000559.SZ,X300124.SZ,X600867.SH,X002007.SZ,X002180.SZ,X300003.SZ,X002294.SZ,X002506.SZ,X600089.SH,X600498.SH,X000981.SZ,X002074.SZ,X600522.SH,X601877.SH,X002426.SZ,X000550.SZ,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.211539203160839,0,-0.00229086842199083,0.092371217714581,0,0,0,0,0,0,0,0,0,0.0416155666314781,0,0.0965015055937905,0,0,0,0.0355264542783865,0,0,0,0,0.102470776376178,0,0,0,0,0.0823561499847723,0,0,0,0,0,0,0,0,0,0.188232940362077,0,-0.101447541478132,0,0,0,0,-0.00350787950656598,0,0,0.0183959801158725,0,0,0,0,0,0,0
X600104.SH,0.0103275610711892,0,0,0.0538501205402748,0,0,0,0,0,0,0,-0.00820538604918718,0,0,0,0,0.0318583420911155,0,0,0.0196175601091354,0,0,0,0,0,0,0,0,0,0,0.217540494122032,0,0,0,0,0,0,0,0.126613317110347,0,0,0,0,-0.113763988035821,0,0,0,-0.167739973331003,0,0,0.0122266938239724,0.017308340387706,0,-0.10295990708454,0,0,0,0
X002415.SZ,0,0,0,-0.0156645521864881,0,0,0,0,-0.173283857626104,0,-0.122896256381186,0.121187156859054,0,0.236055421600883,-0.0249065782194037,0,0,0,0,0,0,0.132976661337699,0.0535525287532906,0,0,0,0,0,0,0,0,0,0.209891460077667,0,3.46944695195361e-18,0,0,0,0.0641591180026603,0,0,0,0,0,0.272756190316262,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0539409648745184,0,0,0,0,-0.0602099032799437,0,0,0.00136318875210616,0,0.0617881612774926,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038487610408109,0,0,0,0,0,0.0432883139656067,0,0,0.184817830005836,0.111170979509691,0.0502487404427483,0,0,0,0,0,0,-0.0527554874770294,0.0979546706907422,-0.083545550748692,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168108966629235,0,0,0,0,0,0,0,0,0,0,0,0,0.199244367631684,0,0,0,0.107752100994242,0,0,0,0,0,0,0.00265953631844115,0.204678939450639,0.0825788266433318,0,0,0,0,0,0,0,0,0,0.0050094693431883,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00362732472863785,-0.00671681612688887,0,-0.0190102200016013,0.0425613235189984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18647214490209,0,0,0.0141174380233456,0.0725914959747829,0.0737452700565726,0,0.0855378961868255,0,0,0,0,-0.120695908380171,0.262235105849762,0,0,0.0250540993367092,-0.0142146093471327,0,0,0,0,0,0
X002304.SZ,0.332606422769094,0,0,-0.00194617356049048,0.225288502611993,0,0,-0.083011248424651,0,0,0,0,1.38777878078145e-17,-0.0205208487392194,0.0109908755008804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568784336600165,0,0,0,0,0,0,0,0,0.0143705685246451,0,0,0,0,-0.0109398740341992,0,0,0,0,0.203745338910126,0,8.67361737988404e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.037122839918774,0.0753228771104764,0,0,0,0,0,0,0,0,0.0682227443349341,0,0,0,0,0,0,0,0,0,0.0428362802970742,0,0,0,0,0.0625358128650413,0,0.0876461965345056,0.115117377016739,0,0,0,0,0.117271211827943,-0.0267086222894643,0,0,0,0,0,-0.0263001608944596,-0.0229662816349664,-0.0480461090360815,0,0,0,0,0
X000625.SZ,0,0,0,0,0.055476766276968,0,0,0,0,0,0,0,0.0153023834705588,-0.0918721584724719,0,0.0664251953126701,0,0,0,0,0,0,0,0,0,0,0,0,0.0991371594683819,0,0,0,-0.0253581105742444,0,-0.0298295037798004,0,0,0,0.0482967009353523,0.0265905233866244,0,0.0353605940008349,0.153315033753582,0,0,0,0,0,0,0,0.0703121420890178,-0.022151679065966,3.46944695195361e-18,0,0,0,0,0
X000063.SZ,0,0,0,0.0403642048243712,0,0,0,0.137610178868045,0,0,0,0.0412769951772336,0,0,0.0673607407765217,0,0.04581299641083,0,0,0,0,0.137232802408271,0,0,0,0,0,0,0.0378352534646363,0,0,0,0,0,0,0,0,0,-0.0436976881376679,0,0.0431673835533762,0,0,0,0,0,0,0,0,0,-0.0637841289561587,0,0,0,0,0,0,0
