,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X002475.SZ,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X000100.SZ,X600066.SH,X002456.SZ,X000338.SZ,X601877.SH,X002508.SZ,X002085.SZ,X300124.SZ,X600177.SH,X300136.SZ,X600271.SH,X300003.SZ,X600118.SH,X002008.SZ,X000157.SZ,X600522.SH,X002007.SZ,X600089.SH,X002294.SZ,X600867.SH,X000066.SZ,X600487.SH,X600372.SH,X600699.SH,X002180.SZ,X000559.SZ,X300115.SZ,X600566.SH,X600809.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0715283020077062,0,0.077634556409437,0,0,0,0,0.258733510640229,0,0,0,0,-6.93889390390723e-18,0,0,0.0370531618119078,0,0,0,0,-0.056694359605229,0,0,0,0,0,0.0673298163756388,0,0,0,0.0911939516381587,0,0,0,0.162242055020343,0,0,0,0,0,0,0.0243740218790956,0,0,0,0.00790760494715868,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.191534919314634,0,0,0.11300835979042,0,0,0.307310013767146,0,0,0,0,0,-0.038588191847484,0,0,0.0464490385618434,0,0,0,-0.112439094981175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100860531248402,-0.0189011373752864,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0850157995355306,0,0,-0.0324679309124584,0,0,0,0,0,0,0,0.354678012527154,0,0,0,0,0,0,0.243081331285431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106356703720854,0,0,0,0,-0.111317525931079,0,0,0,0,-0.12578098752328,0,-0.00683012110447179,0.0214838604203145,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0962920219531646,0,0,0.123738896599599,0,0.18322309658328,0,0.0390986627339087,0,0,0,0,0,0,0,-0.0555933857273595,0,0,0.15404064392623,-0.0445996196265598,0,0,0,0,0,0,0,0,0,0,0,0,-0.104643766705751,-0.00391167825335269,0,-0.0238435747661948,0,0,-0.0138852271796182,0,0,0.107241108110901,0.0430687037463123,0,0.0182535493323474,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.050748094436054,0,3.46944695195361e-18,0,0,0,0,0,0,0.463106163852623,0.0380546705302761,0,0,0.0443998504860137,0,0,0,0,0.110463404215147,0.0127276409947297,0,0,0,0,0.0136444171887836,0,0,0,0.0202906084468446,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0750989742611193,0,0,-0.0127037880613054,0.00798980917213253,0,0,0,0,0,0
X000725.SZ,0,0,0.535188858645234,0,0,0,0,0,0,0,0,0,0.0476896568996204,-0.26473003332212,0,0,0,0,0,0,0,0.101020852478298,0,0,0,0.0526732190550522,0,0,0.387702383317399,0,0,0,0,0,0,0.19840994627191,0,0,0,0.00703504445079155,0,0,0,0,0.201449227328287,0,0,0,0,-0.0499354781576371,0.0382429979123053,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0347048144712764,0,0.0748365016645807,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00801848940741499,0,0.156955721145374,0,-0.0252765547295809,0,0,0,0,0,0,0,0,0,-0.0494588774183483,0,0,-0.0285211553922372,0.0593226453361301,-0.0957528865016448,0,0,0,-0.0566820284992204,0,0,-0.0230386972345186,0,0.00436052042769876,0.00329180290435376,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.235852234754771,0,0,-0.00447878695533075,0,0,0.342131546770618,0,0,0,0,0,0,0,0,-0.0402542334966904,0,0,0,0,0,0.464430511042665,0,0,0,0,-0.0560986507625948,0,0,0,0,0,0,-0.0329272331323513,0,0,-0.102114485453331,0,0.257745777280954,0,0,0,0.0675485456087498,0,0,0,0,0,0
X600690.SH,0,0.397559444854891,0,0,0,0,0,0.136616984472267,0,0,0,0,0,0,0.101765812218016,0,0.0486483484519652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000595964142123076,0,0,0,0,0,0,-0.105880581585425,0,0,0,0,0,0.0568731446003373,0,0,0.103230243350589,0,0.0102259155170404,-0.0145320264032163,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0766088277379848,0,-9.32741763218121e-05,-0.0118634410534199,0,0,0,-0.0475793261980537,0,0,0,0,0,0,0,0,0,0,0.095559253030171,0,0,0,0,0,0,0,0,0,0,0.0488395045401061,0,0,0,0,0.0401989895232657,0.213344166510329,0,0,0,0.0984654741295285,0,0,0,0,0.0288864005936131,-0.0287075308091555,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.111019483834167,0,0,0,0.0936249183757058,0,0,0,0,0,0,0.00264047044537651,0.0137959446415088,0,0,0.072548870148262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910948765141108,0,0,0,0.254607753678616,-0.0110934565013531,0,0,0,0,0,0,0,0,0.0344536217186935,-0.0373643053600637,0,0,0,0,0,0
