,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X600372.SH,X000338.SZ,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X000100.SZ,X600703.SH,X601877.SH,X000559.SZ,X600118.SH,X000581.SZ,X000623.SZ,X000550.SZ,X002236.SZ,X000568.SZ,X600066.SH,X600271.SH,X000050.SZ,X002475.SZ,X600839.SH,X600177.SH,X300124.SZ,X002294.SZ,X000869.SZ,X002129.SZ,X000800.SZ,X002456.SZ,X000400.SZ,X002465.SZ,X002292.SZ,X002007.SZ,X600435.SH,X600252.SH,X600809.SH,X300003.SZ,X002038.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.187368408440089,0,0,0.131082550148768,0,0,0,0,0,0,0.284349423472073,0,0,0,0,0,0,0,0,0,0,0,0,0.185329367902744,-0.0162632804583456,0,0,0.0443962893025103,0.0455288360725179,0,0,0,0,0,0,0,0,0,0.00566681871362461,0,0,0,0,0,0,0,-0.0105994858398095,0,0,0,0,0,0,0
X600519.SH,0,0,0,0.0994706767695109,0,0,0.0816337474330522,0.318356113271611,0,0,0.143911483763972,0,0.00300435906673145,0,0,0.179293396413459,0,0,0,0,0,0,0,0,0,0.110984027164819,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179394261081877,-0.0538277713323747,-0.0617293617296574,0,0,-0.00870909475300463,0,0
X000651.SZ,0.0597031352676115,0,0,0.142599979104865,0,0,0,0,0,0,0.206262768160121,0,0,0.158801169125254,0,0,0.319832346048761,0,0,0,0,0,0,0,0.128301551668691,0,0,0,0,0,0,0,0,0.0930854289278904,0,0,0,0,0,0,0,0,0,0.0196705717847911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0795712440789025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394162883156778,0,0,0,0,0,0.0976464592106993,0,0,0,0,0.205425654259735,0,0,0,0.230538760659326,0,0,0,0,0,0,0,0.0411208320294874,0,0,0,0,0,0,0,0,0,0,-0.0255941839178474,0,0,0,-0.0231329811259296,0,0
X002415.SZ,0.138552323669014,0,0,0,0,0.0312795286715083,0,0,0,0,0,-0.0379025006401435,0,0,0,0,0,0.17385387149291,0,0,0,0,0.0689863149942889,0,0,0,0.233842164543536,0,0,0,0.0618439379432392,0,0,0,0,0,0.105434914133536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351395509689564,0,0,0,0,0,0,0
X000625.SZ,0.388078823364157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124972638894013,0,0.033659589450636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901436744205257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0.0296341154939949,0.00977495227531836,0,0,0,0,0.0379302784528461,0,0,0.101630554770035,0,0,0,0,0.115018378146814,0,0,0.0483805875816766,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.00531421327247484,0,0,0,0,0,0,0,0,0,0,0,0.138379553739008,0,0,0.026137614144809,0,0,0.0249431375830881,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173275330352835,0,0,0,0,0,-0.0278318282322746,0,0,0,0,0,0,0,0,0,-0.0953613717880043,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.037328200311192,0,0.365594112404684,0,0.239485547114985,0,0,0.00619631183462587,0.0161549227434434,0,0,0,0,0,0
X600031.SH,0.240807175483775,0,0,0.0558298494370258,0,0,0,0,0,0,0.115215312323629,0,0,0,0.332548034490647,0,0,0,0,0,0,0,0,0,0.176870121744027,0,0,0,0.0121023349848676,0,0,0,0,0,0,0,0,-0.0192037554129502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018550939705104,0,0,0,0,0,0
X000063.SZ,0.22183104287568,0,0,0,0,0,0,0,0.051741302263958,0,0,0,0,0,0,0,0,0,0,0.192747462087237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911548769346379,0,0,0,0,0,0,0,0,0,0.0488557101038327,0,0,0,0.00446309187698646,0,0,0,-0.00164842838151078,0.00728420625715986,0,0,0,0,0,0
X600690.SH,0.152525410488658,0.306240373039564,0.122839660375999,0,0,0,0,0,0.0515554409799502,0,0,0,0,0,0,0,0,0.00349234675369006,0.242135545841358,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0153563154511238,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0269621733402327,0.088111955038197,0,0,0,0,-0.025941348386155,0.0798494740741731,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105491060573775,0,0.083068587689499,0,0,0,0,0,0,0,0,0,0,0.0136464911360313,0,0,0,0,0.00136597122149592,0.212970706123664,0,0,0,0.0155880406821141,0,0,0,0.0119538695308995,0.0189752387488454,0,0,0,-0.0905153795229138,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910767804706102,0,0,-0.190396571192425,0,0,0,0.482491933649961,0,0.0569201862593459,0,0,0,0,0.04402692536358,0,0,0,0,0,0.0630135272847682,0,0.118865724511198,0,0,0,0,0,-0.0258169010245614,0.104049259859759,0,0,0.127798161870239,0.0722747910276114,0,0,0,0.0463694502783265,0,0,0,0,0,0
X000338.SZ,0,0,0.0963520380347525,0,0,0,0,0,0,0,0.101213034385408,0,0,0,0,0,0,0,0,0,0,-0.0232962589864243,0,0,0,0,0,0.0421410908774474,0,0,0,-0.0049284767377321,0.0799968554289976,0,0,0,0,0,0,0,0,0,0,0,-0.0993927769821329,0,0,-0.0752526722121384,0,-0.0110902273491032,0,4.33680868994202e-19,-0.0259326526162847,0,0,0,-0.0383577208617287,0,0
X000157.SZ,0,0,0.136221805443121,0,0,0,0,0,0.0385601984294916,0,0,0,0,0,0,0.0460628454704642,0,0,0,0,0,0,0,0,0,0,0.0511417722238855,0,0,0.149539315229128,0,0,0.0783275253625655,0,-1.73472347597681e-18,0,0,0,0,0.00601126681682616,0,0,0,0.000188106583292869,0,0,0,0,0,0,0,0,-0.00981423117388917,0,0,0,0,0,0
X600741.SH,0.122368330857949,0,0,0,0,0,0,0,0,0,0.0257065084171792,0,0,0,0.158148797168693,0,0,0.0952178061161127,0,0,0,0.074190626957082,0,0,0.0194887777020812,0,0,0,0,0,0.0230038338349999,0,0,0.0562664676592812,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.141780075812998,0,0,0,0,0,-0.0131341615748328,-0.00757497747373158,0,0,0,-0.0147266584759011,0,0
X002241.SZ,0,0,0.0601636788472185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300297629233968,0,0.0495892740085459,0,0,0.153396186770919,0.0869900821551218,0,0.0816164202145259,0,0,0,0,0,0,0,0,0,0.00814056016614405,0.0160228563462515,0,0,0,0,0,0,0,0,-0.0422769218559793,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00587071617094786,0,0,0.220388918678572,0,0,0,0,0,0,0,0,0,0,0.169524922524604,0,0,0,0,0,0,0,0,0,0,0.038894007545465,0,0.0844296092352091,0,0,0,0,0,0,0.0943636474770764,0,0,0,0,0,-0.0236083414447199,0.0177693243851944,0,0,0,0,0
X000100.SZ,0,0,0,0.228875448749987,0,0,0,0,0.0193393191037506,0,0.0112213957426748,0,0,0.136259188398886,0,0,0,0,0,0,0,0.154361371254803,0,0,0.0380938488465423,0,0,0,0.169891803664294,0,0,0,0,0,0.131296296711351,0,0,0,0,0,0,0.0399115394364094,0.0175585235580137,0,0,0,0,0,0,0,0,0.0268718988728004,-0.0147193195912195,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408137424695654,0,0,0,0,0,0.0274291292014482,0,0,0.0246422965415683,0.0269054526567039,0,0,0,0,0,0,0,0,0.110026192460692,0.0597333632119945,0,0.101787380791314,0,0,0,0,0.049929664900585,0.0352485057048221,0,0,0,0,0,0,0,0.00137360804202588,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,-0.147737078828251,-0.0577144202466981,0,0,0,0,0,0,0,0.134068149671906,0,0,0,0,0,0,0,0,0,0,0,0,0.0290564858162136,0,0,0,0.098021125643363,0,0,0,0.137858852977202,-0.175735862066836,0,0,0,0.0549851408224029,0,0,0,0,0.0323055726125624,0,0,0,-0.0128290806868928,-0.0048311771083282,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.120316106240471,0,0,0,0,0,0.100714857266135,0,0,0,0,0.0333338266546925,0.00093998844860927,0,0,0,0,0,0,0,0,0,0.0771111874163497,0,0,0,0,0,0,0,0,0.247732209673086,0,0,0,-0.032113075065919,0,0.0543845659903809,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0.00969741378331923,0,0,0,0,0,0,0.271557254646775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942166308893985,0,0,0,0,0,0,0,0,0,0,0,0.174004097298236,0.230625824580655,0,0.165860924883611,0,0.032685065784002,0,0,0.157240684928203,0,0.0177884106507193,-0.0260430064974145,0,0,0,-0.000382029135650191,0,0
X000581.SZ,0,0,0,0,0,0,0.0527122116933676,0,0,0,0,0,0,0,0,0.0919606732532555,0,0,0,0,0,0.192102518375009,0,0,0,0,0,0,0,0,0,0,-0.0719440114340654,0,0,0.0765355583422986,0,0,0,0,0,0,0.0955451110866832,0,0,0,0.104259707995421,0,0,0.0106970730119908,0,-4.33680868994202e-19,-0.034698785704412,0,0,0,0,0,0
X000623.SZ,0,0,0,0.206022334139964,0,0,0,0,0,0,0,0,0,0,0,0,-0.220678185254005,0,0,0,0,-0.078559795257919,0,0,0,0,0,0,0,0.117289753546925,0,0.210337485471177,0,0.525321320809506,0,0,0,0,0.135549523979003,0,0,0,0,0.0926079716255806,0,0.102593492258117,0,0,0,-0.205093752541472,0,0.0234004182299999,0,0,0,0,0,0,0
X000550.SZ,0,0,0,0,0,0.0586903426024978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474580893612504,0,0,0,0.117297900965978,0,0,0,0,0,0,0,0,0,0,0,0.147476990023797,0,0,0,0,0,0,4.33680868994202e-19,0,-0.00119548682007603,0.0117867770513998,0,0,0,0.0049989983657576,0,0
X002236.SZ,0,0,0,-0.0726343671081157,0.173873578657394,0,0,0,0,0,0,0,0,0,0,0,0,0.139728355459718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056403310556347,0,0,0.0156949968327859,0,0.298572443979515,0,0,0.150401068194763,0.0222360621491747,0,0,0,0,0,0,0,-0.0111318343877385,-0.0311335551558019,0,0,0,0,0,0
X000568.SZ,0,0,0.0024234694987908,0.0140414387265904,0,0,0,0,0,0,0,0,0.0541765178066579,0,0,0,0,0,0.0222874182479985,0,0,0,0.188444090543466,0,0.0101017484781223,0,0,0,0,0.121527724407031,0,0,0,0.0186999323815137,0,0,0,0,0,0,0,0,0,0,0,0,0.166802144819755,0,0,0,0,-0.0103584824424542,0.0589810706275287,0,0,0,0,0,0
X600066.SH,0.368163741883997,0,0,0,0,0,0,0,0.0360526731859886,0,0,0,0.0260937021986466,0,0,0,0,0,0.185588954106044,0,0,0,0.073763278198432,0,0.0241401228442693,1.73472347597681e-18,0,0,0,0,0.01710047937201,0,0,0,0,0,0,0,0.0204164283243909,0,0,-8.67361737988404e-19,0,-0.012261905172159,0,0,-0.0703663066249592,-0.0393107439535265,0,0,0,-0.0146171062008764,-0.00351925766839573,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12911576785026,0,0,0,0.166320823858255,0,0,0.193379842426659,0,0,0,0.142812003902973,0,0,0.20414138745628,0,0,0.0497866816025375,0.00881541058959872,0,0,0,0,0.0747186480167795,0.166684267476928,0,0,0.0584454548604669,0,0.0751377140619776,0,-0.0322435520496996,0.0147544659124942,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.00961403154049212,0,0,0,0,0,0,0,0.105655745658243,0,0.142988799309148,0,0,0,0.0362183505835805,0,0,0,0,0,0.364421286447327,-0.13960335394371,0.0309727878020573,0,0,0,0,0,0,0,0,0.145373183320682,0,0,0,-0.152380839039339,0,0,0.195635015898739,0,-0.0567028346629347,0.027477322432984,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.203469408956804,0,0,0,0,0.153836445148701,0,0,0.0599377844265599,0,0.0229433038652822,0,0,-1.73472347597681e-18,0,0,0.0667001030827741,0,0,0,0,0,0,0,0,0,0,0.0045458444235764,0,0.15964582553581,0,0.018842208155438,0,0.0738765956034582,0,0,0.0313495899552504,0,0,0,0,0,0
X600839.SH,0.239394757433127,0,0,0.0928973253876815,0,0,0,0,0,0,0,0,0,0,0.100868732957711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972028268355935,0,0,0,0,0,0,0.155084923147667,0,0,0,0,0,0,0.0958418141743715,0,0,0,0,0,0.0341720640638365,0,0.0330931437257806,-0.122542015199832,0,0,0,-0.0261170203770492,0,0
X600177.SH,-3.46944695195361e-18,0,0.100476636729213,0,0,0,0,0,0,0,0,0,0,0,0,0.0210786608981005,0,0,-0.0136136462227356,0,0,0,0.22244596085187,0,0.357782554023573,0,0,0.051801755087231,0,0,0,0,-0.0755681557122291,0,0,0,0,0,0,0,0,0.0809588312452181,0,0,0,0,0,0,0,0,0,-0.00232686042980474,0.0329203063106333,0,0,0,0,0,0
