,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X000100.SZ,X600372.SH,X600703.SH,X600031.SH,X600271.SH,X000559.SZ,X000157.SZ,X000338.SZ,X600839.SH,X002236.SZ,X002241.SZ,X600066.SH,X600089.SH,X002129.SZ,X600741.SH,X300124.SZ,X002475.SZ,X002506.SZ,X000800.SZ,X000547.SZ,X600435.SH,X002465.SZ,X000568.SZ,X000016.SZ,X600582.SH,X600177.SH,X300003.SZ,X000977.SZ,X002294.SZ,X600867.SH,X600006.SH,X002038.SZ,X002007.SZ,X002456.SZ,X000066.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.247670082870734,0,0,0.0122400157188509,0,0,0.0145872879096187,0.116006319870277,0.0334346614939476,0,0,0,0,0,0,0,0,0,0,0,0,0.125384174887976,0,0,0,0,0,0.0501304340680127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100390661332229,0.00401599083556231,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.199750450593129,0.034003518597978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227638452526319,0,0,0,0.051762094579883,0,0.0479279386327854,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530374843665267,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0998664393572486,0,0,0,0,0,0,0,0.0517256777402949,0,0,0.153821783263752,0,0,0,0,0.0389527581863292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125704420020074,0,0,0,0,0.117215671936967,0,0,0.0899416378954106,0.207128378646796,0,0,0,0,0,0.00527545488445529,0,0,0,0,0,0,0
X002415.SZ,0,-3.46944695195361e-18,0,0,0,0,0.160847212602628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392991384358597,0,0,0,0,0,0,0,0.100847027758389,0.232006122411122,0,0,0,0,0,0,-0.0495213822943292,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.019720014631341,0,0,0,0,0.0438032588643956,0.045881677837566,0,0,0.075178494066428,0,0.00748737057273757,0.11705543972189,0,0.0355132766467597,0,0,0,0,0,0,0,0.0289229088380414,0,0,0,0,0,0.371081311584267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199851759832001,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.233400903468055,0,0,0,0,0,0,0,0,0,0,0.0441194024731612,0.132440447688921,0,0,0,0.0321786957258104,0,0,0,0,0,0,0,0,0,0,0.435084602722135,0,-0.0293751636515979,0,0,0,0,0,0,0,0,0,0,0,0,0.00907913413209361,-0.0128200604145588,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.185365346482531,0,0.151584138121751,0,0,0,0,0.0795068680919969,0,0,0,-6.93889390390723e-18,0,0,0.125512547298484,0,0,0.101237649160879,0,0,0,0,0,0,0,0,0,0,0.0708291129134577,0,0,0.106272801984698,0,0.0669260578636587,0,0,0,0,0,0,-0.00606529813171737,0.0167609416772868,0,0,0,0,0,0
X002304.SZ,0,0.133655143004822,0,0,0,0.234062253487202,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0280942160499405,0,0,0,0,0,0,0,0,0,0.114255889058885,0,0,0,0,0,0,0,0,0,0,0,0,0.0217712472950364,0,0,0,0,0,0,0,0,0.00741069122719991,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.232962345939706,0,0,0,0.065410625477015,0.00462230417983438,0,0,0,0,0,0.0611757467572776,0,0.256538195399002,0,0.0757645233829549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106846586386382,0,0,0,-0.00977510729907746,-0.0040850565547121,0,0,0,0,0,0
X000625.SZ,0,0.0212742176899439,0,0,0,1.73472347597681e-18,0.0410207259414311,0,0,0,0,0,0.11843368594098,0,0,0,0,0.00878434625773306,0.0606895161327606,0,0,0,0,0,0.0721419029028575,0,0.150153192890673,0,0,0,0.0754384208016038,0,0,0,0.163051462113564,0,0,0,0,0,0,0,0.0162684899920389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.016105004466776,0,0.0865797001654915,0,0,0.0777190763040856,0,0,0,0,0,0,0.16185293138231,0,0,0,0,0,0,0,0.185001665679906,0,0,0.115805584808812,0,0,-0.0357086441080156,0.0814115580309987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226369675645429,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240166569453633,0,0.0823840782365401,0,0,0,0,0.100364027748286,0,0,0,0,0,0,0,0,0,0,0,0.491464311800968,0.0232685447481134,0,0,0,0,0,0,0,0,0.0497419288256501,0,0,0,0,0,0,0.00466095456986688,0.0290717518002117,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217235328589935,0,0,0.0870252775807921,0,0,0,0,0,0,0,0.300475813115591,0,0,0,0.116571962058069,0,0,-6.93889390390723e-18,0,0,0,0.0602072668039447,0,0,0.0627353045837561,0,0,0,0,0,0,0,0,0,-0.0453831696588854,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.198711514641279,0,0,0,0,0,0.272437891358765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020928064947598,0,0.0569956819927162,0,0,0,0,0,0,0,0,0.0423727989653225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.210869471132737,0,0,0,0,0.104738424819902,0,0.0391792071466872,0.0238279855460728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539607836074148,0,0.216062863650206,0.2062448708153,0,0,0,-0.0383612933502694,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.271607231387562,0.00815809250998406,0,0,0,0,0.167083751033018,0.0541112154657057,0,0,0,0,0,0,0,0,0,0,0,0.0869239667863028,0,0,0,0,0,0,0,0.0482434565343187,0,0,0,-4.33680868994202e-19,0,0,0,0,0.010427274080512,0,-0.0026938478487943,-0.00818947297231684,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.128323926724808,0,0,0.0173665093658791,0,0,0.301392089089588,0,0,0,0,0,0,0.0588146717450895,0.0235407500581242,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.00593096446254867,0,0,9.04018664542663e-05,0,0,0,0,0,0,0,-0.0110209967847482,0,0,0,0,0,0
