,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000338.SZ,X600690.SH,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X600809.SH,X600183.SH,X002241.SZ,X002371.SZ,X300014.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X000157.SZ,X002456.SZ,X000625.SZ,X002129.SZ,X300124.SZ,X002463.SZ,X300136.SZ,X002414.SZ,X600271.SH,X300142.SZ,X000066.SZ,X002180.SZ,X002179.SZ,X600584.SH,X002008.SZ,X600118.SH,X600498.SH,X002185.SZ,X002049.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.353248059043917,0,0,0,0,0,0,0,0,0,0,-0.0497065800693328,0,0,0,0,0,0,-6.93889390390723e-18,-0.0808538216109549,0,0,0.0470410057225525,0.117161932949794,0.167734882180868,0,0,0,0,0,0,0,0,0,-0.0395815294777842,0,-0.0567198919108535,0,0.032906749931256,0,0,0,0,0,0,0,0,0,0,0,-0.00766799462077824,-0.0795389293668756,0,0,0,-0.150613301786965,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0455827576944447,0,0,0,0.516224319274683,0,0,0,0,0,0,0,0,0.0444421765511029,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0173720631235327,0,0,0,0,0,0,0,0.00713421175493174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022259968371313,0,0
X600276.SH,0.206429296202834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549374075679189,0,0,0.140379329178039,0,0.137892322587141,0,0,0.00428270504925705,0,0,0.0931242069041575,0,-0.0380009325350903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332170451451601,0,0,0,0,0,0.0235198550942697,0.00313514635497176,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.205667592865621,0,0,0,0,0,0,0,0,0,0.0272451009444974,0,0,0,0.0306155273042513,0,0,0,0,0,0.0435789831813626,0,0,0,0.0187689011446785,0,0,0,0,0,0,0,0,0,0.0136291247436486,0,0,-0.0359772484800589,0,0,0,0,0,0,0.0151179139567164,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736807433543022,0,0,0,0,0,0.269643082993027,0,0,0,0,0,0,0,0.100539337041399,0,0,0,0,0,0,0,0.00639632413607495,0,0,0,0,0,0,0,0.00691592767693312,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0301999982981565,0.103094732528054,0,0.0114685382657975,0,0,0,0,0.0455738379823794,0,0,0,0,0.0880162130095911,0,0,0,0,0,0.0213441588302272,0,0.324895256618083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145662403865057,0,0,-0.0253406239645451,0,0,0,0,0,0,0.0214661049819122,0,0
X002475.SZ,0,0,0,0,0.00638976800864188,0,0,0,0.108066984650019,0,0,0,0,0,0,0,0.120065999086134,0,0,0,0,0.170826953162688,0,0.0281950854439734,0,0,0,0,0,-0.0722305884563114,0,0,0,0,0,0,0,0,0,0.0462638154941101,0,0,0,0,0.32943496743344,0,0,0.0716118074786415,0,0,0,0.000905379868608477,1.0842021724855e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777172564388328,0,0,0,0,0,0,0.0854409963125692,0,0,0,0,0,0,0,0.181495752090912,0.0543974416284851,0.112772424594247,0,0,0,0,0.0099794659860662,0,0,0,0,1.38777878078145e-17,0,0,0.249474319005554,0.0833504001433446,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342040604848013,0,0,0.411975020934113,0,0,0,0,0.0499875361546031,0,0.000925188477832802,0,0,0,0,0,0.0222331110851196,0,0,0,0,0.205388040294831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00035075713451856,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0384636077998636,0,0,0,0,0,0,0.207383137581991,0,0.00100000620584599,0,0,0,0,0,0,0.0194579454891052,0,0,0.109267208370671,0,0,0,0,0,0.197615522348667,0,0,0,0,0,0,0,0,0.242238754238847,0,0,0,0,0,0,0.0124322041485367,0,0,0,0,0.00934009716405486,0,0,0,0,0,0
