,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X000625.SZ,X002179.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X600460.SH,X600741.SH,X002180.SZ,X000157.SZ,X600884.SH,X000733.SZ,X002236.SZ,X600702.SH,X000799.SZ,X600522.SH,X002074.SZ,X600584.SH,X600779.SH,X002414.SZ,X000800.SZ,X000977.SZ,X600183.SH,X600563.SH,X002432.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.235992157129145,0,0,0,0.299363037734379,0,0.102271843202557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816119468174645,0,0,0,0,0,0,0,-0.0362830123536569,-0.0174417579744012,0,0,0,0,0,0,0.0364369182887671,0,0,0,0,0,0,0,0.0104040932129461,0,0,0,0,-0.00611673017331092,-0.0232273752441419,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0269921012873787,0.179649689583547,0.200037048688834,0,0.126223234178616,0,0,0,0,0,0,0,0,0,0,0,0,0.0624601952571769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526831220266135,0,-3.46944695195361e-18,0.049695950006432,0,0,0.0508299536560029,0,0,0,0,0,0,0,0,0,-0.00334157136019628,0.0135061154221021,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0421698822916943,0,0,0,0.0655293674726177,0,0,0,0,0,0.0154130883253631,0,0,0,0.130725207319876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090178875397359,0,0.0317774919186541,0,0,0.0519166338876648,0,0,0,0,0,0,0,0.218787227713711,0,0.0412634249243396,0.00732436325063843,0,0,0.0102573531750573,0,0,0,0,0,0
X600809.SH,0,0.24142400308619,0,0,0.519329966024378,0,0,0,0,0,0,0,-0.0363672877720756,0,0,0.00806933812662112,0.052259308584195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052472529693613,0,0,0.0198319552967368,0,0.159330839244073,0,0.0376031039904433,0,0,0,0,0,0,0,0,-0.0387296859358693,0,0.0582810320094282,-0.0307997004598483,0,0,0,0,0,0
X000568.SZ,0,0.0251151065759759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249189376285775,0,0,0,0,0,0,0.184893366583668,0,0.0247888792122658,0,0,0,0,0,0,0,0,0.165815768865323,0,0,0,0,0.0795219608549013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410714876768009,0,0,0,0,0,0
X600690.SH,-1.73472347597681e-18,0.176580341923181,0,0,0,0,0.354204084336366,0,0,0,0,0,0.155269663716394,0,0,0,0,0,0.0723290156646628,0,0,0,0.0148411454544037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140466447175826,0,0.0570942089519064,0,0,0,0,0,-0.0759239492025824,0,-0.0196728507756792,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.261175760471813,0,0,0,0,0,0,-0.156569912383762,0,0,0,0,0,0,0.0486928561905144,0.164848099133627,0,0,0,0.0659906599395745,0,0,0,0,0,0.0411744797962931,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0952366531932103,0.0371775274772368,0,0,0,0,0,0.0384440510714801,0,0,0.0555922200783568,0,0,-0.022388270358294,0,0,0,-0.0611812347888101,0,0
X002304.SZ,0.156245000826397,0,0,0.0704952096213713,0.0650703962474054,0,0,0,0,0,0,0,0,0.256914714599072,0.147242790050545,-0.0743392903966717,0,0,0,0,0,0,0.207406387651102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184382999012352,0,0,0,0,0,0.00506673107456058,0,1.73472347597681e-18,0,0,0.0011187452506022,0,-0.0428894558180286,0.0101063214572817,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0303262664987173,0.141914870588953,0,0,0,0,0,0,0,0,-0.297508291847794,0.202684629009071,0,0,0,0.374533063109827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797370361151299,0,0,0,0,0,0,0,0,-0.00679265203062093,0,-0.0504798816397367,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.17066144259199,0,0,0,0,0.107203247850261,0,0.06011505402701,0,0,0,0.0824063218416937,0,0.00182306235164636,0,0,0,0,0.0499259355402204,0,0,0,0,0,0,0,0.0379792699205607,0,0,0,0,0,0,0.00299265238328002,0,0.00716497353779436,0,0,0.033462813770954,0,0,0,0,0,-0.00796544804976274,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.194786947053616,0,0,0,0,0.113414303193621,0.110973795972742,0,0,0,-0.0429189819811829,0,0,0.00590096779153164,0,0,0,0,0,0,0,0,0.160901554576714,0,0,0.076258079759378,0,0,0,0,0.0150123720405119,-0.0391337548743253,0,0,0,0,0,0,0.0638405291718974,0,0,0,0.0149295181783721,0,0,-0.0285994853826368,0,0,0,-0.013977179669796,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0288667701470013,0,0.00888367241643493,-0.0512237560773435,0,0,0.131862963085983,0,0,0,0,0,0,0.204293556231415,0,0,0,0.225787617365602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325812497230704,0.134183577340614,0,0,0,0.0183015868124454,0.00186964034500026,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12088511917801,0,0.126529088968844,0,0,0.424757247157766,0,0,0,0,0,0,0,-0.000332373342537654,0,0,0,0.0238001748427526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767286056201678,0,0,-0.000162077410542486,0,0.0156094745462569,-0.0299233346782462,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.0619405593178422,0,0,0,0,0.173540829072584,0,0,0,0,0,0,0,0.00530588399508892,-0.0332344242995191,0,-0.0780803716821069,0,0,0,-0.16560383396723,0.0141824729051277,0,0,0,0,0,0,0,0.247062229699297,0,0,0,0,0.586374446350978,0,0.0489055539624136,0,0,-0.0537118393642924,0,0,-0.100653616361328,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.178126117666722,0,0,0,0,0,0,0,0,0,0,0.0838629770636834,0,0.0650918485199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232302688661172,0,0,0,-0.035331851552537,0.0602363798809504,-0.0181172248778263,-2.16840434497101e-19,0,0,0,0,0,0
X002371.SZ,0,0,0,0.00660085441987045,0,0,0,0,0.258662697614149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10550731543157,0,0,0,0,0.346357299507161,0,0,0.283949213134585,0,0,-0.29466342761555,0,0,0,0,0.167091755111817,0,0,0,0,0,0,0,0,0,-0.0154286649916234,0,0,-0.0246462142129781,0.0366673941912893,-0.359155419235481,0,0,0,0
X002129.SZ,0,0,0,0.12788746352577,0,0,0,0.16722641280752,0,0,0,0,0,0.122746323553846,0,0,0,0,0,-0.0474079569891082,0,0.0740575139992239,0,0,-0.15137765038438,0,0,0,0,0,0,0.17869860587177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138078427143492,0.0208493197812064,0,0.00154758993543645,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719878732420481,0,0,0,0,0,0,0,0,0.0651712995035488,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.240276659714007,0,0.485930379329246,0,0,0,0,0,0,0.228672983753759,0,0.0434879327914257,0,-0.0099637046417613,0,0,0,-0.0890115069608376,0,0
X000338.SZ,0,0,0,0,0,0.0681640128259877,0,-3.46944695195361e-18,0,0,0,0,0.406574635108675,0,0,0,0,0,0,0,0,0,0,0,0,0.210403340555456,0,0,0,0,0,0,0,0,0,0,0,0,0.0631205043090068,0,0,0.00880164565543464,0,0,0,0,0,0,0,0,0.144612750255858,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.0240690305877219,0,0,0,0,0.550032733037545,0,0,0,0,0,0,0.127458513424474,0,0,0,0,0,-0.125896788782907,0,0.0548752542758645,0,0,0,0,0.133227053403782,0,0,0,0,0,0,0,0,0,0,0,0.0635349758832607,0,0,0,0,0,0.179413754977221,0,0.0257319327389469,-0.0487002368860072,0.251482682415461,0.0225211305614328,0,0,0,0,0,0,0
X000063.SZ,0,0.176556554716781,0,0,0,0.131911187713765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027277623783801,0,0,0,0,0,0,0,0,0.244294642345092,0,0.0585790660341822,0,0.125447962983205,0,0,0,0,0,0,0.142387226818712,0,0,0,0,0.0946663459154591,0,-0.0225251861553494,0.0377189634220952,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509697698149514,0,0,0,0.186811787629028,0,0,0,0,0,0,0,0.0139984013754206,0,0.547139638209769,0,0.0309538564293448,0,0,0.157341289043234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224268352952707,-0.0862619430922209,0,-0.0603697227413393,0,0,0,0,0.032309892213607,0,0
X000596.SZ,0,0,0,0.0685350141977447,0.0157347445536219,0,0,0.292755459157478,0.122349759212566,0,0,0,0,0,0,0,0,0,0,0,0.203638072125799,0,0,0,0,0,0,0,0,0,0.0126382657753026,0,0,0,0,0,0,0,0,0,0,0,0,0.194130102752203,0,0,0,0,0,-0.0360232212369854,0.0334662116410089,0,-0.00227465509700952,0,0,0,0,0,0
