,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002371.SZ,X600183.SH,X300003.SZ,X002007.SZ,X000596.SZ,X600741.SH,X002241.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000625.SZ,X002129.SZ,X000800.SZ,X002463.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002414.SZ,X002179.SZ,X600498.SH,X600118.SH,X002049.SZ,X000066.SZ,X002185.SZ,X002223.SZ,X002008.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.189308848468883,0,0,0,0,0,0,0,0.0813860326245952,0,0,0,0,0,0,0,0,0,0,0,0,0.24222090865953,0,0,0,0,0,0,0,0.0184961287374795,0,0,0.018696368821794,0,0,0,0,0,0,0,0,0.0166720666970778,0.0497747179026455,0,0,0.000141873002588615,0,0,0,0.0771269682503899,0,0.00699195606834815,0,0,0,0,0,0
X000858.SZ,0.237907097904936,0,0,0,0,0.0545450072377488,0.0126719502817818,0,0,0,0,0,0,0.138537262166533,0,0,0,0.342078285094988,0,0,0,0.0641513215140631,0.17847392056958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684567935635894,0.019434702530367,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0439267810049764,0,0,0,0,0.143105138223762,0,0,0.0495135949430374,0,0.0423967748868877,0.0259822823437029,0,0,0.0174027848646306,0,0.0611474612160694,0,0,0.0121878981142069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.0446972459069544,0,0,0,0.0956636143137164,0.0809908856201841,0,0,0,0,0,0.109681658027624,0,0,0.201469050608639,0,0,0,0,0,0,0,0.0375483535180912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736086828174888,0,0,0,0,0.00598965349366167,0,0,0,0,0,0,0.0157560431060093,0.0213028917579208,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0336188273119149,0,0,0,0,0,0,0,0,0,0.0805452552632097,0,0,0,0,0,0,0.147773873481167,0.0579408151373032,0,0,0,0,0,0,0,0,0,0.0536033796773061,0,0,0,0.0896606030035463,0.0365972073761931,0,0.00919438533047433,0,0,0,0.0480414267266678,0,0.0176237622441941,0,0,0,0,0.0111761106508697,0.0254266455522446,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092463408452669,0.129506571081282,0,0,0,0,0.00713391565838928,0.45036705111511,0,0.0404250819441152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.028561379830381,-0.0128899244959968,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0161880368040314,0,0,0,0,0,0,0,0,0,0,0,0.0938830427608821,0,0.258734448930958,0.271618028050689,0,0,0,0,0.093008094774332,0,0,0,0,0.00899958111838355,0.00471278471635878,0.0308636572339183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210822936273289,0.0275599082585869,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0388524469896305,0.159700778693471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252879466471159,0,0,0.0290774199443343,0,0,0,0,0,0,0,0,0,0,0.188431123506634,0,0,0.0495267811084274,0,0,0,0.0532621261739891,0,0.217613494851134,0,0,0,0,0.066600082145251,0,-0.0233841739531389,0,0.0228187864834297,0.0151728483416549,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0814159964671611,0,0,0,0,0,0,0,0.0943698660873937,0,0,0,0,0,0.00612115927982817,0,0,0,0.030398031193908,0,0.018034775384721,0,0,0,0,0,0.515966692993817,0,0.0281809639648816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712436412050583,0.0196093708535031,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235845148942824,0,0.0206659616086967,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374406101031537,0,0,0,0,0,0,0,0.0374242738993636,0.0102838411252607,0,0,0,-0.041765852627682,0,0,0,0.0199163795659176,0.0122040855656216,0,0,0,0,0,0
