,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600584.SH,X600372.SH,X002028.SZ,X000157.SZ,X600703.SH,X600418.SH,X600741.SH,X600066.SH,X000977.SZ,X002236.SZ,X600522.SH,X600183.SH,X601877.SH,X002049.SZ,X601799.SH,X000921.SZ,X002294.SZ,X000800.SZ,X600487.SH,X002180.SZ,X002074.SZ,X600177.SH,X000661.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.222255978434139,0.241482591887587,0,0,0,0,0,0,0,0,0.0483834808237237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288180212491009,0,0,0,0,0,0,0,0,0,-0.0601080710069239,0,0,0,0.00620668291503296,0,0
X000858.SZ,0.297409500964127,0,0.0498067960225225,0,0,0,0,0,0.245556662672216,0,0,0,0,0.0586381336124321,0,0,0,0,0.0646308362515899,0.0874351690003938,0,0,0,0,0,0,-0.0267160948352459,0,0,0,0,-0.0301759586345979,0.202322199501199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0911547196765608,0,0,0,0.0222415048049521,0,0
X600276.SH,0,0.0152779389398036,0,0,0,0.0997156822538969,0,0,0,0,0.0515320180659711,0,0,0,0,0,0,0.017362612646353,0,0,0,0,0,0,0,0,0,0,0,-0.0879607478495602,0,-0.0291312613939085,0,0,0,0,0,0,0,0,0,0,0.208397632859676,0,0,0,0,0,0.154712874351302,0,0,-0.0643442439011431,0.0241095349228055,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.025248978853864,0,0,0,0,0,0,0,-0.126846748635293,0,0,-0.0349804298312621,0,0,0.450454200272026,0,1.38777878078145e-17,0.286677651118657,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0322926044151844,0,0,0,0,0,0,0,0.0342695405671676,0,0,0,0,0,0,0,-0.0750045691319986,0,0,0,-0.0514567693493818,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.015550335244538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963422906275457,0,0,0,0.278977939199289,0,0,0,0,0.0270184508818149,0,0,0,0.10019464631431,-0.0777108119514286,0,0,0,0,0,0.0508808301499455,0,0,0,0,0.0340129783555126,0,0
X600690.SH,0,0,0.0222928110765312,0,0.0291067538011572,0,0.319801062501015,0,0,0,0,0.0678737260652468,0,0,0,0,0,0,0.110866921666599,0,0,0.0268003441436616,0.0508407420323094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781520626867969,0,0.0389394174134507,0,0,0.252863556838508,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0132771423392779,0,0
X000651.SZ,0,0,0,0,0,0.241466187426224,0,-0.0283789719396549,0.0730922603777659,0,0,0,0,0,0,0,0,0,0.047071533369649,0,0,0,0,0,0.0737898355150206,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197635039291151,0,0,0,0.177201147374661,0,0,0,0,-0.0477575039635996,0,0,0,0,-0.00123048404058021,0,0,0,0,-0.00698497410222077,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.11811483940952,0,0,-0.0764963782388784,0,0,0,0,0,0,0,0,0,0,-0.0853230330241879,0,0,-0.0644761386719122,0,0,-0.0458147021203519,0,0,-0.0956634275943864,-0.361258921148358,0,0,0,0,0,0,0,0,0,0,0.0398426171513607,0,0,0,0,0,0,0,0.184326886152884,-0.191859204140041,0.0829635051267382,0,0,-0.0623794030827831,0,0
X600809.SH,0,0.0833411342651873,0,0,0,0,0,0.02153661990567,0,0.0882907391747797,0,0,0,-0.0934167807326871,0,0,0.0712757594754311,0,0,0.628937114941106,0,0,-0.0472755664688565,0,0,0,0,0.0837425952376181,0,0,0,0,0,0.0379669015312447,0,-0.0172908452591322,0,0,-0.0387887672339234,0,0,-0.0201255090505347,0,0,-0.143005920248072,0,-0.0154505118596774,0,0,0,0,0,0.0063142093029906,0,0,0,-4.33680868994202e-19,0,0
X000568.SZ,0.258909193378124,0.108228448514074,0,0,0,0,0,0,0.432287324321557,0,0,0,0,0,0,0,0,0,0,0.0721362459412848,0,0,0,0,0,0,0.086080513790589,0,0,0,0,0.011215291235498,0,0,0.0511328668644664,0,-0.0178877603266867,-0.148681750955363,0,0,0.0864900876055525,0,0,0,-0.0760169298255689,0,0,0,0,0,0,0,-0.0313223042156739,-0.0420476154950577,0,0,-0.0338780487681171,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161866900508629,0,0,0,0,0,0.0966515180305483,0,0,0,0,0,0,0.188488952998492,0,0,0,0,0.0283556077590537,0,0.208054092879664,0,0,0.162114349707027,0,0,0,0,0,0,0,0,0.165785770841151,0,0,0,0,0,0,0.0333447610560076,0,0,0,0.0115463335945507,0,0
X000725.SZ,0,0,0,0.0333521905587029,0,0,0,-0.0578747300741374,0,0,0,0,0,0,0,0,-0.147496218317054,0,-0.0392634042090327,0,0,0.525980669170363,0,0,0,0.0892770596143695,-0.187337252901267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10582148064709,0,0,0.33689234707506,0,0,0,0.0744349224740287,0,-0.108249850046771,0.0512611830804061,0,0,0,-0.027411142076388,0,0
X600104.SH,0,0,0,0,0,0.061046347358508,0,-0.00907327347116601,0,0.131196222923234,0,0,0,0.0167840867168753,0,0,0,0,0,0,-0.0196312790235631,0,0,0,0,0,0,0,0,0,0,0.00927918336037592,0.0497028377717342,0,0,0,0.18450518289792,0,0,0,0,0,0,0,0,0.028262515409435,0,0,0,0,0,0,0,-0.0439753498607755,0,0,-0.00356136603551253,0,0
