,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000661.SZ,X002241.SZ,X601877.SH,X600522.SH,X000733.SZ,X600702.SH,X601799.SH,X002074.SZ,X000800.SZ,X002028.SZ,X002007.SZ,X002180.SZ,X002463.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.1684916882427,0,0.00411619190912653,0,0,0,0,0.0841460058458985,0,0,-0.0991350792313404,0,0,0,0,0,0,0,0,0.11690297626796,0,0,0,0,0,0,-0.0299721951183752,0,0,0,-0.0407732158155955,0,0,0.0785270090824827,0,0,0.11439335486941,0,0,0,0,0,0.0590596991925532,0,0,0,0,0,0,-0.0756042850904466,0.0795598598508991,0,0,0,0,0,0
X000858.SZ,0,0,0.479067288651614,0,0,0,0,-0.0268013562152204,0,0,0,0,0,0,0,0.037678963304538,0,8.67361737988404e-19,0.119141732764196,0,0,0,0,0,0,0,0,0,-0.0907452808552204,0,0,0,0.00772660971585932,0,0,0,0,0,0.0637352195603936,-0.166411205827,0,0,0,0,0.137399361793845,0,0.091447419364939,0.0502177603710018,0,0,-0.0202154789412549,-0.00769746366161544,0,0,0,0,0,0,0
X000568.SZ,0.364548432593039,0.0890995096660627,0,0.0992841253467494,0,0.00921760625474208,0,3.46944695195361e-18,0,0,-0.0379884983932873,0,0,0,0,0.240399232706089,0,0.0992513367604976,-0.0173769350946204,0,-0.0193118999134498,0,0,0,0,0,0,0,-0.0455923684134689,0,0,0,0,0,0,0,0,0,0.196448470248955,0,0,0,-0.145941670263994,0,0,0.0180302121080041,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0877649721347309,0,0,-0.0396314146348983,0,0,0,0,0,0,0,0,0,0,0,0.0393428614896731,0,0,0,0.0557331538714333,0,0,0,0,0.013607227787487,0,0.263606828314501,0,0,0.0539156324956372,-1.0842021724855e-19,0,0,0,-0.091461979628538,0,0.157412288668085,0,0,0,0,0,0.00216367633227877,0,0,0,0,0.0579896617097859,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188612518767869,0,0,0,0,0.0389679263658623,0,0,0.0931031307384812,0,0,0,0,0,0.190774143340953,0.02844055280988,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.464297607273845,-0.0309111624043117,0,0,0,0,-0.0178084575230245,0.0394484289557945,0,0,0,0,0,0,0.037498095138051,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0080169873775174,0,0,0,0,0,0.053629197732984,0,0,0,-0.118778266849562,-0.259837616218983,0,0,0,0,0,-0.204349225099754,0,0,0,-0.297213473638589,0,0.0627220686296734,0.0337059097078038,0.0811236427043056,0.525155884509627,0,0,0,0,0,0.0975407857609187,0,0,0.186963935919274,0,0,0,0,0,0.183339760833291,0,0,0,-0.0208266437265834,0,0,0,0,0,0
X600690.SH,0,0.0168636768747717,0,0,0,0,0,0,0,0.0450947143921954,0,0,0,0.0044170487343051,0,0,0.121074835209224,0,0,0,0.0372882774569611,0,0,0,0.0287983299221511,0,0,0,0,0,0,0,0.00668139249298523,0,0,0,0,0,0.0786354525032388,0,0,0,0,0.0688383751401334,0,0,0.00625212132152701,0.0306057205261382,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335684023980887,0,0,0,0.021015020321557,0.119754949483113,0,0,0,0,0,0.147580297964926,0,0,0,0.0794705448312209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355553170692412,0,0,0,0,0,-0.09574722074523,0.123353206457227,0,0,0,0,0,0
X002304.SZ,0,0.422074572835523,0.0470167357920604,0,0.131733147022032,0,0,-0.0125027572324338,0,0,0,0,0,0,0,0,0,0,0.0265003048539698,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107919100466693,0,0,0,0,0,0,0.0390575265007929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157022367791184,0,0,0,0,0
X000651.SZ,0,0.0843328477819114,0,-0.0654677334870453,0,0.00617298551242567,0.285671232773519,0.0657652487282785,0,0,0,0,0,0,0,0,0.00856643218599028,0,0.140876439053845,0.111433748533974,0,0,0,0,0,0,0,0,-0.103811203663498,0,0,0,0,0,0,0,0,0.021360648538083,0,0,0,0,0,0,0.0746203257862128,0,0,0,0,0,0.0154727732687646,-0.00714217621243107,0,0,0,0,0,0,0
