,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002007.SZ,X000596.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X000100.SZ,X600741.SH,X002049.SZ,X000625.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X002179.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X000050.SZ,X002008.SZ,X000547.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0915612284049165,0,0.0414884221487113,0,0,0,0,0,0.20259680790776,0.198174911846337,0,0,0,0,0,0,0,0.0549975988240204,0.0135504725480162,0,0,0,0,-3.46944695195361e-18,0,0,0.0173363580055356,0,0,0,0,0.0554205306436019,0,0.0315815963387579,0,0,0,0,0,0,0,0.0400136815574366,0,0,0,0,0,0,0,0,0,0.00246386549070757,0,0,0,0,0,0
X000858.SZ,0.258262986210332,0,0,0,0,0,0,0.0642741717080523,0.178931918577376,0,0.37310651499509,0,0,0.00374252951149528,0,0,0.0906593817826931,0,-0.0420233329794019,0,0.0133805660342713,0,0,0,0.0272023597207825,0,0,0.00341151902517855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275416232023143,0.0268485612371849,0,0,0,0,0,0
X600276.SH,0.0469440686941121,0,0,0,0.164570303744903,0,0,0,0.0534451970813332,0.309905474206066,0.0724007675223132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159577662797786,0,0,0.0132498379556633,-0.079972366907044,0,0.00913739416419395,0,0,0.00913057238110744,0,0,0,0,0,0,0,0,0,-0.0112728539683803,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.316312097605785,0,0,6.93889390390723e-18,0,0,0,0,0.0353566325092703,0.0712986198817261,0,-3.46944695195361e-18,0,0.0629195587320913,0,0,0,0,0.0978689954234225,0,0,0,0,0,0,0,0.0296908665351463,0,0.00612720661884069,0.0865615085250941,0.0515035349248562,0.0313458166805213,0.0180461955433244,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.164804809891911,0,0,0,0,0,0,0,0,0,0,0.0670724095242135,0,0,0,0,0.0211697059813209,0,0,0,0,0,0,0,0.0403828891193078,0,0,0,0,0.203907809630291,0,0,0,0,0,0,0.0539675291184287,0,0,0,0,0,-0.0740101543125848,0,0,0,0,0,0,-0.00405774920667006,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543659407595185,0,0,0,0,0,0,0,0,0,0.00985706441475589,0,0,0.138881602364304,0,0,0,0,0.0294255679173145,0,0,0,0,0,0,0,0,0,0,0.131857157639726,0,0.0174335606911831,0,0.0490598328509607,0,0,0,-0.0599942491425992,-0.0221158250665145,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.172342272295746,0,0,-0.0242229203710181,0,0,0,0,0,0,0.0505349986505544,0.0592032762813647,0,0,0,0,-0.00625771343696881,0,0,0.00868897851951728,-0.0124533193635145,0.0251700735857459,0,0,0,0,0,0,0.0846271158644201,0,0.147619809488957,0,0,0.105847109883779,0,0,0,0,0,0,0,0,0,0,0,0.0118109818975547,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239047222920475,0,0.00128666383774835,0.0464892452544081,0,0,0,0,0,0.0608216148430832,0,0,0.0326590372357658,0.394175165243566,0,0,0,0,0,0,0,0,0.0253560148674632,0,0,0,0,0,0,0,-0.0511527322938053,0,0,0,0,0.0182569354378141,0,0,0,0,0,0
X002304.SZ,0,0.300812556545663,0,0,0,0,0,0,0,0.295304021372764,0.00709580555650886,0,0,0,0,0,0,0,0,-0.0134409286691507,0.055378222316521,0,0,0,0,-0.00505482769565731,0,0,0,0.17882023531774,0,0,0.071207881860512,0,0,0,0,0,0,0,0,0,0.00545169041169443,0,-0.0217301963518263,0,0,0,0,0.005833356126773,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.415181566625453,0,0,0,0,0,0,0.254530184820246,0,0,0,0,0,0,0,0.0192889404407444,0,0,0.0522559573869324,0.0823233985721518,0,0,0,0,0,-0.071918235925703,0,-0.0521057100882215,0.0374740246892875,0,0,-0.053006604906779,0,0.00208519793493873,0,0,0,0,0,0,0.156324746646948,0,0,0,0,0,0,0,0,0,0,0.0130420636428605,0,0,0,0,0,0
X600809.SH,0.204117537656114,0.270493550471813,0.0705041168591376,0,0,0,0,0,0,0.188553192208091,0,0,0,0,0,0,0,-0.0202590106379624,0,0.154454847804451,0.124079202498986,0,0,0.026915396079436,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157352078682162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482442868969245,0,0,0,0.181975188512501,0,0,0,0,0,0,0,0.0151463174791287,0,0,0,0,-0.05030950130936,0,0,0,0.212986402453193,0,0,0,0,0,0.021389642231338,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.378894812997665,0,0,0.00898893518957009,0,0,0,0.0628369292214265,0.0659488858153193,0,0,0,0,-0.0206151286946347,0,0,0,0,0,0,0,0,0,0,0,-0.0986320316886694,0,0,-0.0225765587575133,0,0,0,0,0,0,0,0,0.105740875782283,0.0823088659902009,0,0.0194486530834227,0.0374183294187573,0,0,0,0,0,0
X000661.SZ,0,0,0,0.200871947057863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231941902138535,0,0.150370552749093,0,0,0.220061197202702,0,0.150140439410274,0,0.0330243774236781,0,0,0,0,0.107045145901012,0,0,0,0,0,0,0,0,0,-0.0817253734319964,0,0,0,0,0,0,0,0,0.0562317742879008,-0.020163627304117,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.116019883911356,0,0,0,0,0,0,0,0,0.0252001724357889,0,0,0,0.161844431006376,0.124483705589531,0,0,0,0,0.0628625849276457,0,0,0.109922643376044,0,0,0.036960222205777,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0209722881562945,0,0,-0.0197008180853562,0.0219119202098353,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.112134122667862,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0143958298803383,0,0,0,0,0,0.0321678027659768,0,0,0,0,0.0508370864094252,0,0,0,0.0743821357598642,0,0.0297658947529774,0.0125235181378269,0,0,0,0,-0.000397379872056243,0,0,0,0,0,0
X002241.SZ,0,0,0,0.342950931768392,0,0,0,-0.0655241468694844,0,0,0,0,0,0,0,0,0,0,0,0.0530946312163129,0.100098335271833,0,0.218858062659309,0,0.067534811213903,0,0,0.0317867081458925,0,0,0,0,-0.120829945112238,0,0.184487198151517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499336274109561,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.226994172127115,0,0,0,0,0,0,0,0,0.0108286330886264,0,0,0,0,0,0,0,0,0.0251032621627559,0,0,0,0.00759613357331087,0,0,0,0,0,0.166323956483593,0,0,0,0,0,0,0,0,-0.0274403026824343,0,0,0.0628542003630425,0,0.0179011977163382,0,0,0.0131445371621035,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0954083618577937,0,0,0,0,0,0,0,0,0,0,0,0,0.0211235390975387,0,0,0,0.118875550925071,-1.38777878078145e-17,0.250133946246288,0.129598724746149,0,0,0,0,0,0,0,0.219668130197296,0,0,0.102376120317611,0,0,0,0,0,0,-0.114154743182678,0.0413284694236793,0,0,0,0,0,0,0.00779213085152136,0,0,0,0,0,0
