,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X003816.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X000157.SZ,X600584.SH,X002028.SZ,X000977.SZ,X600066.SH,X002236.SZ,X600741.SH,X600522.SH,X600183.SH,X600418.SH,X002049.SZ,X601877.SH,X000800.SZ,X000661.SZ,X002223.SZ,X600177.SH,X000921.SZ,X600460.SH,X600487.SH,X002180.SZ,X002129.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.254061971252909,0,0,0,0,0,0,0.152161437520481,0.00547012118093428,0,0,0,0,0,0,0,0,0.0298101934373341,0.155413679447782,0,0,0,0,0,0,0,0,0,0,0,-0.0103753139359555,0,0,0,0,0,-0.0375983982655362,0,0,0,0,-0.031364673135092,0,0,-0.0444360485092035,0,0,0,0,0,0,-0.076635674569679,0,0,0,0.00912955363169177,0,0
X000858.SZ,0.222845573045856,0,0.0045713451693595,0,0,0,0,0,0.170868835169621,0.155619927719843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00514696076098619,0,0,0,0,0,0,-0.02070951316147,0,0.244773645255178,0,-0.0249307926580695,0,0,0,0,0.108198457718388,0.00641579376191052,0,0.0244825711952644,0,0,0,0,0,0,-0.0294559874828362,0,0,0,0,0.0196034031427429,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110798367377529,0,0,0,0,0,0.00711874170126937,0,0,0,0,0,-0.0465572439307368,0,0,0,0,0,-0.0154827131969657,-0.0562041700795384,0,0,0,0,0,0,-0.00786793177584545,0,0,0,0,0.115313184622487,0.216068981959386,0,0,0,0,0,-0.0305996866003862,0,0,0,0,-0.0122634262620589,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152843107494259,0,0,-0.0369576493256582,0,0,0.515033640376859,0,0.0245575972636208,0,0,0,0.2460626650908,0.109386872339637,0.0380886081608375,0.00506221831517411,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0432740463400718,0,0,0,0,0,0,0,0,0,-0.0112336677335077,0,0,0,-0.0367202762272969,0,0
X002415.SZ,0,0,0,-0.0437164066063985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0723670548533433,0,0.359228209116342,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0542648656858195,0,0.0259587765262578,0,0,0,-1.73472347597681e-18,0.0205545678012866,0.19350045615189,0,0,0,0,0,0,0,0,0,0,0,0.0547841204454323,0,0,0,0,0.0113857981237701,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0791933125477799,0,0,0,6.93889390390723e-18,0,0,0,0,-0.150125525204421,-0.0109641799358537,0,0,0,0,0,0,-0.0629116023554113,0,0,0,0,0,0,0,0,-0.150162906168766,0,-8.67361737988404e-19,3.46944695195361e-18,0,0,0,0,0,0,1.73472347597681e-18,0,0,3.46944695195361e-18,-0.298442968765885,0,0,0.0373337122233264,-0.0641114977738059,0,0,0,-0.00476492872845361,0,0
X600690.SH,0,0,0,0,0,0,0,0.44348770220501,0,0,0,0,0.0912420143695865,0,0,0,0,0,0.102989297857097,0,0,-0.0477309633132879,0,0,0,0,-0.144415888703998,0,0,0,0,0,0,0,0,0,0.00622372092996685,0,0,0,0,-0.0856420887860697,0,0,0.255858431780041,0,0,0,0,0,0,0,-0.0364672762487479,-0.116388764419059,0,0,-8.67361737988404e-19,0,0
X000651.SZ,0,0,0,0,0,-0.0409522502297743,0.0348631696430915,0,0.0606180558460001,0,0,0,0,0,0,0,0,0,0.0780058385248659,0,0,0,0,0,0.0424295321771285,0,0,0,0,-0.093014701192795,0,0,0.00867516662707914,0,0,0,-0.0375666426265941,0.0425501804293775,0,0.0248213879607565,0,0,0,0,0.145810633939461,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0185376354763164,0,0
X600809.SH,0,0,0,0,0,0.0317606424542009,0,0,0,0,0.126953539063949,0,0,0,-0.00481830497088307,0,0,0,0,0.573523204110295,0,0,0,-0.0252658996433339,0,0,0,0,0,0,0.0208953286902941,0,0,0,0,0,0,0,0,0,0,0,0.0778688965611047,0,0,0,0,0,0,0,0,0.0748179430574274,0,0.063694776482122,0,0,0.0128587773742809,0,0
X000568.SZ,0.469918999837702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264370650762258,0,0,-0.0979252432488208,0,0,0,0,0,0.0990212459096416,0.0322205075210664,0.0232647184885999,0,0.0142319479413601,0,0,0,-0.0260603126835663,0,0,0,0,0.107402207316207,0,0,0,-0.0503950367905571,0,0,-0.0224952414820413,0.00487870922309848,0,0,-0.060271124501414,-0.0531498370461926,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167072555354777,-0.013711558967853,0,0,0,0,0.0979026244133008,0,0,0,0,0,0,0,0,0,0.351126719367956,0,0,0.175725985379924,0,0,0,0,0.119606713719363,0,0,0,0,0,0,-0.0302103925211899,0.0495541647127306,0,0.0838583693978187,-0.0324470942350124,0,0,0,0.0559939422884952,0.0852889133030975,0,0,0,0,0
X600104.SH,0,0,-0.0249085336505049,0,0,0,0.0281487576202714,0,0,0,0,0,0,0,0.277644545678712,0,0,0,0,0,0,-0.0383751255775087,0,0,0,-0.0161761264447851,0,0,0,0,0,0,0,0,0,0.0204758611069016,0,0.0660927428949606,0,0,0,0,0,0,0,0.11216928077087,0.00401457668787532,0.0551182067585323,0,0.0475100582190069,-0.0257906977235996,-0.0108192956021242,0,0,0,0,-0.0280090727233462,0,0
X000725.SZ,0,0,0,0,0,0,0.0580047785971984,0,0,-0.0104181941482385,0,0,0,0,0,0,0,0,0,0,0,0,0.736811162622342,0,0,0.0201670138228216,0,0,0,-0.052728090398945,0,0,0,0,0,0,0,-0.00704079814911555,0,0,0,0,0,0,0,0,0,0.330056455739572,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,-0.0406089853987425,0,0,0,-0.139060886544669,0,0.158951573307527,0,0,0,0,0,0,0,0,0,0,0.205017832205744,0,0,0.0182560530827528,0.0449427718978104,0,0,0,0.11135516361307,0.0134642911061752,0,0,0,0.0659352987396048,0.32339371387036,0,0,0,0,0,0,0,0,0,0,0,0.0033516880503898,0,0,0,-0.00578409917928628,0,0,-0.0267380903904444,0,0
X600031.SH,0,0,0,0,0,-0.120639655874121,0.00153546065207921,0,0,0,0,0,0.0157355293148466,0,0,0,0,0.021830792267317,0.244551435320261,0,0,0,0.236235844821554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119527882526046,0,0,0,0,0,0,0,-0.0224716323170445,0,0,0,0,-0.133790030082565,-0.216506961073953,0,-0.0283882097617159,-0.0284674443536872,0,0.0224224672772024,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0279589567237515,0,0,0,0,0,0,0,0,0,0,0.187606781432136,0,0,0,0.0999680779536755,0,0,0,0.15315520728538,0,0,0,0,0,0,0.0439228780545982,0,0,0,0,0,0,0,0,0,0.013029540048897,0.0646255892204253,0,0.0212706908581789,0.0534143119343745,-0.0350737388114852,0,0,0.0231938639960774,0,0
X002304.SZ,0,0,0.0501339139002118,0,0.0101451286153271,0,0,0,0.194562006869904,0.133868391236205,0,0,0,0,0,0,0,0.0351295299350792,0,0.0228821003845436,0,0,0,0,0,0,0,0,0,0,0,0.100816236920379,0,0.100480075237984,0,-0.0351712427983064,0,-0.00678577237712439,0,0,0,0,0,0,0.0259735814273815,0,0,0,0.0916305353363571,0,0,0,0,0,0,0,0.0237336313262809,0,0
X300124.SZ,0,0,0.0780740985538988,0,0,0,0,0,0,0,-0.414869860889385,0,0,0,0,0,0,0,0,0,0.356349862211533,0.0622610345827493,0,0,0,0,0,0,0,0,0,0,0,0.0323539281159182,0,0,0.127381290775338,0,0,0,0,0,0,0,0,0.047699045356791,0.0151205302219508,0.224456678033268,0.0648075340304143,0,0,0,0,0,0,0,-0.0547789905706382,0,0
X000338.SZ,0,0,0,0,0,0,0.00814334610141211,0,0,0,0,0,0,0,0.350071020824397,0,0,-0.0877195420885489,0,0,0,0,0.048160732416651,0,0,0,0,0,0,0,0.110845666606346,0,0,0,0,0.263415289010338,0,-0.195441866098198,0,0,0,0,0,0,0.282568440936377,0,0,0,0,0,0,-0.0424046226235452,0,0,0,0,-0.0223619001952626,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.566996929472079,0.116664080653308,0.146503091421734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737721870834914,0,0,0,0,0,0,0,0,0,0,0,0,0.152212931915882,0,0,0.121335546752912,-0.0343227063545524,-0.0659351340727833,0,0,0.0661221575082195,0,0,0,0,0,0,0,0,0
X002179.SZ,0,0,-0.0885164246051989,0,0,0.262274932639888,0,0,0,0,-0.0018553182162862,0,0,0,0,0,0,0.115308610130288,0,0,0,0,0,0,0,0.0553715305534638,0.316902936695428,0,0,-0.00601718563216111,0,0,0,0,0,0,0.028010908515117,0,0,0,0,0,0.140975610718225,0,0,0,0,0,0,0.228150308249452,0,0,-0.128611318346403,0,0,0,0,0,0
X300014.SZ,0,0,0.451213949231276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276300601965007,-3.46944695195361e-18,0.172585382129741,0.203072330714134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861594888922371,0,0,0,0,0,0,0,0,0,0.0174252684296141,0,0.00198939119106228,-0.199037126740594,0,0,-0.00714721485413742,0,0,0,0.00492385012732691,0,0
X000100.SZ,0,0,0.127232147671129,0,0,0,0.0402746907203649,0,0,-0.269345037611182,0,0,0.305495167396792,0,0.167404783340255,0,0,0,0.0386159047933699,0,0,0.188432074171816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197341226720785,0,0,0,0,0,0,0,0.182310284351706,0,-0.0551848360490597,0,0.0218324576735073,-0.0837194578398938,0,0,0,0,0
X002241.SZ,0,0,0,0.457857808824409,0,0,0,0,0,0,0,0,0,0,0,0.230881502829829,0,0,0,0,0,0.0255010418745926,0,0,0,0,0,0,0,0.0449712003333579,0,0.0454154674381447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317211146370783,0,0.0220759807977873,0,0,0,0.0348222284392061,0.0265446138900282,0,0,0,-0.00176630034216923,0,0
