,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X000157.SZ,X002179.SZ,X600703.SH,X002236.SZ,X000977.SZ,X002463.SZ,X600372.SH,X002241.SZ,X600741.SH,X002049.SZ,X000661.SZ,X002129.SZ,X600584.SH,X600066.SH,X002028.SZ,X600522.SH,X000921.SZ,X601877.SH,X000800.SZ,X600183.SH,X601799.SH,X002074.SZ,X002007.SZ,X600418.SH,X600566.SH,X002223.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.267571859799357,0,0.122081219940422,0.127371301853751,0,0,0.136513530872918,0,0,0,0,0,0.00569744546742337,0,0,0,0,0,0,0.021372248747787,0,0,0,0,0,-0.0828565534887592,0,0,0,0,0,0,0,0.0685800646618541,0,0,-0.0258135552817859,0,0,0,0,0,0,0,0,0,0,0,0,-0.00824641473573167,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.396487144846131,0,0,0.0225218374837768,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.071041539611567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203871812538658,0,0.00807586396939896,0.00276721898274174,-0.0070714530924625,0,0,0,0,0,0.0710203573274712,0,0,0,0,0,0,0,0,-0.0508874640558826,0,0,0,0,0,0,0
X600809.SH,0.357804438017962,0,0,0,0,0.0197063695221223,0,0,-2.16840434497101e-19,0,0,0,0.113524256063791,0,0,0,0.191139686040363,0.189544268658935,0,0,0,0.126351794421432,0,-0.0301625516673012,0,0,0,0,0,0.0245873073166825,0,0,0,0,0.00171318970345243,0,0,0,0,0,0,0,-0.0850737632290673,0,0,0,0,0,0,0,0,-0.0114819821381082,-0.0143999651938996,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.143886117786179,0.0339710695212914,0,0,0,0,0,0,0,0.0283440399835205,0,-0.0620964469213195,0,0.0199626617899824,0,0.17892555677796,0,0,0,0,0,0.00615731546548321,0,0,0,-0.0472106184823392,0,0,0,0,0.102238277268947,0.00606026992374734,0,0,0,0,0,0,0,0,-0.00744908365275938,-0.0168157599465386,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.040669999636794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199776884664763,0,0,0.197821777800439,0,0,0,0.219070442641319,0,0.0809750419104738,0.0201338233770862,0,0,0,0,0,0,0.134327233371376,0,0,0,0.0820173000428202,0,0,-0.0911348411916228,0,0,0,0,0,0,0,0
X000568.SZ,0,0.686842256702388,0,0,0,0,0,0,-0.0548805987509433,-0.0238359754495028,0,0,0,0,0,0,0.131932353184312,0,0,0,0.166706264535193,0,0,0,-0.0243115267288235,0,0,0,-0.0273492591219348,0,0,0,0,0,0.0536488050963749,0,0,0,0,-0.0497610981028742,0,0,0,0,0,0,0,0,0,0,0,0.0156610882365519,0.00443611560024061,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.130562317463563,0,0,0,-0.0112483098414925,0,0,0,0,0.0909719201763765,0,0,0,0,0,0,0,0,0,0,0,-0.12560960457469,0,0,0,0,0,0.0512039461710709,0,-0.0182491758114525,0,0,0.208544754578771,0,0,0.0628875414852879,0,0,0,0,0,0,0,0,-0.0312200671834476,0.0213918379219629,-0.0477535729869346,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0605160789054723,0,0.122191160561549,0,0,0.11447922912508,0,0,0.0446418577317028,0,0,0,0,0.104707463860827,0,0,0.0191728860805866,0,0,0,0,0,0,0,-0.0153279396711995,-0.0578555681281703,0,0,0,-0.0984161203008185,0,0,0,-0.0179976828412229,0,0.196884692111298,0,0,0,0,0,0,0,0,0,0,-0.105390118610373,-0.00440602750474269,0,0,0,0,0,0,0
X002475.SZ,0.107830789789535,0,0,0,0.0904021552685145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251854132546567,0.273335442326595,0,0,-0.0567259404421705,-0.0221198255680663,0,0.459122677254348,0,0,0,0,0,-0.0187552973405616,0,0,0,0,0,0.156099287794064,0.144988167731552,-0.102822715398069,0,0,0,0,0,0,-0.0370073686498832,0,-0.23344128020864,-0.0867827908071714,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.310901242405979,0,0,-0.0327037202436871,0,0,0,0,0,0,0,0,0,0.0460071145993083,0,0,0,0.126147620980575,0,0,-0.0243765553065625,0,0,0,0.0339418505265675,0,0,0,0,0,0,0.03035757649112,0,0,0.228868685900992,0,0.163112068037138,0,0,0.255093120917985,0,-0.187615690696839,0.260153484150837,0,0,0.0170394649446682,0,-0.084082115570304,0.0521012392278686,0,0,0,0,0
X600104.SH,0,0,0.0340728770916315,0,0,0,0,0,0.0252088903315997,0,0,0.00944889041620814,0,0,0.0784831247524064,0,0,0,0.00254521138411728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263911320251938,0,0,0.0438131182860924,-0.0194647925138571,0,0,0.00214571855965939,0,0.0210928133502887,0,0,0.0317581357233087,0,0.00496721886434071,0.0607254150238762,0.0144091078846587,0,0,-0.00822286725601738,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0376498262798612,0,0.13061052939812,0,0,0,0,0,0,0,0.0068342835568002,0,0,0,0,0,0,0,0,0.0931879335218908,0,0,0,0,0,0,0,0,0.079669748512875,0,0,0,0,0,0,0,0,0,0,0,0.069899716944915,0,0,0,0.497054797565516,0.0866840404352018,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104779066620219,0,0.0915551451571438,0,0,0,0,0,0,0,0,0,0,0,0.0169100303945526,0.0273961412588722,0,0,0,0,0,0.137716679238835,0,0,0,0,0,0,0,0,0
