,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000568.SZ,X600741.SH,X600703.SH,X000338.SZ,X002475.SZ,X600031.SH,X002236.SZ,X300003.SZ,X000063.SZ,X002008.SZ,X300124.SZ,X600809.SH,X600867.SH,X601877.SH,X000596.SZ,X600066.SH,X600271.SH,X000625.SZ,X002456.SZ,X002294.SZ,X600487.SH,X600566.SH,X000100.SZ,X000661.SZ,X002241.SZ,X002508.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X000981.SZ,X002007.SZ,X300136.SZ,X000050.SZ,X600177.SH,X000869.SZ,X002180.SZ,X600522.SH,X600498.SH,X600884.SH,X000977.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.131660924176769,0,0.139934819088975,0,0.22618182606522,0,0,0.0150942844516743,0,0.0576586186181698,0,0,0,0,0.00898661325269332,0,0.0307717016867746,0.0559350942080107,0,0,0,0,0,0,0,0,0,0.0895165224317834,0,0,0,0,0,0,0,0,0,0,0,0,0.0359461537746168,0,0,0.0520869245376098,0,0,0,0,0,-0.0116036035631795,0,0,0,0,0,0
X600104.SH,0,0,0.0917185486355348,0,0,0,0.0224319178064037,0.119758922945267,0,0,0.205671725932511,0,0,0,0,0,0,0.0397372226224152,0.0367443554922068,0.0159919206140207,0,-0.0970309495742183,-0.0353535058101557,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.215160383231803,0,0,0,0,0,-0.0620640047226342,0,0,0,0,0,0,0,-0.0538670039840538,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.112774400383102,0,0,0,0,0,0,0,0,0.274339534581801,0,-0.00370516232585542,0,0,0,0,0,0,0,0,0,0,0.017665597696173,0.0607957877321041,0.235153778169065,0,0,0.127206450425203,0.161013464233157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00608510312935775,-0.0230808970661005,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.216307684925302,0.104171394679726,0.199991078680286,0,0,0.0792787799790819,0,0,0,0,0.114053426073477,0,0,0,0,0.111241983323246,0,0,0,0,0,0,0,-0.0155498303457304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00309490971719426,-0.0169008070602519,0,0,0,0,0,0
X600276.SH,0,0,0,0.0359312282892722,0,0,0,0,0,0.15737897041502,0,0,0,0,0,0,0.19255363164664,0,0,0,0,0,0,0,0,-0.110199118286638,0,0,0.155904700445365,0,0.216773914855374,0,0.13763704272351,0,0,0,0,0,0,0.055425044721777,0,0,0,0.0338857356739608,0,0,0,0.0593508774555329,0,0,0,-0.0543414966290705,0.00466277695231413,0,0,0,0,0,0
X000651.SZ,0,0,0,0.845735866195705,0,0,0,0,0,0,0,0,0,0.183993644360254,0,0,0,0,0,0,0,0,0,0,0,-0.0115338308948645,0,0.100863056837297,0,0,0,0,0,0,0,0,0,0,0,-0.0261612761120461,0,0,0,0,-0.122990384224436,0,0,0.0269598119718335,-0.000501130549157644,0,0,-0.0282541426513918,0.0637639305766286,0,0,0,0,0,0
X002304.SZ,0,0,0.141760593379128,0.241178889273921,0,0,0,0.112880952117285,0,0,0.0507580048351931,0,0,0,0,0,0,0,0,0.0856893803409525,0.0477428247013325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738439370052467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291137177868884,-0.0372285651980989,0,0,0,0,0,0
X600690.SH,0,0,0,0.417872325099218,0,0,0.0161475544051757,0,0,1.73472347597681e-18,0.10569829748074,0,0,0,0,0,0,0,0,0,0.117570612293556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253739740623999,-0.0291965508544271,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571901818400358,0.0833847279569861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23129132346798,0,0,0,0,0.0801912088934178,0,0.248119241284458,0,0,0,-0.197073932320096,0,0.07429175278969,0,0,0,0,0.0222345000052011,0.0510165834135673,0,0,0,0,0,0
X000568.SZ,0,0,0,0.100669119068015,0.182531260653323,0.0965969649010061,0.144159390608772,0.0761951803087824,0,0,0,0,0.086043090559728,0,0,0,0,0.00680463009630785,0,0,0,0,0,0.223039672304074,0,0,0,0,0,0,0,0,0,0,0,0,-0.135066432051394,0,0,0,0,0,0,0,0,0,0.113462833613702,0,0,0,0,0,-0.0177297469690326,0,0,0,0,0,0
X600741.SH,0,0.323348202876836,0,0.072309754995875,0,0,0.0473534191854622,0.110964860688419,0,0,0,0,0,0,0,0,0.10326198083645,0,0.0977519750374297,0,0.0497266968436474,0,0.00662234212519764,0,0,-0.0931093608642327,0,0,0,0,0,0,0,0,-0.0430991443667239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250685282949482,-0.0231891676723619,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.0543835731711274,0,0,0,-0.105920793831664,0,0.177996980196462,-0.0226847913337033,-0.0935289003776874,0,0,0,0,0,0,0,0.02883581585549,0,0.417352365099981,0,0,0,0,-0.0607501369962704,0,0.0213744495587808,0,0,0.396404691266223,0,0,0,0.418431127343587,0,0,0,0,0,0.00753387342854893,0.03636051427178,0,0,0.0892464970128261,0,0,0,0,0.212083494191001,0,0
X000338.SZ,0.00200527386692486,0,0,0,0,0,0,0,0.185716960725618,0,-0.0534901463897933,0,0,0,0.152486127379799,0,0,0.19161330969912,0,0,0.0194057034950602,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.163264918109031,0,0.0647011208868492,0,0,0,0,0.0373271941773013,0,0,-0.0569832483022372,0,0,-0.0158477834992816,-0.00426773873275687,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581991970589804,0,0,0,0,0,0.00606048121826695,0,0,0,0,0,0.0174372332202851,0.213743595043456,-0.0557426337303297,0,0,0,0,0,0,0,0,0,-0.00438718227505078,0.0165125323514026,0,0,0,0,0,0
X600031.SH,0,0.0933575537703859,0,0,0,0,0,0,0,0.104947393637918,0,0,0.104838350713547,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492967789466634,0,0,0,0,0,0,0,0.083408431819441,0,0,-0.0152996836422152,0,0,0,0.127571818770507,0.0541838209358356,0,-0.15865091254718,0,0,0,0,0,0,0,-0.00432522606651051,0.00352955810004086,0,0,0,0,0,0
X002236.SZ,0,0,0.38855541971283,0,0,0.0490715675505253,0.0423306904634341,0,0,0,0,0,0,0.218716484699604,0,0,0,-0.00277170697243852,0.0957329109377353,0,0,0,0.162702297979042,0,0,0,0,0,0,0,0,0,0,-0.0680577060566814,0.0713262060553385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465988849944501,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0.0589444280638419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134322888772131,0.285618808390235,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0561901546201266,0,0,0.170207885777481,0,0,0,0,0.144728939327171,0,0,-0.114844852925286,0,0,0,0,0,0,0.0207679119348131,-0.00267500830379931,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0136818130001237,0,0,0,0,0,0.0295919792063384,0,0,0.327439397943164,0,0,0,0,0,0.0209543095788335,0,-1.73472347597681e-18,0,0.0844431949630019,0,0,0,0,0,0,0,0,0,0,0,-0.153857237090089,0,0.135665670805896,0,0.0499325286404105,0,0,0.141409512571935,0,0,0,0,0,0,0.240263186992708,0.00235422718531924,0,0,0,-0.309430032725419,0,0
X002008.SZ,0,0,0,0,0,0,0.165397339110033,0,0,0.0379587566484232,0,0,0,0,0,0.337122551279439,0,0,0,0,0,0,0,0,0,0.25541088492149,0,0,0,0,0,0,0,0.165188161347621,0,0,0,0.0172113639147088,0,0.0785774964221012,0,0,0,0,0,0,0,0,0.0588765096942517,-0.0945625579410581,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0.153973798936846,0,0,0.0234214922890371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15406166989449,0.284572027192806,0,0,0,0,0,0,0,0,0,0.0748420999605555,0.0346923448775137,0,0.108317050860741,0,0.00377648139993876,0,0.0966040043459597,-0.025007476913453,-0.0243692144199097,0,0,0,0,0,0
X600809.SH,0,0,0,0.259190355562704,0,0,0,0.146332831175738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040415128037292,0,0,0,0,0,0,0,0,0.139854069556561,-6.93889390390723e-18,0.0790298394157139,0,0,0,0,0,0.153743171618894,0,0,0,0,0,0,0,0.065205637657764,0,0,0.00149033963596047,-0.0188386829538619,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,-0.109318907633323,0,0,0,0,0.0744430851372663,0,0.108649237634557,0,0,0.432970371874399,0.0581207256905974,0,0,0,0,0,0,0,0,0,0,0.0313358037077737,0,0,0,0.252662429558869,0,0,0,0.186010872279495,0,0,0,0,0,0,0,0,0,0,-0.025403585368726,-0.0921431824203969,0,0,-0.00746278917130223,0.00962940180293598,0,0,0,0,0,0
X601877.SH,-0.0948508578926672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757253777421512,0,-0.157979760585276,0,0,0,0.0585399936687076,0,0,0,0.210277415203509,0,0.170653684423154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0680567124021,0.104505503646478,0,0,-0.341195559106831,0.10529137443104,0.103952702247904,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.196193759140424,0,0,0,0,0,0,0,-0.0142788145812804,0,0,0.257667768638893,0,0,0,0,0,0,0.0342248311225395,0,-0.120954031316503,0,0,0.00229919054645015,0,0,0,0,0,0.046637606377918,0,0.0530969613685766,0,0,0,0.140056670518192,0,0,0,0,0,0,-0.00247896818228066,-0.0279814401175213,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0.107258347774025,0.086768434376511,0.0528698885351513,0,0,0,0,-0.0350946868451295,-0.00708709824365232,0,-0.0174332985878525,0,0.0616325668064439,0,0,0,0,0,0,-0.119469444336643,0,0,0,0,0,0,0,0,0.140825004718337,0,0,0,0,0,0.0584355181522263,0,0,0,-0.179480957087198,0,0.0234067679606706,0,0,0,0,0,0.0343443919188675,0,0,0,0,0,0
