,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000725.SZ,X000568.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X002007.SZ,X300003.SZ,X000100.SZ,X002241.SZ,X601877.SH,X600703.SH,X002179.SZ,X300142.SZ,X000157.SZ,X600271.SH,X000625.SZ,X300124.SZ,X600867.SH,X300014.SZ,X002463.SZ,X600498.SH,X002008.SZ,X000977.SZ,X600066.SH,X002129.SZ,X300146.SZ,X002506.SZ,X600177.SH,X002049.SZ,X300136.SZ,X000066.SZ,X002371.SZ,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.384127995666647,0,0.0414848124245566,0.0646671418799908,0,0,0,0.184675197102596,0,0,0,0,0,0,-0.0621664274294521,0,0,0,-0.0422711094060021,0,0,0,0,0,0,0.0133573418548692,0,0,0,0,0,0,0,0,-0.0406411624229185,0,0.0168572813880269,0,-0.0266528405211188,0,0,0,0,0,0,0,0,0,0,0,-0.00677943579329293,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.240833011699582,0.098786548577827,0,0.208076639207381,0,0,0,0,0,0.047192207610778,0,0,-0.00404146957257017,0.100179918714136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010305962316375,0,0,0,0,0,0,0.0694280046878095,0,0,0,-0.0325066645405015,0.0222368258727528,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0712684516148863,0,0,0,0.0133652278405666,0,0.0598072492904655,0,0,0,0,0,0,0,0.0809996696808561,0,0,0,0,0,0,0,0,0,0.278789931667775,0,0,0,0,0.141130374839919,0,-0.0329788045911869,0,0,0,0,0,0,0,0,0.146128301222187,0,-0.0348897606729439,0,0,0,0,-0.0185264416268004,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.164398683031667,0.179982643637055,0,0,0,0,0,0,0.0948106193739532,0.170855424595074,0,0,-0.0325812952419137,0,0,0.0139523235173305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392427694025174,0.140783654301036,0,0,0,0,0,0,0.0252013707909439,0,0,0,0,0,-0.00428979270551416,0,0,0,0,0,0
X002415.SZ,0,0.155397377038875,0,0,0,0,0,0,0.154848234837802,0,0,0,0,0,0,0,0,0,0.107501556417508,0,0.179974880548368,0,0,0,0.192761512516523,0,0,0,0,0,0,0,0,-0.0329289367317852,0,0.0340943834414953,0,0,0,0,0.0429607388147358,0,0,0,0,0,0,0,0,0,0,0,0.00728690472414451,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0165072768962742,0,0,0,0,0,0,0,0,0,0,0.207104063983838,0,0,0,-0.0659903935185923,0,0,0,0,0,0.0407504069015866,0,0,0.0684444350888853,0.0962968792011274,0,0,0,0,0,0,0,0,0.0260610607979658,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.00871381185552839,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,-0.00895910878265988,0,0,0,0,0.00634303848374773,0,0,0,-0.00526219944039689,0,0,0,0,0,0,0.015203554553311,0,0.00182142572422171,0,0,0,0,0,-0.000591579790833152,-5.42101086242752e-20,-0.000761251183185332,0,0,0,0,0,0,0,0,0,0.00752413901099429,0,-0.0309989464620034,0,0,-0.00202378790427867,0.00221342827587602,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.00587371461657654,0,0,0,0,0,0.272327696647725,0,0,0,0,0.143964176273918,0.258465595393901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622722658436678,0,0.0301398279294988,0,0,0,0,0,0,0,0,-0.0817557755396318,0,0.0464454218048962,0,0.0793807082342606,-0.0309718782160147,0.0717777564913488,0,0,0,0,0,0
X002475.SZ,0.145713475335011,0.250662536747278,0,0.203504381523984,0,0,0,0,0,0,0,0,0.158042781287197,0,0,0.0249488376447809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229480515769708,0,0,0,0,0,0,0.121747540078068,0.0646810859368963,0,0,0,0,0,0.0259056556694559,-0.0252567601523283,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145406470611172,0,0,0,0,0,0.159929143680147,0,0,0,0,0,0,-0.0439419775678272,-0.0347060803028786,0.0604369714631193,0,0,0,0,0,0,0,0,0,0,0,0.00295914250247414,0.255081149175273,0,0,-0.0256918678171152,0.0730057390082217,0,0,0,0,0,0
X000568.SZ,0,0.657998438047319,0,0,0,0,0,0,0,0,0,0.0078758978347046,0,0,0,6.93889390390723e-18,0,0.206910611458902,0,0.0331306896592575,0,0,0,0,-0.0842001967476642,0,-0.0683882700012487,0,0,0,0,-0.00726693091482629,0,0,0,0,0,0.122761459056102,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00432246634073388,-0.00356981882483825,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.03155729208381,0,0,0,0,0,0,0,0.0968378055605579,0,0,0,0.275183416271596,0,0,0,0.14024898000919,0,0,-0.0948312451424381,0,0.0227675902701276,0,0,0,0,0,0.0333795402402666,0.673278664403876,0,0,0,0,0,0,0,0.139937928825698,0,0.0287787253440689,0,0,0,0,0.013500833031641,0.0999115752679574,0,0,0,0,0,0
X600031.SH,0,0.0229476960089609,0,0,0.037414498797352,0,0,0,0.07941562198619,0,0.0167978129706084,0,0,0,0,0,0,0,0,0,0,0,0.0362626122422968,0,0,0,0,0.131932652588219,0.00825815350402778,0.103139825493282,0,0,0,0,0,0,0,0,0.0676848324093686,0,0,0,-0.118246501306858,0,0,0,0.0584759894572335,0,0,0,0,0.0245539666966565,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0522111775558268,0,0,0,0,0,0,0.0959817576747752,0,0,0.0311311236779409,0,0,0.0243957694790934,0,0,0,0,0,0.0193260844633424,0,0,0,0,0,0,0.115717804815263,0.0246456210351979,0,-0.10670155002766,0.00258871764772187,0,0,0,0,0,0.0665474031827315,0,0,0,-0.0112122227697604,0.0410516523897792,0,0,0,0,0,0
X000338.SZ,0,0.0390787565269551,0,0.0273959490947628,0.0736396616953283,0,0,0,0,0,0,0,0.317141724194627,0,0,0,0,0.049937195416933,0,0,6.93889390390723e-18,0.169191748935843,0,0,0,0,0,0,0,0,0,0,0,-0.0216494983979376,0,0,0,0,0,0.117655704722862,0,0,0,0,0,0,0.0827679271337685,0,0.279584478109486,0,0,-0.00381502116890971,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.37896659354643,0,-6.93889390390723e-18,0.251232517050816,0,0,0,0.117125590747176,0,0,0,0,0.0679834798700558,0,0,0,0,0,0,0,0,0,0,0.171215686391802,0.0125534120484327,0,0,0,0.00822995646427536,0,-0.0380213520347615,0,0,-0.156435246612464,0,0,0,0,0,0.182201636418862,0,-0.0254290439990196,0,0,0,0.0141974275903141,0.00150111307384091,0,0,0,0,0,0,0
X600809.SH,0,0.103522869600848,0,0,0,0,0,0,0.0165341407568645,0,0,0,0,0,0,0,0,0.253307628839978,0,-0.0863328835235205,0,0.0404905335952983,0,0.0400382762218689,0,0,0.135223950865213,0,0,0,0,0,0,0.117586506901528,0,0,0,0,0,0,-0.00929523294905218,0,0,0,0,0,0.0288438499700352,0,0,0,0,0.000460754016931069,0,0,0,0,0,0,0
X000596.SZ,0,0.0406073718650396,0,0,0,0,0,0.352752523591475,0,0,0.0920784240527035,0,0,0,0,0,0.324151114655936,0,0.0151230696473308,0,0,0,0,0,0,0,0.0935918734157171,0,0,0,0,-0.0612979824929486,0,0,0,0,0,0.0021259371180119,0,0,0,0.0613966714817852,0,0,0,0,0,0,0,0,0,0.0268807728531269,0.0244516488292563,0,0,0,0,0,0
X000661.SZ,0.0212434272447322,0,0.34731634181944,0,0.176476642561762,0,0,0.0355410907475954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295107532996539,0,0,-0.0374623565793983,0,0,0,0,0,0,0,0,-0.0750150646097482,0,0,0,0.00879250212572807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220104575482574,-2.16840434497101e-19,0,0,0,0,0,0
X600183.SH,0,0,0,-0.170891182860346,0,0,-0.180583912471945,0,0,0,0,0.00244911118090157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.220821967666564,0.113448398511528,0.573097520764819,-6.93889390390723e-18,0,0,0.0179013936365956,0.16206029205038,0,0,0.0813915143403743,0.026646514878575,0,0.106404732264052,0,0,0,0.011042524024436,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.518495841021929,0,0,0,0,0,0,0.0951546058636208,0,0,0,0,0.113633859672869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756396039541395,0,0,0,0,0,-0.00651561303783288,0,0,0,0.0152829947953256,0.119593619828445,0,0,0.000633305879427439,0,0,-0.0150818285034569,0.0473430298447713,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0.10484245884887,0,0,0,0,0,0,0,0,0.331942203848533,0,0,0,0,0,0,0,0,0,0.189946242167056,0,0,0.122078014756308,0,0,0.158138617259049,0,0,0,-0.0166392242694002,0,0,0,0,0,0,0,0,0,0,0,0,-0.00428511411935079,0.00106846472718427,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0948178516536,0,0,0,0,0,0,0,0,0.27023440281513,0,0,0,0,0,0,0.113479021263441,0,0,0,0,0.018983695640376,0.155259434122934,0.0867299364429674,0,0,0,0,0.0559042074234222,0,0,0,-0.077128338904129,0,0.0242251718806217,0,0,0,0,-0.00153384370938544,-0.0300846446419652,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0841022794109117,0,0,0,0.00497982915566424,0,0,0,0,0,0.212037805935621,0,0,0,0,0,0,0,0,0,0,0,0.207437394156314,0,0,0,0,0,0,0,0,0.117266646975635,0,0,0,0,0,0,0,0,0,0,0.077474486214981,0,0,0,0,0,0.0200545842227467,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.347745214829098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090874379630726,0.16127771486885,0,0,0,0,0,0.187544714201705,0,0,0,0,0,0,0.208249562692866,0,0.0786455660248772,0,0.08274254705981,0,0,-0.0371024395227324,0,0,0,0,0,0,0,0,0,0,-0.00584927717911785,0,0,0,0,0,0,0
X601877.SH,0,0,0.111006017467393,0,0,0.205558708552719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1366398159369,0,0.0346607553454099,0,0,0.0332101016768611,0,0,0,0,0,0,0,0.0406669378209272,0.155710333678811,0,0.042457181208424,0,0,0,0,0.00988073677464468,-0.0415685374042014,-0.241813198014671,0,0,0,0.0220997323873749,0.00758488143518914,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,-0.078004365466596,0,0,0,-0.105603640399661,0,0,0,0,0,0,0,0.124351672995184,0,0,0.317440818579601,0,0,0,0,0,0,0,0,0,0,-0.0186108812358301,-0.0283348626071688,0,0.0611185857635511,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.160151980228207,0.347337047884792,0,0.0413464143762611,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.275854251757137,0.175545463090126,0,0.152101257280931,0,0,0,0,0.120968994003453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192848588909654,0,0,0,0,0.23028593252411,0.0272539999856801,0.0398414965343089,0.0572048635491045,0,0,-0.0853975949220285,0,0.00277516057011996,0.215739743422535,0,0,0,-0.00422156004835975,0.0269669103668183,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.276043577813193,0,0,0,0,0,0,0.169709907359779,0,0,0.0419385032351175,0.10303380367752,0.00069351613375154,0,0,0,0,0,0.0135921575643572,0,0.172485933471932,0,0.165856286555299,0,0.0591987739623224,0,0,0.1532526882621,0,0,0,0,0,0.203935997306429,0,0,0,0,0,0,0,-0.0190318730138427,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,-0.226602527102624,0,0.14267196192889,0.648690966350086,0,0,0.00239282716782368,0,0,0,-0.141856977692592,0,0,0,0,0,0.0143413618816272,0,0,0,0,0,-0.11500394714085,0,0.109833335297488,0,-0.0384492661465551,0,0,0,0,0,0.14772444818744,0,0,0,0,0,0,0,0,0.119996982089289,-0.0388807428445972,0.0590116847545254,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.0125943248484477,0,0.0277792682327369,0,0,0,0,0,0,0,0,0.087785448764072,0,0.0328269779183031,0,0.165858891035944,0,0,0.0522862857246453,0,0,0,0,0,-0.0011943374805187,0,0.0417726793299771,0.0994578216022984,0,0,0,0.155828860916953,0,0,0,0.153051675621987,0,0.0788634802980859,0.00506982220953821,0,0,0.0142556114148875,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0741178774835694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224316015607046,0,0,0,0,0.0563903846537597,0,0.0493271834280764,0,0.173695785453805,0,0,0,0,0.162087705788919,0,0.089598119130727,0,0,0,0.122404277923451,0,0,-0.0712482171998399,0,0,0,0,0,0,0,0,0.00953391413425893,-0.0277910118675033,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.114689750336995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502936771114604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100468204430967,0,0.143988759791658,0.0783212831055794,0,0,0,0.0830369957103228,-0.000231412638424456,0.0251890741994436,0,0,0,0.00780824374986902,-2.16840434497101e-19,0,0,0,0,0,0
X600867.SH,0,0,0.251248077462737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167190863013099,0,0,0.0170374973614788,0,0,0,0,0,0,0,0,0,0.269348948851537,0,0,0,0,0,0.00261466024877246,0,0,-0.00662178862824082,0.161150402508095,0,0,0,0,0,0,0,0,0,0.00124503236204527,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271923858169554,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0922568655835572,0,0,0,1.73472347597681e-18,0,0.357196107260685,0,0.122259845346621,0.172266172991616,0,0,0.252160124731349,0,0,0.0261476960292307,0.0658236034127462,0,0,0,0.0457917792592149,0.00244294222282178,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0.00190405720090972,0,0,0,0.104642360541635,0,0,0,0,0,0,0.528407399126477,0,0,0,0.115624808146564,0.066820896289164,0,0.237196736946731,0,0.00635971572757853,0,0,0,0,-0.554491765277267,0,0,0,0,0,0,0.00678037777453183,0,0,0,0,0,0.0346984480450769,0.0152961276130686,0,0,0,-0.0255768448298724,0,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0,0,0,0.154625922972218,0,0,0.0462498518772818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200080360088022,0,0,0.0610675629484759,0,0,0,0,0,0,0,0,0.0255664985404116,0.193141997371593,0.0148675302271734,0,0,0,0,-0.00161637449286312,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0.13406104754662,0,0,0.0990025599632033,0,0,0.213580717096716,0,0,0,0,0,0.116215130643789,0,0,0,0,0,0,0,0,0,0,0,0,-0.534624806716912,0,0,0,0.0150522434079032,0.227537608042779,0,0,0,0.298235302201249,0,-0.240745401767305,0.0749300618389416,0,0,-0.22362853079257,0.577278362296447,0,0,0.0655021517037322,0,0,-0.0821800903458887,0.123306536643747,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03583339114982,0,0,0,0,0.0995824694293786,0,0,0.106252813269216,0,0,0,0,0,0,0,0,0,0.487016692374563,0,0,0,0,0,0,0,0,0,0.166401372900222,0.0893973762944495,0.144009298011023,0,-0.0320024728032915,0,0,0,0,0,0,0
X600066.SH,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.109824262075079,0,0,0,0,0.0244681318735507,0,0,0,0,0,0,0,0.0723712066538011,0,0,0,0.246476588816613,0,0,0.0964590493103873,0.107163544964919,0,0,0,0,0,0,0,0,-0.0495431288996838,-0.0778432262876946,0,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.185439069987198,0,0,0,0,0,0,0,0,0.0279528772672878,0,0.124601950443266,0,0,0,0,0,0,0,0.148009450133493,0,0,0,0,0,0,0,0,0,-0.417952941116239,-0.179903583109826,0,0,-0.202286040649717,0,0,0,0.14943827820386,0,-3.46944695195361e-18,0.612938487816075,0,0,0.0460720569012027,0,0,0,0,0,0,0
X300146.SZ,0,0,0,0,0,0,0,0,0,0,0.126359440708104,0.118433563834074,0,0,0,0,0,0,0,0.0262995805505104,0.0466497928479403,0,0,0,0,0,0,0.150307664010065,0,0.0113593300042227,0,0,0,0.18548909105821,0,0,0,-0.110133323823622,0,0,0,0,0,0,0.146036645556913,0,0,0,0,0,0,0.00788855282016281,-0.0313265595057261,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690502532194537,0,0.0698991191852284,0,0.0541424190821936,0,0.0150059534844394,0,0,0,0,-0.0376568484364836,0,0,0,0,-0.0672639661174659,0,0,0,0,-0.0566606385859232,0.0880460417472178,0.234798607367054,0,0.0702817902813667,0,0,0.0278793006262271,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902941153166686,0.0429763917317052,0,0,0,0,0,0,0.00468048689988711,0,0,0,0.0965726431876489,0,-0.133078745956506,0,0,0,0,0,0.0946530278923268,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0692165198054204,0.002316804617233,0,0,0,0.0339497729487809,-0.00166467422414221,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0.0839010446127841,0,0.0717252990902838,0,0,0,0,0,0,0,0.230842400524018,0,0.252218241564266,0,0,0,0,0.107684288322115,0,0,0,0,0,0,0,0,0.0370335002005246,0,0,0,0,0,0.209547908864675,0,0,0,0.228019421906066,0.0599811580750504,0.156938658326633,0,0.00945317905095629,0,0.031250793949014,0,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181154414759349,0.0943698900610086,0,0,0,0,0,0.106538452638898,0,0,0,0,-0.217875936432162,0.298089758695122,0,0,0,0.0647148998834449,0.209216211572133,0,0,0.0445494989804275,0,0,0,0.0940319532009397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0.143742983813578,0,0,0,0,0.148510394004938,0,0,0,0.0421503614752826,0,0,0,0,0,0,0,0,0,0,0.12206066585051,0,0,0,0,0,0.000899478160744118,0,0,0.108969902767691,0,0.0771627406592705,0,0.0642829125990483,0,0,0.0835963654441089,0,0.147648197978348,0,-0.015027624597271,1.0842021724855e-19,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06461548793277,0,0.114845632718832,0,0,0.164089342261376,0,0,0,0,0,0,0,0,0.280169288284138,0,0,0,0.122278852133478,0,0,0.0470980983746993,0.0352957675969393,0,0.0742238347062023,0.144736599192237,0,0,0,0.380192927837347,0,0,0,0,-0.0106785910679391,8.67361737988404e-19,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,0,0,0.338140456475157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266012790727051,0,0,0.144499583154769,0.0105672031837517,0,0,0.398290713991366,0,0,0,0.0784365893556264,0,0,0.00971032813143327,0,0,0,0,0,0,-0.0348275837626885,0,0.00231072130251764,0,0,0,0,-0.0190151483455873,0,0,0,0,0,0,0
