,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600118.SH,X000100.SZ,X600703.SH,X601877.SH,X000623.SZ,X000559.SZ,X000581.SZ,X002236.SZ,X000568.SZ,X600066.SH,X600271.SH,X000550.SZ,X000800.SZ,X000050.SZ,X600177.SH,X002475.SZ,X300124.SZ,X002294.SZ,X600839.SH,X002465.SZ,X000869.SZ,X002129.SZ,X002456.SZ,X000400.SZ,X300003.SZ,X002007.SZ,X002292.SZ,X600435.SH,X600252.SH,X002038.SZ,X000977.SZ,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,6.93889390390723e-18,0,0,0.176368074491174,0,0,0.105584438087514,0,0,0,0,0,0,0.483590726105406,0,0,0,0,0,0,0,0,0,0,0,0.201375897929039,-0.0845363690965417,0,0,0,0,0,-0.0753216426966491,0,0.0541589441517569,0,0,0,0,0,0,0.0930280929304203,0,0,0,0,0,0,0,-0.0140159440650178,0.0117014216469902,0,0,0,0,0,0
X600519.SH,0,0,0,0.0568625487879443,0,0,0,0.22608867978523,0,0,0.31586649246433,0,0,0,0,0,0,0,0,0,0.0350088182263415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00866572069369606,0,0,0,0,0,0,0,0,0,0,-0.00747733271845851,0,0,0,0.0361847235475717,-0.0361291633960374,-0.130792891284964,0,0,-0.0651890531231694,0,0
X000651.SZ,0.111244158725635,0,0,0.179186036478481,0,0,0,0,0,0,0.194443001751651,0,0.0803952238035253,0,0,0,0.201056053019025,0,0,0,0,0.0896313717592819,0,0,0,0,0,0,0,0,0,0,0.124051206098346,0,0,0,0,0,0,0.0681327650084688,0,0,0,0.00170929136290288,0,0,0,0,0.112509222998792,0,0,-0.0192831999299509,0,0,0,0,0,0,0
X000725.SZ,0,0.00847879660894436,0,0,0,0.0639757833170013,0,0,0,0,0,0,0,0,0,0,0,0,0.0984718736781777,0.401811329516158,0,0,0.0789503942229291,0,0,0,0,0,0.155584370274308,0,0,0,0.181327897778429,0,0,0,0,0.03621975377887,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352313583284068,-1.28088847385629e-05,0,0,0,-0.0158241746874139,0,0
X002415.SZ,0,0,0,0,0,0.00949760162965281,0,0.0430732893257852,0,0,0,0,0,0,0,0,0,0.0451737891526351,0.0140541392986221,0,0,0,0,0,0,0.290242230678933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159341042330466,0,0,0,0,0,0,0,0,0,0,0,-0.0828754941743646,0.0364070393309072,0,0,0,0,0,0
X000625.SZ,0.269395294189256,0,0,0,0.113284597684155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297471781877169,0,0,0,0.143695376921652,0,0,0,0,0,0.0164532318126498,0,0,0,0,0,0,0,0,0.0615531345760909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389239150731725,0,0,0,0,0,0
X000858.SZ,0,0.0518152236513292,0.0427910094497175,0,0,0,0,0.0322653667258114,0.00549500186699621,0,0.00825125358011805,0,0,0,0,0.0671456330938453,0,0,0,0.0300085920595149,0,0,0,0,0,0,0.000293774875458704,0,0,0,0,0.0461368724736198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657985345164643,0,-0.01724979250014,0.0231083575114422,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,-0.0435698462881934,0,0,0,0,0,0,0,0,0,0.13969148550577,0,0,0,0,0,-0.0304743061154872,0,0,0,0,-0.00141179724127621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176900003207919,0,0.316605173542329,0,0.00671399523972053,0.02325350595854,0,0,0,0,0,0
X600031.SH,0.132825327701603,0,0,0,0,0,0,0,0,0,0.0466946664386481,0,0,0,0.208598215495753,0,0,0,0,0,0,0,0.100377335846723,0,0,0,0,0.213893614764039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438586142239283,0,0,0,0,0,0,0.0094601355747136,-0.0269626041288369,0,0,0,0,0,0
X000063.SZ,0.218101501424046,0,0,0,0,0,0,0.0230765967591077,0.00274748544478928,0,0,0,0,0,0,0,0,0,0,0,0.182018294890678,0,0.0289935616593973,0,0,0,0,0,0,0,0,0,0.124887746870595,0,0,0,0.00977845683004188,0,0,0,0,0,0,0.056338278074294,0,0,0,0,0,0,0,-6.24006530788926e-05,0,0,0,0,0,0,0
X600690.SH,0.0712597802535986,0.24642048725961,0,0,0,0,0,0,0.0431400343582628,0,0,0,0,0,0,0.056415365661591,0,0.0974591702406162,0.0384269602767898,0.284480095281789,0,0,-0.0130060943341118,0,0,0,0,0,0,0,0,0,0,0,-0.0144992706406044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173844430180659,0,0,0.0863300186988458,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.210772582825697,0,-0.0445148861560418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519499344006173,0.067652422432448,0,0,0,0,0,0,0,0,0,0,0,0.0399028800126668,0,0,0,0,0,0,0,0.193785350990565,0,0,0,0,0,0,0,0,0.0131833649795562,0,0,0,-0.11528431820665,0,0
X000338.SZ,0,0,0.0983129542812675,0,0,0,0,0,0,0,0.129315598292253,0,0,-0.0492716395832156,0,0,0,0,0,0,0,0,0.0113746078411427,0,0,0,0,0,0,0,-0.0212976308760303,0,0,-0.0485810303299656,4.33680868994202e-19,0,0,0,0,0,0,0,-0.116782602783031,0,0,0,0.104733891391414,0,0.224082362102906,0,0,0,0.00045255412007215,0,0,0,0,0,0
X600372.SH,0,0,0.094559632183202,0,0,0.00811003259373324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222507389996042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164326683257991,-0.0196931155654887,0.21980182973007,0,0,0,-0.148991759639392,0,0.188980590701968,0,0.059642970773609,0,0,0,-0.053026743005275,0.0507396701429248,0,0,0,0,0,0
X000157.SZ,0,0,0.0360215891116805,0.00739878424240272,0,0,0,0,0.127552557226529,0,0,0,0,0,0,0.0519458283836685,0,0.14401963182372,0,0.0634041194231959,0,0,0,0,0,0,0,0,0.124310672790052,0,0,0,0,0,0.0206362868698048,0,0.113987828826471,0,0,0,0,0,0,0.00918686582629069,0,0,0,0,0.00745179655234229,0,0,-0.0111055745762133,0,0,0,0,0,0,0
X600741.SH,0.10065573875448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135418820698139,0,0,0.0360293481397219,0,0,0,0,0.0945284206245551,0.0452124582608681,0,0.00929661646423921,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0210273773136768,0,0,0,0,0,0,0,0,-0.0185684709616247,0,0,0.0904050416263795,0,0,-0.0256974632966811,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035323103925964,0,0,0,0,0,0.0850932173662458,-0.0236244959477573,0,0,0,0,0,0,0.171004257504719,0,0,0.0593326927407838,0,0,0,0,0,0,0,0,0.243838106938248,-0.0600949121993455,0,-0.00234523980588802,-0.013438334305624,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462256456082659,0,0.173864646918432,0,0,0,0,0,0,0,0,0,0.134817818123745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637574029734821,0,0,0,0,0,-0.0662013713380729,0,0,0.155417062228711,0.11139713939161,0,-0.00149841984043472,-0.0315367982691203,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0.0131012047138117,0,0,0,0,0,0,0,0.267135448998645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208499714870616,0,0,0,0,0,0,0,0,0.0023430905231492,0,0.0485075348726106,0,0,0,0.00484717298421851,0.270484654092271,0.198896476594098,0,0,0,0,0,0.000799276735846051,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.155693603660901,0,0,0,0,0.0653917057017157,0,0,0,0.173854634777008,0,0,0,0,0,0,0,0,0,0.0131978930090283,0.183539663618342,0,0,0,0.144614373934605,0,0,0,0,0,0,0.0995325628318806,0,0,0.0512897546553935,0,0,0,0,-0.0168001188411281,0,0.0551604895526888,0.0165393162304368,0,0,0,0,0,0.0287220543017037,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0119371570266938,0,0,0,0.039100125062346,0,0,0.130319456894546,0,0,0,0,0,0,0,0.0130628831466046,0,0,0,0,0,0.0681485231323971,0,0,0,0,0,0.0747442368120986,0.00942675456530521,0,0.0184804267470261,0.0910836133330332,0,0,0,0.0864801026855955,0.0663960020739801,0,0,0,0.00846102469648648,0,0,-0.00370732188668517,0,0,0,0,0,0,0
