,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X600066.SH,X000338.SZ,X002236.SZ,X000100.SZ,X601877.SH,X600118.SH,X600271.SH,X002456.SZ,X300124.SZ,X000157.SZ,X600177.SH,X600372.SH,X600089.SH,X002007.SZ,X600522.SH,X002085.SZ,X000066.SZ,X002508.SZ,X300003.SZ,X000981.SZ,X300136.SZ,X600867.SH,X600699.SH,X002292.SZ,X002294.SZ,X000559.SZ,X002074.SZ,X600809.SH,X600498.SH,X002180.SZ,X002008.SZ,X000596.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.0251072973810714,0,0,0,0,0,0,0,0,0,0,0.0385932353134358,0,0,0,0,0,0,0,0,0,0,0,-0.00515225818631841,0,0,0.0847780356298281,0,0,0,0,0,0.127362902981854,0,0.14776121977981,0,0,0,0,0,0,-0.00939781997814528,0.00433024559753045,0,0,0,0,0,0
X600104.SH,0,0,-0.0960065061721565,0,0,-0.0282986057107463,0,0,0,0,0,0,0,0,0.748679674291335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175966729237799,0,0,0,0,0,-0.157692525942277,0,0,0,0,0,0,0,-0.0469000568192427,0,0,-0.0134491131809115,-0.0236805492431198,0.0106684748983795,0,0,0,0,0,0
X002415.SZ,0,0,0,0.123702593687617,0,0,0,0,0,0,0,0.111632659160573,0,-0.0294894705400214,0,0.115611499278349,0,0,0.225241528079453,0.213873990831821,0,0,0,0,0,0,0,0,0,0,-0.00370431699080766,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0299845398936974,-0.227886194014134,0,0,0,0,-0.0603082617495369,0.00187339935465457,0.00197694094971687,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.461737348096203,0.671398438950145,0,0.13552439009199,0,0,0,0,0,0,0,-0.0963478713685487,0,0,0,0,0,0.638453542346584,0,0,0,0,0,0,0,0,0,0.101808590832801,-0.262162630722862,-0.0436858844755281,0,0,0,0,0,0.0404077155981402,0,0,0,0,0,0,-0.0151462619659516,0.011812948275022,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0715824740240034,0,0,0,0,0,0,0,0,0,0.321929773145532,0.186520543090998,0,0,0.130513993451858,0,0,0,0,0,0,0.0391582772051993,0,0,0,0,0,0,0.0181887164470124,0,-0.0172781461306229,0,0,0,0.0363830326604447,0,0,-0.0363974686799209,0,0,0,0,0,0,0,0,0,0,0.0121872229981518,-0.0013026356724358,0,0,0,0,0,0
X002304.SZ,0,0.00822358263510505,0,0.0340012130853126,0,0,0,0.0399176159020507,0,0,0,0,0.0458334309636153,0.166229638923148,0.361339163257231,0,0,0,0,0,0.0731786214781522,0,0,0,0,0,0,0,0,0,0,-0.119558229161248,0,0.0372174616532213,0,0,0,0,0,0,0,0,0,-0.000473705769038427,0.103678020339755,0,0,0,0,0,-0.0450398414958404,0,-0.00189142862463272,0,0,0,0,0,0
X600276.SH,0,-0.0922024885557623,0,0,0,0,0,0.00314444438145822,0,0,0,0.238706262434876,0,0,0,0,0,-0.106890373354772,0,0,0,0,0,0,0.0248775086362339,0,0,0,0,0,0,0,0,0.0587656054422221,0,0,0,0,0,0,0,0,0,0,-0.0158713219965447,0,0,0,0,0,-0.138217818047388,0.0172616221090032,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.109328068111384,0,0,0,0,0,0,0.0859887916945597,0,0,0.200689148656451,0,0,-0.625131359692847,0,0,0,0.132168728459915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180797140464452,0,0,0,0,0,0,0,0,0,0.178309319220505,-0.043742488092343,0.0107755890944568,0,0,0,0,0,0
X000625.SZ,0,0.299663324397,0,0.149620029022423,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0582469419821782,0,0,0,0,0,0,0,0,0,0.00810171444692835,0,0,0,0,0,0.164996002413865,0,0,0,0,0,-0.0471528602463922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135136677904016,-0.0155688400739978,0.00481454220406085,0,0,0,0,0,0
X600690.SH,0,0,0,0.207994284818375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956993116723885,0,0,0,1.73472347597681e-18,0.040093589426424,0,0,-0.00229246352480853,0,0,0,0,0,0,0,0.00931212159092773,0,0,0,-0.0672028150060525,-0.0754016927784987,0,0,0,0,0,0,0,0.00365014581504047,0,0,0,0,0.00448585312934062,-0.00521256815364906,0,0,0,0,0,0
X000063.SZ,0.0682859138450253,0,0,0.283823733873225,0,0,0,0,0,0,0,0,-0.0144597501466037,0,0,0,0,0,0.0280880191207611,0,0,0,0,-0.403736159123574,0,0.145690086768457,0,0,-0.0515062142124271,0,0.16806381975998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217445179020792,0,0,0,0,0,0,0,0.00489942929869327,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0457989838200377,0.216019005335327,0,0,0,0,0,0,0,0,0,0,0,0,0.108222721974831,0,0,0,0.0204996708935637,0,0,0,0,0,0,0,0,0,-0.0159397798677255,0,0,0,0,0,0,0,0,0,0.166129786226242,0,0,0,0,0.190748533211318,0,0.254960551714282,0,0.00425777380999586,0,0,0,0,0,0
X600031.SH,0,0,0,0.0508748684499826,0,0.18060567366941,0,0,0,0,0,0,0,0,0,-0.211014770943274,0,0,0,0,0,0,0,0,0,0.290230592897832,0.134702814359802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010711704509908,0.00824450770131613,0,0,0,0,0,0
X000568.SZ,0,0,0,-3.46944695195361e-18,0.319173792978536,0,0,0,0,0,-0.0790697122246172,0,0,0,0,0.278246020595425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108895051689512,0,0,0,0,0,0,0,0,0,0.179007034117426,0.197240003018137,0,0,0,0,0,0,0.00593120393203876,-0.00179020351567964,0,0,0,0,0,0
