,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X002463.SZ,X600089.SH,X002241.SZ,X000157.SZ,X600703.SH,X600584.SH,X600372.SH,X600066.SH,X000977.SZ,X600522.SH,X002236.SZ,X600741.SH,X002028.SZ,X600183.SH,X002049.SZ,X000921.SZ,X601877.SH,X002180.SZ,X600487.SH,X000661.SZ,X600418.SH,X002223.SZ,X000800.SZ,X002129.SZ,X002156.SZ,X002074.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.12407202848073,0,0,0,0.274101162621977,0,0,0,0,0,0,0,0,0.0506678584487244,0.166938316307616,0,0,0,0,0,0,0,-0.05290035248342,0,0,0,0,0,0,0,0.00379473755928548,0.0177169473230923,0,0,0,0,0,-0.0800536332476169,-0.0399104585907228,0,0,0,0.00536327248344881,0,0,0,-0.00693574164896162,0,0,0,0,0.0353095534479869,0,0
X000858.SZ,0.149063814006064,0,0,0,0,0,0,0,0,0.43113050912024,0,0,0.0259406777750111,0,0,0,0,0,0.0257366387487995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969129757865671,0,0,0,0,0,0,0,0.00566913288450388,0,0,0,0,0.084467030243478,0.0203256064040278,0,0,0,-0.0491021535513766,0,0,0,0.030520620335474,0,0
X002415.SZ,0,0,0,0,0,0,0.0553346489836815,0,0,0,0,0,0,-0.132905811910389,0,0,0,0,0,0,0,0,0.0410079327309995,0,0,0,0,0,0,0,0,0.0554546671136825,0,0,0,0,0.097604273213842,0.0132827427028684,0,0,0,0,0,0.0256071973147845,0,0,0.152787958639713,0,0,0,0,0,0,-0.201297196357102,0,0,0.0363598396921573,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0018826989952366,0,0,0,0,0,0,0,0,0,0,0,0.0765706307860355,0,0,0,0.43249368863262,0,0,0,0,0,0.106941945861329,0,0,0,0,0.0433717093860367,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.106543417927591,0,-0.097578412442911,0,0,0,0,0
X600690.SH,0,-0.171125397902016,0,0.0739815076295125,0,0,0,0,0.119519303325179,0,0,0,0,0,0,0,0.0249267518464668,0.143691834901274,0,0,0,-0.00704594258126855,0,0,0,0,0,0,0,0,0,0,0,-0.0960480513269384,0,8.67361737988404e-19,0,0,0.203822193442409,0,-0.105535334884552,0,0,0,0,0,0,0,0,0,0,-0.0207369815330988,0,0,0,0,0.0778406408758275,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.10500848617798,0,0,0,-0.0207412944139199,0,0,-0.13366704203845,0,0,0.259695484615256,0,0,0,0,0,0,0,0,0,0,0.0244336908607015,0,0,0,0,0,0,0,0,0,0,-0.0255378919547103,0,0,0.0182929020068839,0,0,0,0,0,0,-0.0590874153051175,0.0467413851468732,0.146381419663755,0,0,0,0,0
X600276.SH,0,0,0,0.0612907815815971,-0.155235784976375,0,0,0,0,0,0,0,0,0,0,0.0363080170680247,0,0,0,0,0.0737264419026599,0.0975420482196921,0.429021543980852,0,0,0,0,0,0,-0.382485520757159,0,0,0,0,0,0,0,0.0687043457895129,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634163074145799,0,-0.069535911412377,0,0,0.0185460096733139,0,0
X003816.SZ,0,0,-0.0417725251430251,0,0,0,0,0,0,0,0,-0.0205508630884327,0,0,0,0,0,0,0,0,0,0,0,-0.227325396072253,0,0,0,0,0,0,0,0,0.0521577371344648,0,0,0.0877472890096109,-0.118847102980392,0,0.0272176174254751,0,0,0,0,0,0,0,0,0,0,0,0,0.00472482221801464,-0.0418228408790223,0,0,0,-0.0126648205977957,0,0
X000651.SZ,0,0,0,0,0.0823894097282518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323122826073849,0,0,0,0.194464792299522,0,0.15487140292598,0,0,0,0,-0.00972638830889134,0,0,0,0,0,0,0.00212767189915191,0,0,0,0,0,0,0,-0.000363370096864638,0,-0.0461371603717085,0,0,0.0187264964258847,-0.0476858787580011,0.0703226118299708,0,0,-0.0612230171187862,0,0
X000568.SZ,0,0.833279981674642,0,0,0,0,0,0,0,0,0.0508356613311504,0,0,0,0,0,0,0,0,0.137823820583007,0,0.0207086078645956,0,0,0,0,0,0,0,0,0.0908019016377571,0,0,0,0,-0.0139662160052018,0,0,0,0,-4.33680868994202e-19,-0.123721328332738,0,0,0,0,0,0.00572499666509887,0.142796503647002,0,0,0,-0.0319728915690502,0,0,0,-0.00489862537959321,0,0
X002371.SZ,0,0,0,0.14558197522705,0,0,0.0266161672629444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120438874877093,0.0945751174921735,0,0,0,0,0.341716451195588,0,0,0,0,0,-0.176639486199114,-0.0765871304506073,0,0,0,0,-0.179905331343533,0,0,0,0,0,0,0.0260228395152706,0,0,0,-0.00831725460189947,0.135024141158262,0,0,0,-0.0378953697616621,0,0
X600104.SH,0,0,0,0.0477955717754466,0,0,0,0,0,0,0,0,0,0.0664690101107554,0,0,0,0,0,0,0.0890943539746517,0,0,0,0,0,0,0,0,-0.0123531480823829,0,-0.0445173446724151,0,0,0.0197683900753958,0,-0.0332138952054633,0,-0.00846538821443562,0,0,0,0,0,-0.0620167707977572,0,0.0203764819199516,0,0.0682001550157428,0,0,-0.0790545221806039,0.0216376783975407,0,0,0,4.33680868994202e-19,0,0
