,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X300003.SZ,X601877.SH,X002236.SZ,X000977.SZ,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X002456.SZ,X000625.SZ,X600118.SH,X300142.SZ,X600584.SH,X002008.SZ,X002180.SZ,X600271.SH,X300136.SZ,X000066.SZ,X002179.SZ,X002463.SZ,X002414.SZ,X600699.SH,X002049.SZ,X600177.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.178916125912925,0,0,0,0,0,0,0,0,0,0,0.0480819940477512,0,-0.022350407806026,0,0,0,0.189810767805064,0,0,0,0,0.135238418901885,0.122729915377912,0,0,0,0,0,0,0,0,0,0,0,0.0969378091594541,0,0,0,0,0,0,0,-0.0726294012439752,-0.0696355859589062,0.134857644970732,0,0,-0.139311678403984,0,0,-0.0687728619606894,0,0,0,-0.065364280156256,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0343032623663017,0,0.485913875028121,0,0,0,0,0.0144203608057274,0,0,0,0.0273253307280129,0,0,0,0,0,0,0,0,0,0,0,0.0522636483433593,0,0.0164856801904476,0,0,0,0,0.0527487602355342,0.0997367563467008,0,0,0,0,0,0,0,0,0,-0.000669528539377169,0,0,0,0.00140946259580268,0,0
X600276.SH,0.221952167794043,0,0,0,0,0,0.0660198965565081,0,0,0,0,0,0.0233983877479601,0,0,0.124925712706721,0,0,0.00589048576204763,0,0,0.0529469494031198,8.67361737988404e-19,0,0.13759281179295,0,0,-0.0854455038218328,0.151526582312411,0,0,0,0,-0.0302687341264521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435105742548712,-0.0276936495548468,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.118231762486798,0,0,0,0.12086999571704,0,0.0227703917530751,0,0.0803323146969313,0,0,0,0,0,0.091912030640371,0,0.0556231947443735,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0047611518207552,0,0,0,0,0,0,0.0537413395445289,0,0.0970383204610694,0,0,0,0,0.005477016273663,0,0,0,0,-0.00702437289458716,0.0317121191074171,0,0,0,0,0,0
X002415.SZ,0,0,-0.0192154901242013,0,0,0,0,0,0,0,0,0,0,0.0715445499120829,0,0,0,0,0,0,0,0,0,0,0,0,0.357447746117924,0,0,0,0.158461967402568,0,0,0,0.0767733223843425,0,0,0,0.217156509822467,0,0,0,0,0,0,0.061429149434863,0,0,0,0,0,0,0.0297565996464416,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.30494358998639,0.0616844047290022,0,0,0,0,0,0,0.147739769570287,0,0,0,0.00628459951340619,0,0.0698505923403673,0,0,0,0,0.0149139178016947,-6.93889390390723e-18,0.0428322308563585,0,0,0.0852043513263135,0,0,0,0,0,0,0,0,0,0.0625465347461818,-0.0650149365430387,0.00175923325514166,0,0,0,0,-0.00352668039305621,0.00575640421998077,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.00809722982093177,0,0,0,0,0,0,0,0,0,0,0.171675983552254,0,0.136298391969409,0,0.290503362674653,0,0,0.0399773299861142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673821392066232,0,0.104864060557159,0.00352650189867989,0,0.0927481410495405,-0.0103657346399627,0,0,0,0,0,0,0,-0.0364446399803035,0,0,0,0,0,0.0349362684597357,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168713579732875,0,0,0,0.114635439620126,0,0,0.102017597276152,0,0,0,0,0,0,0,0,0,0.1301953711717,0,0,0,0,0.0529149592130518,0,0,0,0.191036320649777,0,0,0,0,0.148409715387352,0,0,0,0,-0.0446113366954499,0.0370438097729171,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199664336091777,0,0,0,0,0,0.0579564784683376,0,0,0.0223305410543875,0.137782491843423,0,0,0,0,0,0,0,0,0.176518128221205,0,0,0,0.133306814844245,0,0,0.0445877985630708,0,0.011468834505814,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264460105607042,0.0179561379106022,0.0555729270298228,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0480095428759158,0,0,0,0,0,0.00549966084953181,0,0.0489654514276392,0.0636877628773959,0,0.123009839538104,0,0,0,0,0,0,0,0,0,0,0,0.0318677112023073,0,0
X002304.SZ,0,0,0,0,0,0.133043554538085,0,0,0,0,0,0,0,0.217556467578573,0.0923458986008718,0,0,0,0,0,0.0440036592699558,0.0567776185850756,0,0.179739248153579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758574692075518,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.00572902201192352,0,0,0,0,0.0114105866597623,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.178849693920256,0,0,0,0,0,0,0,0,0.166403258397966,0,0,0,0.068258649933628,0,0,0,0,0,0,0,0.425309518461257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101982363912065,0,0,0,0,0,0,0,0,0,0,0,0
