,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X300014.SZ,X002241.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X600703.SH,X003816.SZ,X002371.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002074.SZ,X600089.SH,X600702.SH,X600460.SH,X002180.SZ,X002236.SZ,X000157.SZ,X000799.SZ,X600884.SH,X000733.SZ,X601799.SH,X002414.SZ,X600779.SH,X002007.SZ,X600183.SH,X600584.SH,X002008.SZ,X600522.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.509651318404769,0,0,0,0,0,0,0,0,-0.00568224471950323,0,0,0,0,0,0,0,0,0,0,0,0,0.162595077644945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367597870531818,0,0,0,-0.00496268231805311,0,0,0,0.0111983903785125,0,0
X000858.SZ,0.102581237410691,0,0,0.171116834978006,0,0,0,0.0243684090490096,0.223957416918543,0,0,0,0,0,0,0,0,0,0.0621810325019225,0,0,0,0.148040840824254,0.0395559555864623,0,0.235132297039881,0,0,0.0209115263196298,0,0,-0.0422863540996304,0.0206040395095676,0.146808401329492,0,0,0,0,0,0,0,0,-0.0468614550541657,0,0,0,0,0,-0.0973346040674567,0,0,-0.00763753655893368,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.221841582015194,0,0,0.278903757155219,0,0,0,0,0,0,0,0,0,0,0,0.0320701848997751,0,0,0,0,-0.0320858012588055,0,0,0,0,0,0,-0.0128043536865207,-0.0838908198669497,0,0,0.279327586981912,0,0,0.00673245057780789,0.0227194550387634,0,0.0897605325814701,0,0,0,0,0,-0.0687150583728805,0,0,0,0.0149329605670486,0,0,0,-0.0301284807293154,0,0
X600809.SH,0,0.404212348514061,0,0,0.0802017610736635,0,0,0,0,0,0,0,0,0,-0.134597566219069,0,0,-0.316461421828131,0,0,0,0,0,0,0,0,0,-0.226804806324368,0,0,0,0,0,0.102816608102054,0.0432877174611679,0,0,0,0.270496332821176,0,0,0,0.137072739571677,0.0170218899000605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0.179652898611501,0,0,0,0,0,0,0,0,0,0,0,0,0.380954426949618,0,0.21055656137994,0,-1.0842021724855e-19,-0.0543605504748195,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700596950909811,0.194704660045374,0,0,0,0,-0.0412389175231619,0,0,0.0416504974415624,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197548986868795,0.175843685289975,0.16037935660261,0,0,0,0,0.0606282319778656,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0378044316120901,0,0,0,0,0,0,0,0,0,0,0,0,0.111757412063641,0,0,0,0.135534541829749,0,0,-0.0092015634985462,-0.0263076908766271,0,0,0,0,0,0
X600276.SH,0,0,0.141288794241521,0,0,0.0404578223438604,0,0,0,0,0,0,0,-0.0692719957852899,0,0,0,0,0,0,0,0,0.0392585819427989,0,0,0,0.101924267696466,-0.202217950528583,0,0,0,0,0,0,0,0,0,0,0,-0.0990128145128225,0,0,0,0,0.233416225672883,0,0,-0.0603457537230289,0.031670887240484,0,0,-0.0159685236399823,0.0113496216528727,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0898508536286192,0,0,0,0.0558287723403707,0,0,0,0,0,0,0,0,0,0,0,0,-0.122179115671621,0.0262897829560795,0,0,0,0,0,0.0200077409289008,0,0,0,0,0,0,0,0,0.244611580961504,0,-0.0122345720746898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206748501405271,0,0
X002304.SZ,0,0.299359157994346,0.122238569381314,0.126737519696305,0,0,0,0.10364075453224,0,0,0,-0.143508882764501,0,-0.0438504764132902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730348549802516,0,0,0.12046947254658,0,0,0,0,-0.0870653362602453,0,0,0,0,0,0,0,-0.00712952759388574,0,0
X600104.SH,0,0,0,0,0.0984326484354916,0.0816591282133194,0,0,0,0,0,0.192625770221725,0,0,0.0109270205032401,-1.73472347597681e-18,0,-1.38777878078145e-17,0,0,-0.123736607628294,-0.0322302811311256,0,0,0.0459399598260383,0,-0.00456460769884052,0,-0.065368969907616,0,0,0,0,0,0.103820460151468,0,0,0,-0.0563198161091411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101218471619678,0,0,0,-0.00472591602113802,0,0
