,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X002475.SZ,X600031.SH,X300003.SZ,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600867.SH,X002456.SZ,X600809.SH,X600271.SH,X600066.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X002241.SZ,X300142.SZ,X000596.SZ,X000661.SZ,X002508.SZ,X002180.SZ,X000157.SZ,X000050.SZ,X002049.SZ,X000977.SZ,X300136.SZ,X002179.SZ,X600522.SH,X002129.SZ,X002038.SZ,X600089.SH,X600498.SH,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.539147473506831,0,0.0943333932055325,0,0,0.0161475590069929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107968668551135,0.0204590146996207,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.248704056514945,0,0,0,0,0,0.121161607360808,0.0284109029388915,0,0,0,-0.130806159806504,0,0,0,0.0333741411375067,0,0,0,0,0,0,0,0,0,0,0,0,-0.201056720628655,0,0,0,0.0564762127121145,-0.0470307138159147,0,0,-0.0214479358457292,0.210148224888002,0,-0.0160013585237524,0,0,0,0,0,0,0
X002415.SZ,0.331633238394207,0,0,0,0,0,0,0,0,0,0,0,0,0.211671767254412,0,0,0.0222691285123944,0,0,0,0,0,0,0,0.0503808845470348,0,0,0.202208645060681,0,0,0,0.0337669064786412,0.125552172840753,0.0540954065678829,0,0,0,0,0,0,0,0,0.171317307234085,0,0,0,0,0,0,0,0,-0.0237409410532931,0.00777378174561346,0,0,0,0,0,0
X000858.SZ,0.223677967874716,0,0,0,0.30744856272406,0,0.0251473067386029,0,0,0,0.426851369234552,0,0,0.0435822510875671,0,0,0,0.0783761735777207,0,0,0,0,-0.0148955503590365,0,0,0.0070814809144611,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0811444017796021,0,0,0,0,0,0,0,0,0.00798607747857796,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.365577228437528,0,0,0,0,0,0.21969837371846,0,0,0,0.0494474302529028,0,0,0.000255807966852035,0.0204583008570959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327879845897553,0,0,0,0,-0.202079082431233,0,-0.0291395371900003,0.0333715351225554,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.105982990221912,0,0.150694488164799,0,0.0393874756186744,0,0,0.0450083863074695,0,0,0.337042529705326,0,0,0,0,0,0,0,0,0,0,0.0297128288609351,0,0,0,0,0,0,0,0.108006217517893,0,0,0,0,0,0,0,0,0,0,0.136912523570255,0,0,0,0,-0.059999801170749,0.0167876493389934,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0238693482239809,0,0,0,0.169827477970028,0.283392221490421,0,0.198011525702499,0,0,0,0,0,0,0,0,0,0,0,0.0242850433401135,0,0,0,0,0,0,0,0,0,0,0.00576984567660635,0.311812563013883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271399252890935,-0.0414338286210764,0,0,0,0,0,0
X000725.SZ,0,0,0.0408394164110537,0,0,0,0,0,0.290688169041202,0,0,0,0,0.0255741594215429,0,0,0.0387535341837032,0.189868264309754,0,0,0,0,0,0,0,0,0,0,0.248833732960018,0,0,0,0,0,0,0,0,-0.0429920347826639,0,0,0,-0.0222071966221948,0,0,0,-0.049406299566583,0,0.230855766632998,0.0904610551749974,0,0,-0.0220812187696573,0.0567119963093313,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.297432473716249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324319832187469,0.225444967488561,0,0,0.277681415382426,0,0,0.095387617503266,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.171440832818656,0,0,0,0,0,0.0262242947322898,0.0660459147923796,0,0,0,0,0,0
X600690.SH,0,0,0,0.293362344259038,0.0219006068433603,0,0.180400477091351,0,0,0,0.0307885789954253,0,0.0653776429376659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117397244470697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328733993229144,-0.0151365703456003,0,0,0,0,0,0
