,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X002292.SZ,X000100.SZ,X002241.SZ,X600118.SH,X002236.SZ,X600031.SH,X600372.SH,X600177.SH,X000559.SZ,X002074.SZ,X002506.SZ,X002475.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X002456.SZ,X300124.SZ,X000050.SZ,X002426.SZ,X002007.SZ,X002085.SZ,X002294.SZ,X002508.SZ,X000869.SZ,X002180.SZ,X600867.SH,X600089.SH,X002249.SZ,X000981.SZ,X002179.SZ,X601877.SH,X600498.SH,X600435.SH,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.180314038995368,0,0,0,0,0,0,0.179058576465206,0,0,0,0,0,0,0,0,-0.193755605305968,0,0.256601220401588,0,0,0,0,0.0727732004726374,0,0,0,0,0,-0.163378484128669,0.277206074291262,0,0,0.112666708691083,0,0,-0.105620075751898,0,0.0600609625840739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.104710555375649,0,0,0,0.0240317352480527,0.123422587673054,0,0,0,0,0.0421725495901097,0,-0.0961905329747452,0,0,0,0,0,0,0,0,0,-0.00588961261692065,0,0,0,0,0,0,0.057589100692384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909900182265969,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553348257462282,0,0,0,0.042850951765383,0,0,0,0,0.0653870295874884,0,0.0553400133468524,0,0,0,0.0558868403808825,0.0581162797411218,0,0,0.116936055894483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141299129797406,0.0474548434184312,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.279957789320765,0,0,0,0.158880613756674,0,0,0,0,0,0.0354151700938616,0.0241901138115736,0,0,0,0,0,0.0498142305161148,0,0,0,0,0,0,0,0,0,0,0,0.04324588648337,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0143024331925993,0,0.0229368237135796,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.738628823064418,0,0,0,0,0,0,0,0,0.039286044640385,-0.0284705682978603,0.0371784052100225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151274350345349,0,0,-0.0479759076446429,0,6.93889390390723e-18,0,0,0,0,-0.0680117663114572,0,0,0,0,0,0,0,0,0,0,0.0451361163404272,-1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.152452556998977,0,0,0,0.07973732959604,0,0,0,0,0,0.00817490344206522,0,0,0.110801559617617,0,0,0.0262431355664612,0,0,0,0,0,0.0746181130432317,0,-0.0054165511092052,0,0,-0.0828638856654469,0,0,0,-0.0370138605306984,0,0,0,0,0,0,0.0937108607795481,0,0,0,-0.00274460670852054,0,0.0778069129186962,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0491136649880182,0,0,0.0219441888330904,0,0.0316850280449635,0.305916149675229,0,0,0,0,0,0,0.168634676213976,0,0,0,0,0,0,0.0242999541271145,0,0,0,0,0,0,0,0,0.00775505120001137,0,0,0,0,0,0,0,0,0.0944530697484971,0,-0.0268582213337958,0.0190588562784073,0,0,0,0,0,0
X000625.SZ,0,0.137054820624405,0,0.0434775773990096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280653747912418,0,0,0,-0.0806409962695002,0,-0.0281731079566217,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174970365036775,0,0.0376299788347831,0,0,-0.0313334105377739,0.154160723962839,0,0,0,0,0,0
X600690.SH,0,0,0.0848872471461004,0.157299111215583,0,0,0,0,0,0,0,0,0,0,-0.0537550920943874,0,0,0,0,0,0,0,0,0.0963993869096205,0,-0.00728869961052661,0,0,0,0,0,0,0.103476056990051,0,0.0614839152665633,0,0,0.0598199833643878,0,0,0,0,0,0,0,0,0,0,0,0,0.00539833997962795,0.014069475239791,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0325620677913036,0,0,0,0,0.159395336480729,0,0,0,0,0,0,0.0406610967435465,0,0.167803967788221,0,0.013866215761265,0,0,0,0.060883009015586,0,0,0,0,0,0,0.0467893191137267,0,0,-1.0842021724855e-19,0.0645640016761449,0,0,0,0,0.0165436876033767,0,0,0,0,0,0,0,0.11267009174769,0,0,-0.00385354560011554,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0159912297996989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123742100560795,0,0,0,0,-0.00576422470181746,0,0,0,0,-0.0136450716130281,0.0385132719353832,0.1016753949504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324842764491758,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.143228751129529,0,0,0,0,0,0,0,0.0168287314776607,0.0128855657612032,0.0762569958721007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152310069188612,0,0.162496449455508,0,-0.00621230544643154,0,0,0,0,0.0392759733500174,0,0,0,0.182483827422658,0,0,0,0,0,0,0,-0.00482510008065385,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841450471021055,0,0,0,0,0,0.0988016378171125,-0.012922923458875,0,0,0,0,0,0.182482363176376,0,0,0,0,0,0,0,0,-0.0100292341245301,0,0,0,-0.273806275050841,0,0,0,0.0145173248732772,0,0,-0.0337378344009182,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140501400868006,0,0,0.135109831978405,0,0.191404418347541,0.142212505872806,0,0,0,0,0,0,0,0,0.0659251327631275,0,0,0.0471990588028846,0,0,0,0,0,0,0,0,0,0.0576931660846082,0,0,0.224618174967944,0.0656903641264948,0,0,-0.0726413494146098,0,0,0,0,0,0,0
X000568.SZ,0.0304333864305753,0,0,0,0.181054601746921,0,0,0,0,0,-0.219344725561985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117460325163371,0.024740326014994,0,0,0,0,0,0,0.0875836190696356,0,0,0.0371776597481379,0.136808545193717,0,0.119460900735978,0,0,-0.114365132081501,0,0.0366837152895795,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0.165771479152958,0,0,0,0,0,0.279120439339483,0,0,0,0,0,0,0,0.0891271403824473,0,0.133121729595871,0,0,0,0.21987319937286,1.73472347597681e-18,0.129347164578759,0,0,0,0,0,0,0.219577398875706,0,0,0,0,0,0,0,0,0,0.225664828129818,0.0171060796437633,0,0,0,0,0.0266566825918455,0,0,0.128492481151017,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.280568542490336,0,0,0,0,0,0,0,0,0.0271617504629865,0,0,0.0773195031898384,0,0.0183706018878408,0.0383647770297806,0,0.0120107302050762,0.000105869916280207,0,0,0,0,0,0.0275336298341561,0,0,0,0.082805166274822,0,0,0.0389107529533862,0,0,0,0,0,0,0,0.0437941909136244,0,0.00308950669579724,0,0,-0.012597884786971,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.0187769571292752,0,0,0,0,0,0.188920381958318,0,0.179421345770971,0,0,0,0.0733517445388478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21407938243305,0,0.116315897366309,0,0,0,-4.33680868994202e-19,0,0,0,0.0246984613787054,0,0,0,0.0693960820246431,0,0,0,0.0402648600302537,0,0,0,0,0,0
X600118.SH,0,0,0,0.0275455577506605,0,0,0,0.0597441238618229,0,0,0,0,0,0,0,0.0253062260026535,0,0,0,0,0,0.166728856779066,0,0,0,0.0453158481293695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167903692882965,0,0,0.122816218309408,0,0.18661594142339,0.0842527135383635,0,0.0223156481392376,3.46944695195361e-18,0,0,0,0,0,0
X002236.SZ,0,0,0.14353739217793,0,0,0,0,-0.0361431283283869,0,0,0,0,0,0.103803557825311,0,0.241425409148569,0,0,0,0,0,0,0,0,0,-0.0214490403444202,0.0414568771956606,0,0,0,0.0510503861125955,0,0,0,0.0132746100682554,0,0,5.42101086242752e-20,0,0.0239187233239466,0,0,0.154744188113957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
