,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002085.SZ,X600271.SH,X600118.SH,X000157.SZ,X300124.SZ,X600089.SH,X002508.SZ,X600522.SH,X600177.SH,X600372.SH,X300136.SZ,X002007.SZ,X600487.SH,X000981.SZ,X300003.SZ,X600699.SH,X002294.SZ,X000066.SZ,X002074.SZ,X600867.SH,X002008.SZ,X002180.SZ,X000559.SZ,X600566.SH,X000623.SZ,X002426.SZ,X002292.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.225919058462495,0,-0.107433223891321,0,0,0,0.0628490344273763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542057950803476,0,0.0784448688024424,0,0,0,0,-0.00766682181623334,0,0,0,0,0,0,0,0,0,0.0209279172972909,0.00302520803219121,-0.00157826098524889,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299636260883563,-0.00244927883297751,0,0,0,-0.0740680005791578,0,0,0,0,0,0,0,0,0,0.250581783122061,0.0355931837776673,0,0,0,-0.00989100174957059,0,0.240952364669934,0,0,0,0,-0.032406608433121,0,0,-0.117102533227575,0,0,6.93889390390723e-18,0,0,0,0,0.00666625916426696,-0.00741748146742962,0,0,0,0,0,0
X002415.SZ,0,0,0,0.42245376075519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303683909979771,0,0,0,0,0,0,0,0,0,0,0.0589005720595301,0,0,0,0.00623003389957025,-0.153610887100666,-0.0377679702084017,0,0,0,0,0,-0.0117493411997195,0,-0.088760826925159,0,0,0,0,0,0,0,-0.00806753421850817,-0.00841156422995012,0,0,0,0,0,0
X000651.SZ,0,0,0.0384481186885815,0,0,0.106191908093156,0,0.0177270171178536,0,0,0.00717378582345264,0,0.241847351984758,0,0,0,0,0,0,0,0,0,0,-0.103187118198304,0,0,0.055119821733907,0,0,0,0,0,-0.0225297740853563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261133739829255,0,0,0,0.00423049474986871,0.00821083381336186,-0.00023774835622773,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0869132149904669,0,0.150770703877021,0,0,0.0725749147581114,0,0,0,0.246001575004745,0,0,0,0,0,0.077283207008603,0,0.0540047190572538,0,0,0,0,0,0,0,0.021645266016446,0,0,0,0,0,0,0,0,0,0,0,-0.119158033550534,0,0,0,-0.00871845468748749,0,0,0,0,0,0,0.00663264982160162,0.00405870472042571,0,0,0,0,0,0
X002304.SZ,0,0,0,0.113553781197048,0,0,0,0,0,0,0,0,0.322367874591194,0,0.146772716641529,0,0,0,0.025125584888698,0,0.102707885848796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418199467169465,0,0,0,0,0,0.0113698242629197,0.0681506763544578,0,0,0,0.000275052117975999,0.000488325711314857,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.11236581166117,0,0,-0.00497108829406033,0.234141540909123,0,0,0,0,0.0498301579593185,0,-0.0176003656824802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175251761487676,0,0,0.0209459545842178,0,0,-0.121942405671181,0.0340886116133989,0,0,0,0,0,0,-0.00287924015994452,0.00487254922920106,0,0,0,0,0,0
X000725.SZ,0,0,0,0.403028526804806,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.324205417785893,0,0,0,0,0.147106796399587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867353938555595,0,0,0,0,0,0,0.350454829677549,0,-0.0462071550496542,0.0120116215329327,0,0,0,0,0,0
X000625.SZ,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.129938778907489,0,0,0,0.140483318250453,0.177005691145119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121665164301651,-0.124000167000109,0,0.0116268552331909,0,0.0768774957829969,0,0,0,0,0,0,-0.0198198092290067,0,0,0,0,0.128075334839538,0,-0.0277213791934544,0.0048438637163354,0,0,0,0,0,0
X600690.SH,0,0,0,0.044097111082435,0.230100397229159,0,0,0.020945812772285,0,0,0,0,0,0.15912510464669,0,0,0,0,0.00904404370631784,0,0,0,0.05327183062897,-0.181526472001005,0,0.093155801685746,0,0,0,0,0,0,0,-0.0273455239063057,0,0,0,0,0,0,-0.0286034181398982,0.136635478167891,0,0,0,0,0,0,0,-0.0921349120284883,0,0.0033775816096159,-0.00207182013145228,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0197082153043165,0,0,0,-0.145060007164766,0,0,0,0,0,-0.344817770772887,0,0,0,0,0,0,0,0,0,0,-0.0652891450503045,0,0.365448412447707,0,0,0,0,0,0,0.0325458019537503,0.11424494737541,0,0,0,0,0.0198138842611534,0,0,0,0,0,-0.0263530432033599,0,0,0,0,0.0148051792810539,0.00380859309096396,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.148740160711634,0,0,0,0,0,0,0,0.0188541274957381,0,0,0,0.0581275464806527,0,0.0643112688545567,0,0,0,0,0,0.0801399557664754,0,0,0,0,0,0,0,0.305281110766608,0.0553821969916815,0,0,0,0,-0.122178990008519,0,0,0,-0.0667056077778945,0,0,0.127978420647345,0,0,0,-0.0128955532813994,0.0134018929244578,0,0,0,0,0,0
