,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X002475.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600183.SH,X600703.SH,X002236.SZ,X601877.SH,X300003.SZ,X000100.SZ,X002241.SZ,X002007.SZ,X000157.SZ,X002463.SZ,X300142.SZ,X600271.SH,X002179.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X600867.SH,X000066.SZ,X002008.SZ,X000977.SZ,X600498.SH,X002049.SZ,X002129.SZ,X300136.SZ,X600066.SH,X600177.SH,X002371.SZ,X300146.SZ,X002506.SZ,X002180.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.317541110868539,0,0,0.0996939247104372,0,0,0,0,0,0,0.165926608447051,0,0,0,-0.0569927058715918,0,0,0,-0.046939004124545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295048440299183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0072581069556519,0,0,0,0,0,0,0
X000858.SZ,0.0559392401595538,0,0,0,0,0,0,0.0649011463653176,0,0,0.285752231357088,0.175936227182719,-0.066562297662262,0,0,-0.0183602542423709,0.108737328977833,0,0.2247127110594,-0.0753545501404538,0,0,0,-0.0628763290041805,0,0,0,0,-0.0192317416330549,0,0,0,0,0,0,0,0,0,0,0,0,0.0479603290833812,0,0,0,0.0263740130138744,0,0,0.0114730376593887,0,0,-0.0145265571307796,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137208709237973,0,0,-0.0252575435799125,0,0.0550147621669987,0,0,0,0,0.183098773175372,0,0,0,0,0,0.00987011233069977,0,0,0,0.0933582969606904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.00512026812952479,0,0,0,1.0842021724855e-19,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.143367187853851,0.169648335196662,0.0577520266098347,0,0,0.0123470789335444,0,0.1035288380776,0,-0.00686310719101161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817279470346448,-0.0818285660573168,0,0,0,0,0,0,0,0,-0.00736791516172559,0,0.0603466790609044,0,0,0.175665532581494,-0.0158617096566354,0,0,0,0,0.0125812104849684,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0294941455756933,0,0,0.104361329794474,0,0,0,0,0,0,0,0,0,0.25807473048969,0,0,0,0.050078962451078,0,0,0,0,0,0,0,0,0,-0.00793301404617179,0,0,0,0,0,0.0610011895058609,0,0,0,0,0.0122185047164207,0,0.195317011559009,0,0,0.0100245178404904,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00699120284909949,0,0,0,0,0,0,0,0,0.270544141831332,0,0.0457026062302112,0,-0.118892823188243,0,0,0.0829570055783875,0,0,0,0,0,0.0244671064867044,0,0,0,0,0.0767756699970306,0,-0.021819908720767,0,0,0.0583041748418196,0,0,0,0,0.0874667694972471,0,0,0.00745019609350189,0,0,0,0,0,-0.00961621021458076,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00708012007900795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111850368049315,0,0,0,0,0.123952644473518,0,0
X002304.SZ,0,0,0,0.0974650275214107,0.0567122161726454,0,0.100357724561669,0,0,0.0577958875746696,0.314535630259713,0,0,0,0,0.0586589502544694,0,0,0.0239452824517516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725318920438315,-0.00405886944067337,0,0,0,0,-0.0766776457423334,0,0,0,0,0,0,0,0,0.180899013823244,-0.0360288639747696,0.0798248383327662,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.313976297225612,0,0,0,0,0,0,0,0,0,0,0,0.148131991026335,0,0,0,0.00226458234389854,0,0,0,0,0.0428536355629082,0,0,0.0518143628145189,0,0.0785960177423829,0,0.0372068319547147,0,0,0,0,0,0,0,0.0113547610553397,0,0,0,0,0,0.073000221976482,0,0,0.0403983617506314,0,0.00988617686129601,0.00427491251528086,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.017392872151728,0,0,0,0.0368817305619098,0,0,0.0368342218569908,0,0,0,0,0,0,0,0,0.0523343931619356,0,0,0,0,0.0342837653964259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128978082184877,0,0,0,0,-0.0337065160344988,0,0.218746337023814,0,-0.0423248818675913,0.071848704296655,0,0,0,0,0,0
