,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X601877.SH,X600809.SH,X300124.SZ,X600867.SH,X600271.SH,X600066.SH,X000625.SZ,X002456.SZ,X600487.SH,X000596.SZ,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X000661.SZ,X002508.SZ,X300142.SZ,X002180.SZ,X300136.SZ,X000157.SZ,X002007.SZ,X000050.SZ,X000869.SZ,X002038.SZ,X002179.SZ,X600522.SH,X600177.SH,X600498.SH,X600089.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.404400535163845,0.0566663078358716,0.0826874788637116,0,0,0,8.67361737988404e-19,0.0341967334911881,0,0.0259689113131067,0,0,0,0,0,0,0,0.0479429036318547,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.00257763982185795,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.250588213819461,0,0,0,0,0,0.0419687550311227,0,0,0,0,0.144690573977839,-4.33680868994202e-19,0,0,0.000702060479681312,0,0,0,0,0,0.149355584243857,0,0,0,0,0,0,0,0,0,0,0.0303762999581491,0,0,0,-0.0172595278077297,-0.0895701328637186,-0.0429428769370145,0,0,-0.0617651585548277,0,0,0,-0.0325152344953299,-0.0655200768882132,0,0,0,0,0,0
X002415.SZ,0.0685779419068725,0,0,0,0,0,0,0,0,0,0,0,0.024084049921358,0,0,0.203299068175809,0,0,0.0244753500343614,0.0287698389405528,0,0,0,0,0,0,0,0.131851269410692,0,0,0,0.184882564120773,0,0.241890029063218,0,0,0.0453448068675845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122957334410203,-0.0243564093593888,-0.0989897887603436,0,0,0,0,0
X000858.SZ,0.221480920536641,0,0,0,0.21575610829023,0,0.0238959623238391,0,0,0.0384442850649037,0.10312007439125,0,0.120265928428229,0,0,0.046433833120261,0,0,0,0,0.110631692806733,0,0,0,0,0,0,0,0.0523716826190151,-0.0797133072045673,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100261161967416,0,0,0,0,0,0,0,0.00690675176697473,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.432819739326895,0,0,0,0,0,0,0,0.127353575572325,0,0.031203058186507,0,0,0,0,0,0,0,0,0,0,0,0,0.00744861101825275,0,0,0,0,0,0,0,-0.011823138389862,0,0,-0.0815299185541391,0,0,0,0.0907747289676738,0,0,0,0.205376373477497,0,0,0,0,0,0,0.0498498210790134,0,0,0,0,0,0
X600276.SH,0.266680269932922,0,0,0,0,0,0,0,0,0,0.0688898443961694,0,0,0,0,0,0.285773629191149,0,0,0,0,0,0.032009257653388,-0.0997738886438199,0,0,0,0,0,0.150432270192271,0,0.165592618867758,0,0,0.161744024210891,-0.000290011766018644,0,0.0490732675922523,0,0,0,0,0,0.0519888585577871,0,0,0,0,0,0,0,-0.0636620003682778,0.0147030740507415,0,0,0,0,0,0
X002304.SZ,0,0,0.121999522278041,0.043222424453111,0,0,0,0,0,0.177809614516063,0.0475908615927096,0,0.149599839638335,0,0,0,0,0,0,0,0.197362758688292,0.0673296999730575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726190667456901,-0.0202176053076541,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0288997889810821,0,0,0,0,0,0,0,0,0,0,0.0691302416837793,0,0,0,0,0,0,0,0,0.202577782325863,0,0,0.165133575257563,0,0,0,0,0,0.0521632789020801,0,0,0,-0.0821474534530829,0,0,0,0,0,0,0,0,0,0.0481351509159772,0,0,0,-0.0201144773610376,0.0199164132754675,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756704887583014,0,0,0,0,0,0.029752070827035,0,0,0,0.134177760096741,0,0.0223803948747019,0.151478538653738,0,0,0.109770536234632,0,0,0,0,0,0,0,0.00353798018629177,0,0.0198211184224174,-0.0246652975489549,0,0,0,0,0,0
X600690.SH,0,0,0,0.281452433519536,0,0,0.0781027213282846,0,0,0,0.00402347126763835,0,0.196326056883997,0,0,0,0,0,0,0,0.0696988253196333,0.00785440447338107,0,0,0,0,0,0,0,-0.0216260718327796,0,0,0,0,0,0,0,0.043268982852831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
